Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         21.0041             14.0072             35.0344             
2         11.8764             10.1012             45.1299             
3         13.2523             11.5245             57.8207             
4         14.5806             6.2553              67.0848             
5         12.2841             8.3261              81.4132             
6         12.0204             10.2609             95.3460             
7         5.8818              13.5010             108.8650            
8         7.0473              10.0685             118.9495            
9         6.4941              8.1880              127.3779            
10        6.7704              13.2227             140.6378            
11        7.3694              10.2208             150.9003            
12        7.2535              13.7258             166.8326            
13        4.9111              12.3938             183.0352            
14        6.3783              9.1097              192.1651            
15        5.7028              12.1134             208.6691            
16        5.4446              9.8189              218.5205            
17        10.7462             11.4082             232.5796            
18        7.2999              12.0348             244.6266            
19        11.3144             13.6653             260.5179            
20        6.9951              9.9888              270.5268            
21        7.6718              10.6254             283.6644            
22        10.7666             12.4187             296.0719            
23        7.3430              11.3591             311.1373            
24        6.2512              11.1477             322.2691            
25        13.8488             12.2027             336.6596            
26        5.9860              9.1712              343.9682            
27        6.0955              15.6483             356.1717            
28        11.3981             9.6489              363.8262            
29        7.9786              10.2212             365.7852            
30        6.8605              8.6215              367.3102            
31        10.7799             12.8725             378.2769            
32        9.1750              11.8826             362.7060            
33        7.1440              10.3355             360.9876            
34        10.4647             9.1001              365.2184            
35        7.9589              10.4081             368.8663            
36        6.2011              11.0104             373.5524            
37        10.8983             11.2159             378.2091            
38        7.3214              12.7165             382.0422            
39        6.7923              10.0865             374.3949            
40        11.3361             13.5850             379.4182            
41        7.1740              11.5237             374.7061            
42        10.7862             10.5172             384.6051            
43        6.9519              9.9217              379.4284            
44        7.3583              10.4535             389.8077            
45        6.8277              10.6925             395.5716            
46        10.3207             12.2259             399.5415            
47        6.5109              10.0001             381.2975            
48        11.2016             9.3350              385.0669            
49        7.4516              13.7847             396.8598            
50        9.0456              10.1899             400.0691            
51        10.1861             13.5522             400.3508            
52        7.1535              10.9064             413.1375            
53        10.5659             11.0673             386.2429            
54        7.5167              8.7423              394.3687            
55        6.7168              6.2360              400.5335            
56        10.6972             6.2722              399.9841            
57        8.3665              9.5060              403.7064            
58        7.6057              6.6214              402.6802            
59        10.6323             10.9807             407.5959            
60        7.3004              10.7844             393.5093            
61        16.7704             8.1136              335.6863            
62        7.4462              5.8630              333.6083            
63        6.7829              6.1619              312.9924            
64        8.6448              6.1957              308.7617            
65        9.2717              5.7345              310.2008            
66        6.8987              5.7232              307.9029            
67        13.0325             6.3276              307.1074            
68        5.9840              6.1544              305.4683            
69        8.6034              5.7538              303.8961            
70        7.2802              6.2725              302.5221            
71        11.0441             6.5757              268.4916            
72        7.7819              13.2436             272.4968            
73        8.1096              12.8009             264.6376            
74        10.4077             6.3693              269.8055            
75        6.8137              6.0286              224.8801            
76        10.8841             6.2505              224.7547            
77        8.0640              6.0715              220.5744            
78        7.8867              5.9016              221.0356            
79        7.4746              13.6713             194.0300            
80        7.1220              6.9504              185.9136            
81        7.0520              8.4465              180.1563            
82        8.2551              14.8470             190.1065            
83        8.6414              10.8764             194.7063            
84        5.7016              6.6186              191.1951            
85        8.4273              9.1311              126.3524            
86        9.0075              6.4740              124.7987            
87        6.9536              12.5321             129.6535            
88        6.0477              11.8127             102.5469            
89        13.0105             6.4078              101.9908            
90        8.1714              6.6878              91.7150             
91        7.6754              6.0953              97.7788             
92        6.7620              11.3291             100.4195            
93        8.2783              6.0189              99.7089             
94        7.0312              6.0773              81.4515             
95        5.8656              6.0678              73.1923             
96        6.6991              10.4760             77.2670             
97        9.9360              8.0552              78.4306             
98        8.7017              10.1278             56.2121             
99        7.2193              6.5676              34.7132             
100       6.3208              10.0079             38.9727             
101       7.9255              9.8033              36.0533             
102       8.2311              6.7133              23.9781             
103       7.3322              5.9352              28.2147             
104       5.2895              9.6236              14.9351             
105       6.5649              10.4277             17.0115             
106       6.6036              6.5818              13.2009             
107       6.8424              6.7674              13.6563             
108       5.5595              6.7550              12.3367             
109       7.5717              9.2043              16.8058             
