Frame        Inference_Time_ms    Objects_Detected
0                       178.13                  14
1                        29.98                  12
2                        28.65                  12
3                        28.20                  13
4                        28.16                  15
5                        23.27                  15
6                        23.20                  11
7                        23.25                  14
8                        23.26                  13
9                        23.25                  14
10                       23.37                  14
11                       23.24                  14
12                       23.34                  15
13                       18.96                  15
14                       14.98                  14
15                       14.84                  16
16                       14.76                  16
17                       15.29                  16
18                       15.09                  17
19                       14.95                  17
20                       14.46                  14
21                       14.27                  18
22                       14.03                  14
23                       14.11                  15
24                       14.06                  16
25                       14.08                  16
26                       14.03                  14
27                       14.02                  14
28                       14.11                  14
29                       14.05                  17
30                       14.08                  13
31                       14.06                  14
32                       14.12                  14
33                       14.06                  15
34                       13.99                  16
35                       14.36                  15
36                       14.09                  16
37                       14.07                  14
38                       14.03                  15
39                       14.01                  15
40                       13.97                  16
41                       13.97                  14
42                       14.16                  13
43                       14.05                  14
44                       14.09                  14
45                       14.17                  15
46                       14.32                  14
47                       14.06                  13
48                       14.14                  14
49                       14.10                  12
50                       14.13                  14
51                       14.20                  14
52                       14.14                  13
53                       14.15                  15
54                       14.07                  16
55                       14.07                  15
56                       14.42                  15
57                       14.10                  13
58                       14.03                  16
59                       14.02                  16
60                       13.96                  16
61                       13.95                  15
62                       13.97                  16
63                       13.95                  18
64                       14.12                  15
65                       13.93                  16
66                       14.11                  14
67                       14.05                  13
68                       14.08                  14
69                       13.99                  14
70                       13.99                  10
71                       13.99                  10
72                       13.98                  11
73                       13.94                  14
74                       13.95                  14
75                       14.29                  15
76                       13.93                  13
77                       15.03                  15
78                       14.98                  16
79                       15.00                  18
80                       15.00                  14
81                       14.98                  16
82                       15.00                  16
83                       15.13                  18
84                       15.16                  17
85                       15.12                  17
86                       14.96                  15
87                       14.98                  15
88                       14.94                  14
89                       15.25                  18
90                       15.21                  16
91                       15.21                  15
92                       15.09                  16
93                       15.05                  16
94                       15.12                  15
95                       15.05                  17
96                       15.22                  15
97                       15.07                  15
98                       15.53                  15
99                       15.03                  17
100                      15.53                  15
101                      15.07                  16
102                      15.88                  15
103                      15.50                  15
104                      15.35                  16
105                      15.17                  16
106                      17.35                  19
107                      38.79                  21
108                      15.17                  19
109                      14.77                  18
110                      38.36                  16
111                      15.24                  17
112                      15.30                  18
113                      38.56                  13
114                      16.31                  12
115                      15.57                  15
116                      33.72                  14
117                      26.08                  15
118                      14.66                  18
119                      14.39                  19
120                      38.56                  17
121                      14.83                  17
122                      14.31                  16
123                      37.70                  15
124                      15.69                  15
125                      15.08                  15
126                      37.82                  12
127                      15.06                  14
128                      14.70                  15
129                      40.73                  14
130                      15.25                  13
131                      14.57                  15
132                      40.20                  13
133                      16.46                  15
134                      15.17                  15
135                      15.01                  16
136                      28.34                  13
137                      15.65                  14
138                      14.98                  13
139                      14.31                  14
140                      14.06                  13
141                      14.04                  14
142                      14.07                  16
143                      13.96                  15
144                      14.45                  12
145                      14.12                  13
146                      14.05                  16
147                      14.04                  13
148                      14.08                  12
149                      14.07                  12
150                      14.13                  14
151                      14.08                  12
152                      14.35                  15
153                      14.10                  14
154                      14.26                  17
155                      14.03                  14
156                      14.45                  16
157                      13.95                  14
158                      13.99                  12
159                      14.19                  13
160                      14.08                  14
161                      14.04                  14
162                      14.09                  14
163                      13.99                  14
164                      14.13                  15
165                      13.94                  14
166                      14.15                  11
167                      14.04                  13
168                      14.06                  14
169                      20.97                  14
170                      14.65                  15
171                      14.17                  13
172                      14.16                  15
173                      14.08                  15
174                      14.11                  14
175                      21.03                  16
176                      14.01                  13
177                      14.06                  14
178                      14.01                  13
179                      14.17                  15
180                      14.34                  14
181                      14.10                  15
182                      16.78                  15
183                      14.03                  15
184                      14.02                  14
185                      14.25                  15
186                      14.25                  14
187                      14.26                  17
188                      14.48                  16
189                      14.44                  15
190                      14.31                  17
191                      17.39                  17
192                      14.65                  15
193                      14.15                  17
194                      21.25                  17
195                      14.82                  16
196                      14.78                  14
197                      14.29                  14
198                      21.41                  18
199                      14.10                  17
200                      14.02                  14
201                      15.20                  13
202                      14.16                  11
203                      14.14                  11
204                      18.60                  14
205                      14.39                  13
206                      14.13                  12
207                      22.73                  14
208                      14.47                  14
209                      14.27                  12
210                      22.78                  13
211                      14.02                  12
212                      14.12                  12
213                      21.15                  11
214                      14.15                  11
215                      14.24                  13
216                      27.39                  13
217                      14.27                  12
218                      14.17                  12
219                      14.03                  13
220                      14.18                  14
221                      14.16                  16
222                      27.38                  16
223                      14.16                  17
224                      14.10                  17
225                      14.08                  13
226                      14.14                  13
227                      14.17                  13
228                      14.12                  13
229                      19.18                  13
230                      14.23                  13
231                      14.16                  14
232                      14.06                  13
233                      14.04                  14
234                      14.23                  14
235                      14.10                  13
236                      14.47                  17
237                      14.11                  15
238                      14.11                  14
239                      14.18                  12
240                      14.10                  13
241                      14.49                  15
242                      14.15                  14
243                      14.25                  13
244                      14.13                  14
245                      14.10                  13
246                      14.10                  13
247                      14.08                  13
248                      14.15                  14
249                      14.09                  12
250                      14.12                  13
251                      14.11                  13
252                      14.14                  13
253                      14.08                  13
254                      14.42                  14
255                      14.15                  18
256                      14.12                  17
257                      14.10                  18
258                      14.12                  19
259                      14.18                  20
260                      14.12                  20
261                      27.18                  20
262                      14.35                  18
263                      14.64                  20
264                      14.17                  22
265                      18.02                  17
266                      14.74                  18
267                      14.17                  20
268                      20.73                  19
269                      14.87                  21
270                      14.24                  19
