Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         25.9483             16.6994             42.6919             
2         16.1282             9.5700              52.2095             
3         16.2730             7.7404              65.9445             
4         16.6468             7.7996              82.5434             
5         16.9552             7.8417              99.4085             
6         16.3041             12.8997             120.6793            
7         5.8424              11.7215             132.3550            
8         7.5777              13.5642             145.8572            
9         6.3555              11.8027             157.5876            
10        7.3526              9.9948              160.5757            
11        6.1559              11.3159             157.1050            
12        6.7135              11.1898             153.3308            
13        5.1974              13.7868             150.4656            
14        6.4515              10.4467             155.8142            
15        5.8502              9.6252              133.4150            
16        13.9375             11.1684             138.9536            
17        7.2211              10.3878             135.0039            
18        6.9538              8.7929              116.0453            
19        15.1799             10.5263             116.5020            
20        7.5636              10.2822             84.0206             
21        6.9604              9.4729              90.8107             
22        14.2892             7.8216              86.3898             
23        6.5707              11.3680             78.8345             
24        7.7400              7.0872              85.7405             
25        6.9594              11.7747             79.9695             
26        7.1318              12.2260             74.8348             
27        7.4839              11.8934             74.2050             
28        7.6164              7.7695              59.5332             
29        8.1020              7.0323              49.1001             
30        7.4618              7.1142              41.2463             
31        7.8083              9.2473              37.9727             
32        8.1651              10.9107             19.1058             
33        7.5689              9.3839              16.9823             
34        6.5589              7.4385              16.8880             
35        6.8342              14.1344             21.0127             
36        8.0376              8.1936              18.2306             
37        6.1094              7.6988              23.2099             
38        6.4303              11.3180             17.7773             
39        7.4668              11.3128             20.2737             
40        7.4742              7.8333              15.3367             
41        8.3093              11.5996             19.9549             
42        8.8617              9.3436              19.2629             
43        7.0165              10.9042             21.0772             
44        7.4750              11.7232             21.9261             
45        7.4651              8.5504              17.8397             
46        7.3880              7.7381              15.1685             
47        6.7221              7.6718              14.4242             
48        6.2957              9.1040              15.4310             
49        5.8141              7.2650              13.1097             
50        6.3530              10.2940             16.6760             
51        8.6960              7.6115              19.3462             
52        6.4327              10.6793             17.1434             
53        6.3989              7.7044              15.9435             
54        6.8563              10.5522             17.4400             
55        7.7577              10.7853             25.8387             
56        7.6418              9.8016              17.4698             
57        6.3042              10.1318             19.8331             
58        6.8216              7.3864              14.2349             
59        6.5803              12.2557             18.8653             
60        6.6811              7.2489              16.1540             
61        10.1400             8.1618              18.3307             
62        7.1486              11.7564             18.9347             
63        7.8799              13.2713             27.1354             
64        7.8650              10.0556             27.2061             
65        7.5461              8.7680              26.0797             
66        8.0263              7.5863              21.2198             
67        6.7972              10.4544             17.2810             
68        7.8171              10.6143             23.1017             
69        7.7302              7.1626              16.4592             
70        6.4020              10.4939             16.9249             
71        7.6491              7.4309              21.9138             
72        6.7530              9.8901              16.6767             
73        6.8806              7.7502              24.0712             
74        6.2385              7.2595              13.5271             
75        6.6183              10.3160             16.9668             
76        7.9272              7.4841              15.4431             
77        6.8781              11.8537             18.7601             
78        6.4910              9.2023              21.0608             
79        6.7530              9.6918              21.4155             
80        6.9895              9.4466              18.1276             
81        7.5124              7.6686              15.2324             
82        6.7842              7.6113              14.4266             
83        6.1106              10.3703             16.5093             
84        6.5613              7.7146              16.1808             
85        7.6701              9.9552              17.6563             
86        6.5237              7.5465              18.7827             
87        6.3249              14.5401             20.8926             
88        6.7654              13.3746             33.7514             
89        7.1232              7.6633              32.9527             
90        8.7152              11.5241             27.5070             
91        6.3802              9.7018              18.9690             
92        6.7168              7.6973              17.4093             
93        6.3822              9.7573              16.1729             
94        6.5471              7.9516              16.6017             
95        6.3695              10.7308             17.1336             
96        7.6951              7.9571              15.6999             
97        6.8484              7.6493              14.5292             
98        7.1502              12.5095             19.6921             
99        6.2011              8.5152              19.3108             
100       6.5946              7.9315              20.0558             
101       7.2544              11.0523             18.3355             
102       9.1023              7.5372              16.6884             
103       6.4556              9.7270              16.2115             
104       8.5372              8.0555              16.6197             
105       7.0019              8.1150              15.1487             
106       6.1405              7.9222              14.0987             
107       6.2916              12.7275             19.0477             
108       6.8816              7.8293              14.7451             
109       8.4949              9.8842              18.4097             
110       5.6030              12.8135             24.5514             
111       7.3032              8.9173              20.4792             
112       6.6864              10.6834             30.9692             
113       7.0290              7.7577              16.5978             
114       6.6805              11.3389             18.0471             
115       7.5068              10.0952             18.1087             
116       8.6865              7.1535              15.8866             
117       6.1601              7.6145              13.8165             
