Frame        Inference_Time_ms    Objects_Detected
0                       172.63                  14
1                        29.82                  12
2                        29.09                  12
3                        28.92                  13
4                        29.10                  15
5                        28.88                  15
6                        28.85                  11
7                        28.89                  14
8                        28.81                  13
9                        28.88                  14
10                       28.15                  14
11                       16.62                  14
12                       16.51                  15
13                       15.88                  15
14                       15.90                  14
15                       15.89                  16
16                       15.94                  16
17                       15.90                  16
18                       15.91                  17
19                       15.79                  14
20                       15.74                  18
21                       15.74                  14
22                       15.73                  15
23                       16.09                  16
24                       15.79                  16
25                       15.55                  16
26                       14.62                  14
27                       14.33                  14
28                       14.35                  14
29                       14.10                  17
30                       14.25                  13
31                       14.11                  14
32                       14.14                  14
33                       14.14                  15
34                       14.11                  16
35                       14.11                  15
36                       14.11                  16
37                       14.11                  14
38                       14.10                  15
39                       14.14                  15
40                       14.10                  16
41                       14.16                  14
42                       14.11                  13
43                       14.13                  14
44                       14.11                  14
45                       14.11                  15
46                       14.10                  14
47                       14.16                  13
48                       14.11                  14
49                       14.14                  12
50                       14.07                  14
51                       14.13                  14
52                       14.14                  13
53                       14.09                  15
54                       14.13                  16
55                       14.16                  15
56                       14.42                  15
57                       14.15                  13
58                       14.09                  16
59                       14.11                  16
60                       14.11                  16
61                       14.11                  15
62                       14.11                  16
63                       14.23                  18
64                       14.09                  15
65                       14.12                  16
66                       14.64                  14
67                       14.16                  13
68                       14.14                  14
69                       14.13                  14
70                       14.10                  10
71                       14.09                  10
72                       14.10                  11
73                       14.44                  14
74                       14.13                  14
75                       14.12                  15
76                       14.11                  13
77                       14.13                  15
78                       14.10                  16
79                       14.09                  18
80                       14.44                  14
81                       14.16                  16
82                       14.13                  16
83                       14.10                  18
84                       14.12                  17
85                       15.06                  17
86                       15.03                  15
87                       15.06                  15
88                       15.03                  14
89                       15.02                  18
90                       15.03                  16
91                       15.21                  15
92                       15.21                  16
93                       15.21                  16
94                       15.10                  15
95                       15.11                  17
96                       15.12                  15
97                       15.10                  15
98                       15.10                  15
99                       15.12                  17
100                      15.12                  15
101                      15.13                  16
102                      15.13                  15
103                      15.77                  15
104                      15.29                  16
105                      15.31                  16
106                      15.29                  19
107                      15.30                  21
108                      15.30                  19
109                      15.21                  18
110                      15.22                  16
111                      15.20                  17
112                      15.22                  18
113                      15.21                  13
114                      15.21                  12
115                      15.41                  15
116                      15.44                  14
117                      15.42                  15
118                      15.31                  18
119                      15.33                  19
120                      15.31                  17
121                      15.30                  17
122                      15.29                  16
123                      15.30                  15
124                      15.32                  15
125                      15.31                  15
126                      15.28                  12
127                      15.31                  14
128                      15.31                  15
129                      15.30                  14
130                      15.30                  13
131                      15.30                  15
132                      15.30                  13
133                      15.52                  15
134                      15.55                  15
135                      15.50                  16
136                      15.41                  13
137                      15.44                  14
138                      15.42                  13
139                      15.43                  14
140                      15.42                  13
141                      15.40                  14
142                      15.43                  16
143                      15.43                  15
144                      15.42                  12
145                      15.41                  13
146                      15.36                  16
147                      15.43                  13
148                      15.41                  12
149                      15.40                  12
150                      15.38                  14
151                      15.43                  12
152                      15.42                  15
153                      15.39                  14
154                      15.41                  17
155                      15.41                  14
156                      15.42                  16
157                      15.64                  14
158                      15.69                  12
159                      15.70                  13
160                      15.56                  14
161                      15.53                  14
162                      15.55                  14
163                      15.51                  14
164                      15.53                  15
165                      15.54                  14
166                      15.54                  11
167                      15.55                  13
168                      15.53                  14
169                      15.50                  14
170                      15.57                  15
171                      15.53                  13
172                      15.52                  15
173                      15.55                  15
174                      15.53                  14
175                      15.52                  16
176                      15.54                  13
177                      15.54                  14
178                      15.53                  13
179                      15.53                  15
180                      15.53                  14
181                      15.53                  15
182                      15.51                  15
183                      15.52                  15
184                      15.52                  14
185                      15.55                  15
186                      15.55                  14
187                      15.70                  17
188                      15.82                  16
189                      15.83                  15
190                      15.59                  17
191                      15.58                  17
192                      15.58                  15
193                      15.60                  17
194                      15.58                  17
195                      15.59                  16
196                      15.57                  14
197                      15.59                  14
198                      15.59                  18
199                      15.58                  17
200                      15.57                  14
201                      15.59                  13
202                      15.59                  11
203                      15.59                  11
204                      15.57                  14
205                      15.59                  13
206                      15.58                  12
207                      15.56                  14
208                      15.57                  14
209                      15.57                  12
210                      15.59                  13
211                      15.59                  12
212                      15.57                  12
213                      15.57                  11
214                      15.58                  11
215                      15.56                  13
216                      15.62                  13
217                      15.58                  12
218                      14.88                  12
219                      14.86                  13
220                      14.79                  14
221                      14.84                  16
222                      14.78                  16
223                      14.93                  17
224                      14.89                  17
225                      14.88                  13
226                      14.80                  13
227                      14.79                  13
228                      14.77                  13
229                      14.80                  13
230                      14.80                  13
231                      14.78                  14
232                      14.79                  13
233                      14.79                  14
234                      14.79                  14
235                      14.81                  13
236                      14.81                  17
237                      14.82                  15
238                      14.77                  14
239                      14.77                  12
240                      14.80                  13
241                      14.81                  15
242                      14.78                  14
243                      14.80                  13
244                      14.78                  14
245                      14.79                  13
246                      14.78                  13
247                      14.79                  13
248                      14.80                  14
249                      14.79                  12
250                      15.92                  13
251                      14.85                  13
252                      15.47                  13
253                      15.38                  14
254                      15.44                  14
255                      15.72                  18
256                      15.85                  17
257                      14.90                  18
258                      14.88                  19
259                      15.03                  20
260                      14.25                  20
261                      14.04                  20
262                      14.06                  18
263                      14.01                  20
264                      14.64                  22
265                      14.35                  17
266                      14.14                  18
267                      14.11                  20
268                      14.02                  19
269                      13.99                  21
270                      14.01                  19
271                      14.05                  18
272                      13.95                  18
273                      13.94                  19
274                      13.95                  18
275                      13.92                  17
276                      14.17                  18
277                      13.99                  16
278                      14.31                  15
279                      14.07                  17
280                      14.00                  18
281                      14.07                  17
282                      14.00                  20
283                      13.97                  20
284                      14.54                  20
285                      14.17                  20
286                      14.17                  22
287                      14.07                  21
288                      14.04                  20
289                      13.99                  21
290                      14.42                  22
291                      14.13                  21
292                      14.21                  17
293                      14.35                  17
294                      14.19                  20
295                      14.29                  15
296                      14.01                  18
297                      13.97                  17
298                      14.24                  23
299                      14.12                  21
300                      14.48                  21
301                      14.37                  21
302                      14.20                  21
303                      14.04                  20
304                      14.29                  23
305                      14.13                  22
306                      13.99                  20
307                      13.99                  20
308                      13.98                  19
309                      14.26                  21
310                      14.37                  20
311                      14.06                  19
312                      14.01                  20
313                      14.17                  22
314                      14.40                  21
315                      15.09                  22
316                      15.09                  23
317                      15.05                  24
318                      15.06                  23
319                      15.04                  24
320                      15.07                  22
321                      14.98                  21
322                      15.00                  22
323                      15.00                  22
324                      14.99                  21
325                      15.01                  21
326                      15.20                  21
327                      15.20                  21
328                      15.20                  22
329                      15.16                  22
