index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       33.76         80.51         50000       34.32     
2       33.28         64.68         50000       23.59     
3       32.69         47.90         50000       23.59     
4       27.11         34.75         50000       23.59     
5       25.62         35.95         50000       9.82      
6       20.73         53.54         50000       9.82      
7       17.35         61.20         50000       9.82      
8       19.23         40.38         50000       10.86     
9       29.61         79.52         50000       10.86     
10      26.32         140.07        50000       10.86     
11      19.66         37.07         50000       9.87      
12      24.78         53.07         50000       9.87      
13      25.25         38.59         50000       9.87      
14      28.48         23.47         50000       9.87      
15      60.49         27.70         50000       63.79     
16      45.64         44.74         50000       63.79     
17      49.39         117.06        50000       63.79     
18      24.97         45.65         50000       11.82     
19      22.53         39.08         50000       11.82     
20      23.80         104.39        50000       11.82     
21      26.78         28.80         50000       10.27     
22      28.91         27.19         50000       10.27     
23      25.68         43.28         50000       10.27     
24      28.06         33.04         50000       10.27     
25      19.90         46.97         50000       10.39     
26      30.65         41.65         50000       10.39     
27      31.01         34.52         50000       10.39     
28      26.75         44.06         50000       31.53     
29      25.09         38.70         50000       31.53     
30      24.85         121.90        50000       31.53     
31      19.27         115.63        50000       31.53     
32      16.23         31.04         50000       15.33     
33      23.08         25.19         50000       15.33     
34      27.66         36.01         50000       15.33     
35      30.08         41.43         50000       9.91      
36      19.40         45.59         50000       9.91      
37      19.08         39.32         50000       9.91      
38      17.28         34.63         50000       10.01     
39      29.26         41.24         50000       10.01     
40      24.87         30.68         50000       10.01     
41      26.16         30.78         50000       9.61      
42      26.08         32.84         50000       9.61      
43      29.94         30.21         50000       9.61      
44      24.98         38.66         50000       9.61      
45      18.84         44.21         50000       9.89      
46      28.01         40.08         50000       9.89      
47      27.94         30.61         50000       9.89      
48      21.17         33.37         50000       11.62     
49      26.02         24.91         50000       11.62     
50      26.24         45.00         50000       11.62     
51      28.16         27.76         50000       9.90      
52      28.47         19.59         50000       9.90      
53      27.11         30.38         50000       9.90      
54      27.28         28.09         50000       9.90      
55      37.06         27.30         50000       9.24      
56      28.03         33.36         50000       9.24      
57      39.06         37.14         50000       9.24      
58      28.14         30.50         50000       9.96      
59      28.04         30.28         50000       9.96      
60      33.02         42.50         50000       9.96      
61      34.23         34.88         50000       12.36     
62      23.92         29.73         50000       12.36     
63      47.44         90.78         50000       12.36     
64      23.98         34.56         50000       12.36     
65      25.68         101.50        50000       9.56      
66      18.89         35.44         50000       9.56      
67      23.97         45.02         50000       9.56      
68      22.51         39.82         50000       9.57      
69      26.37         35.48         50000       9.57      
70      28.22         38.40         50000       9.57      
71      28.01         37.89         50000       9.65      
72      27.33         42.44         50000       9.65      
73      27.02         41.35         50000       9.65      
74      24.62         37.61         50000       9.65      
75      24.33         30.67         50000       8.95      
76      34.05         21.89         50000       8.95      
77      28.93         34.01         50000       8.95      
78      27.37         31.69         50000       9.62      
79      27.16         38.79         50000       9.62      
80      18.60         43.92         50000       9.62      
81      27.96         31.88         50000       11.36     
82      26.92         27.72         50000       11.36     
83      25.12         30.76         50000       11.36     
84      24.23         32.16         50000       11.36     
85      25.08         29.52         50000       11.57     
86      24.80         33.87         50000       11.57     
87      22.69         38.77         50000       11.57     
88      20.87         49.41         50000       9.67      
89      30.31         44.85         50000       9.67      
90      29.80         27.41         50000       9.67      
91      24.45         30.50         50000       9.78      
92      28.02         35.39         50000       9.78      
93      31.25         30.05         50000       9.78      
94      37.38         31.08         50000       9.75      
95      20.63         40.41         50000       9.75      
96      28.24         30.05         50000       9.75      
97      19.06         59.32         50000       9.75      
98      27.40         29.55         50000       9.42      
99      26.53         30.45         50000       9.42      
100     30.01         25.39         50000       9.42      
101     19.52         44.74         50000       9.42      
102     17.80         46.00         50000       9.42      
103     25.92         31.57         50000       9.42      
104     27.04         37.96         50000       9.74      
105     24.78         32.67         50000       9.74      
106     24.77         35.30         50000       9.74      
107     27.14         34.07         50000       9.74      
108     20.83         36.98         50000       9.48      
109     26.58         38.29         50000       9.48      
110     25.32         27.86         50000       9.48      
111     21.76         35.76         50000       9.68      
112     26.64         30.12         50000       9.68      
113     25.19         32.98         50000       9.68      
114     25.67         27.55         50000       9.68      
115     49.71         39.37         50000       60.69     
116     53.91         52.08         50000       60.69     
117     54.95         29.91         50000       60.69     
118     30.50         26.40         50000       10.01     
119     32.55         32.69         50000       10.01     
120     33.71         29.65         50000       10.01     
121     31.20         36.61         50000       36.42     
122     40.22         40.47         50000       36.42     
123     41.60         30.58         50000       36.42     
124     35.58         42.10         50000       36.42     
125     35.42         29.13         50000       24.45     
126     33.29         59.54         50000       24.45     
127     27.34         34.27         50000       24.45     
128     47.16         44.61         50000       33.29     
129     36.54         27.56         50000       33.29     
130     36.16         32.65         50000       33.29     
131     20.07         35.50         50000       11.13     
132     26.17         26.91         50000       11.13     
133     30.12         32.87         50000       11.13     
134     29.77         25.63         50000       11.13     
135     28.03         26.64         50000       13.30     
136     21.10         39.81         50000       13.30     
137     21.20         40.69         50000       13.30     
138     25.58         17.91         50000       10.65     
139     22.20         33.54         50000       10.65     
140     26.43         42.18         50000       10.65     
141     19.80         32.92         50000       10.45     
142     23.74         27.30         50000       10.45     
143     27.00         43.93         50000       10.45     
144     25.45         42.49         50000       10.45     
145     53.50         31.19         50000       59.64     
146     49.74         45.09         50000       59.64     
147     53.11         27.57         50000       59.64     
148     27.55         38.84         50000       9.62      
149     26.85         37.07         50000       9.62      
150     30.99         108.40        50000       9.62      
151     25.57         43.33         50000       9.62      
152     30.57         31.41         50000       29.78     
153     24.80         29.01         50000       29.78     
154     19.46         43.22         50000       29.78     
155     27.88         41.41         50000       9.43      
156     23.94         35.96         50000       9.43      
157     18.71         36.56         50000       9.43      
158     28.77         26.40         50000       10.68     
159     27.46         35.33         50000       10.68     
160     21.02         49.12         50000       10.68     
161     21.11         35.31         50000       10.68     
162     50.53         28.64         50000       55.96     
163     44.63         55.09         50000       55.96     
164     43.59         45.17         50000       55.96     
165     32.23         35.33         50000       9.66      
166     30.38         103.80        50000       9.66      
167     24.02         31.43         50000       9.66      
168     30.07         27.03         50000       12.29     
169     32.69         32.05         50000       12.29     
170     21.43         38.86         50000       12.29     
171     25.95         44.04         50000       12.29     
172     27.70         31.44         50000       9.88      
173     25.32         32.75         50000       9.88      
174     19.75         35.36         50000       9.88      
175     23.98         52.47         50000       9.76      
176     29.42         39.04         50000       9.76      
177     23.38         36.37         50000       9.76      
178     23.01         29.30         50000       19.54     
179     21.64         31.11         50000       19.54     
180     23.65         39.99         50000       19.54     
181     33.08         31.25         50000       19.54     
182     38.02         116.82        50000       27.29     
183     31.51         53.47         50000       27.29     
184     31.63         156.60        50000       27.29     
185     25.12         31.54         50000       9.97      
186     19.74         43.42         50000       9.97      
187     29.44         45.20         50000       9.97      
188     26.82         30.23         50000       9.84      
189     24.05         32.18         50000       9.84      
190     28.76         57.02         50000       9.84      
191     29.71         33.79         50000       9.84      
192     76.05         29.89         50000       98.48     
193     74.65         34.12         50000       98.48     
194     66.17         48.24         50000       98.48     
195     20.39         40.02         50000       9.75      
196     24.96         37.11         50000       9.75      
197     25.70         32.24         50000       9.75      
198     34.72         38.63         50000       9.79      
199     25.02         33.05         50000       9.79      
200     28.30         27.99         50000       9.79      
201     25.64         33.49         50000       9.79      
202     29.36         31.96         50000       10.50     
203     28.60         33.08         50000       10.50     
204     17.35         39.75         50000       10.50     
205     32.69         32.21         50000       10.80     
206     21.25         32.65         50000       10.80     
207     27.26         30.19         50000       10.80     
208     25.50         39.94         50000       10.80     
209     56.90         28.70         50000       73.36     
210     56.16         29.06         50000       73.36     
211     55.22         39.82         50000       73.36     
212     30.82         29.88         50000       9.96      
213     28.53         28.60         50000       9.96      
214     26.53         45.37         50000       9.96      
215     20.31         34.90         50000       10.93     
216     23.53         30.24         50000       10.93     
217     29.64         37.97         50000       10.93     
218     27.98         39.97         50000       10.93     
219     51.27         18.47         50000       51.42     
220     47.15         29.46         50000       51.42     
221     40.35         34.59         50000       51.42     
222     18.49         40.66         50000       9.70      
223     27.10         31.90         50000       9.70      
224     30.97         30.53         50000       9.70      
225     40.96         27.88         50000       32.18     
226     30.96         45.35         50000       32.18     
227     35.76         26.77         50000       32.18     
228     36.44         37.55         50000       32.18     
229     31.77         47.78         50000       24.08     
230     25.45         113.55        50000       24.08     
231     35.04         29.16         50000       24.08     
232     28.73         37.13         50000       11.07     
233     21.63         41.30         50000       11.07     
234     17.84         38.91         50000       11.07     
235     27.45         33.51         50000       11.07     
236     37.76         34.70         50000       32.84     
237     32.16         40.90         50000       32.84     
238     36.59         41.51         50000       32.84     
239     24.55         40.81         50000       9.48      
240     28.99         33.31         50000       9.48      
241     28.07         120.78        50000       9.48      
242     29.08         22.90         50000       9.68      
243     31.58         31.28         50000       9.68      
244     26.85         39.21         50000       9.68      
245     26.10         35.43         50000       9.68      
246     43.00         44.04         50000       52.08     
247     38.59         38.68         50000       52.08     
248     34.21         44.84         50000       52.08     
249     27.64         119.99        50000       9.59      
250     24.23         110.77        50000       9.59      
251     28.89         101.93        50000       9.59      
252     25.53         35.75         50000       9.79      
253     24.35         33.55         50000       9.79      
254     24.76         35.74         50000       9.79      
255     24.48         38.00         50000       9.79      
256     27.11         31.89         50000       14.97     
257     25.79         36.25         50000       14.97     
258     23.92         36.18         50000       14.97     
259     24.06         31.85         50000       9.99      
260     24.23         44.16         50000       9.99      
261     25.73         20.54         50000       9.99      
262     59.09         47.58         50000       74.24     
263     59.81         30.27         50000       74.24     
264     58.27         34.93         50000       74.24     
265     51.85         34.48         50000       74.24     
266     30.00         30.86         50000       10.79     
267     23.75         29.36         50000       10.79     
268     23.45         34.93         50000       10.79     
269     32.42         34.92         50000       9.68      
270     34.83         25.22         50000       9.68      
271     29.67         36.05         50000       9.68      
272     14.16         53.16         50000       9.68      
273     39.86         35.75         50000       43.97     
274     40.90         30.70         50000       43.97     
275     47.56         24.50         50000       43.97     
276     28.58         43.71         50000       24.19     
277     37.41         39.72         50000       24.19     
278     31.21         33.83         50000       24.19     
279     26.29         34.52         50000       9.92      
280     28.14         28.45         50000       9.92      
281     28.98         30.80         50000       9.92      
282     21.16         44.03         50000       9.92      
283     33.44         54.10         50000       34.98     
284     39.18         130.35        50000       34.98     
285     42.95         22.32         50000       34.98     
286     32.11         26.76         50000       10.36     
287     31.60         38.73         50000       10.36     
288     30.89         37.17         50000       10.36     
289     25.99         27.03         50000       9.89      
290     25.81         37.29         50000       9.89      
291     20.38         40.63         50000       9.89      
292     19.38         34.22         50000       9.89      
293     47.77         39.44         50000       48.58     
294     42.52         110.03        50000       48.58     
295     44.82         31.97         50000       48.58     
296     26.10         38.79         50000       9.17      
297     27.28         33.84         50000       9.17      
298     25.55         38.98         50000       9.17      
299     29.11         42.93         50000       9.93      
300     19.34         41.76         50000       9.93      
