index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       16.65         10.31         5000        13.62     
2       21.41         9.73          5000        13.62     
3       15.42         10.55         5000        13.62     
4       16.79         4.62          5000        13.62     
5       10.87         11.09         5000        10.37     
6       16.15         1.10          5000        10.37     
7       15.88         10.87         5000        10.37     
8       15.71         10.95         5000        9.94      
9       15.63         10.59         5000        9.94      
10      19.27         10.61         5000        9.94      
11      29.33         10.27         5000        13.38     
12      17.72         10.50         5000        13.38     
13      14.80         6.10          5000        13.38     
14      19.78         5.63          5000        13.38     
15      18.23         6.00          5000        9.76      
16      17.65         6.08          5000        9.76      
17      17.22         6.04          5000        9.76      
18      16.21         10.70         5000        10.96     
19      10.34         10.59         5000        10.96     
20      10.11         20.56         5000        10.96     
21      19.29         5.49          5000        10.46     
22      15.43         5.64          5000        10.46     
23      20.17         0.07          5000        10.46     
24      15.93         5.37          5000        10.46     
25      13.49         5.00          5000        13.82     
26      15.08         5.98          5000        13.82     
27      21.30         6.23          5000        13.82     
28      14.23         5.93          5000        11.58     
29      14.30         9.88          5000        11.58     
30      17.98         10.63         5000        11.58     
31      15.11         10.08         5000        10.52     
32      13.30         6.15          5000        10.52     
33      23.48         5.35          5000        10.52     
34      18.24         9.98          5000        10.52     
35      16.51         5.49          5000        13.43     
36      21.17         5.22          5000        13.43     
37      16.68         5.32          5000        13.43     
38      18.12         5.86          5000        10.10     
39      17.66         6.02          5000        10.10     
40      17.91         10.46         5000        10.10     
41      21.94         6.07          5000        10.61     
42      20.62         6.23          5000        10.61     
43      30.06         6.51          5000        10.61     
44      16.34         4.13          5000        10.61     
45      10.20         9.88          5000        22.65     
46      12.89         10.51         5000        22.65     
47      12.49         10.98         5000        22.65     
48      17.64         5.99          5000        10.71     
49      12.16         5.96          5000        10.71     
50      16.25         0.60          5000        10.71     
51      21.52         10.72         5000        10.50     
52      15.91         6.26          5000        10.50     
53      18.01         6.13          5000        10.50     
54      22.88         5.52          5000        10.50     
55      19.32         5.57          5000        10.41     
56      13.83         10.12         5000        10.41     
57      17.81         5.41          5000        10.41     
58      18.16         5.50          5000        11.60     
59      12.29         5.19          5000        11.60     
60      16.67         5.95          5000        11.60     
61      16.97         5.31          5000        10.87     
62      21.20         5.43          5000        10.87     
63      18.33         10.64         5000        10.87     
64      15.71         10.65         5000        10.87     
65      15.25         5.51          5000        12.80     
66      14.28         5.52          5000        12.80     
67      20.58         0.52          5000        12.80     
68      21.94         0.54          5000        12.51     
69      18.40         6.17          5000        12.51     
70      16.56         5.45          5000        12.51     
71      26.42         14.06         5000        13.99     
72      16.84         5.59          5000        13.99     
73      21.08         6.11          5000        13.99     
74      21.63         0.62          5000        13.99     
75      51.65         0.08          5000        10.20     
76      11.84         20.39         5000        10.20     
77      16.51         5.32          5000        10.20     
78      18.50         5.75          5000        9.49      
79      17.63         0.39          5000        9.49      
80      17.78         6.16          5000        9.49      
81      16.27         0.63          5000        10.28     
82      15.73         6.05          5000        10.28     
83      20.59         5.76          5000        10.28     
84      17.15         5.47          5000        10.28     
85      18.19         0.51          5000        15.35     
86      17.21         6.07          5000        15.35     
87      18.11         6.10          5000        15.35     
88      16.65         6.03          5000        10.94     
89      16.13         0.54          5000        10.94     
90      20.56         0.41          5000        10.94     
91      24.02         11.81         5000        13.83     
92      18.25         6.06          5000        13.83     
93      20.24         5.50          5000        13.83     
94      18.01         5.38          5000        13.83     
95      14.60         9.84          5000        13.17     
96      13.68         6.06          5000        13.17     
97      13.51         10.71         5000        13.17     
98      20.22         10.50         5000        8.93      
99      15.42         10.71         5000        8.93      
100     16.09         9.96          5000        8.93      
101     20.89         5.63          5000        9.75      
102     17.43         11.15         5000        9.75      
103     15.91         10.07         5000        9.75      
104     16.85         10.09         5000        9.75      
105     20.54         6.11          5000        10.38     
106     12.66         10.33         5000        10.38     
107     31.08         13.07         5000        10.38     
108     18.07         5.77          5000        13.97     
109     17.02         11.11         5000        13.97     
110     23.32         0.39          5000        13.97     
111     21.66         0.36          5000        10.90     
112     15.88         10.93         5000        10.90     
113     18.83         10.12         5000        10.90     
114     17.14         5.90          5000        10.90     
115     15.81         10.11         5000        11.97     
116     13.78         5.54          5000        11.97     
117     22.08         11.85         5000        11.97     
118     21.28         5.58          5000        10.16     
119     17.52         0.48          5000        10.16     
120     22.08         0.47          5000        10.16     
121     16.75         5.38          5000        9.41      
122     17.55         11.00         5000        9.41      
123     17.26         7.13          5000        9.41      
124     17.21         10.65         5000        9.41      
125     19.76         0.47          5000        13.01     
126     17.92         5.43          5000        13.01     
127     20.52         13.07         5000        13.01     
128     17.01         10.08         5000        9.94      
129     21.48         0.37          5000        9.94      
130     25.66         12.07         5000        9.94      
131     20.68         6.17          5000        10.51     
132     33.01         21.99         5000        10.51     
133     16.15         5.49          5000        10.51     
134     20.30         5.36          5000        10.51     
135     19.94         5.63          5000        10.44     
136     14.23         5.93          5000        10.44     
137     19.07         0.57          5000        10.44     
138     17.70         6.04          5000        10.65     
139     13.71         6.09          5000        10.65     
140     23.12         13.16         5000        10.65     
141     16.78         0.96          5000        9.80      
142     15.98         6.25          5000        9.80      
143     18.81         5.76          5000        9.80      
144     17.49         6.09          5000        9.80      
145     14.36         10.35         5000        13.58     
146     15.19         10.19         5000        13.58     
147     10.71         10.07         5000        13.58     
148     19.29         0.65          5000        9.52      
149     24.28         13.29         5000        9.52      
150     23.58         12.01         5000        9.52      
151     18.98         10.06         5000        10.52     
152     18.20         10.48         5000        10.52     
153     15.14         10.51         5000        10.52     
154     18.44         10.91         5000        10.52     
155     22.94         6.05          5000        10.17     
156     19.97         6.11          5000        10.17     
157     17.10         5.77          5000        10.17     
158     21.52         10.56         5000        10.45     
159     23.15         0.41          5000        10.45     
160     22.27         14.09         5000        10.45     
161     22.50         6.04          5000        9.72      
162     16.80         6.03          5000        9.72      
163     22.16         0.05          5000        9.72      
164     14.76         6.21          5000        9.72      
165     20.32         0.34          5000        10.14     
166     19.19         6.04          5000        10.14     
167     19.00         10.71         5000        10.14     
168     21.06         5.87          5000        11.75     
169     23.61         0.29          5000        11.75     
170     18.68         7.15          5000        11.75     
171     18.24         10.53         5000        9.85      
172     18.48         10.55         5000        9.85      
173     21.56         10.32         5000        9.85      
174     15.75         5.98          5000        9.85      
175     15.95         5.91          5000        11.47     
176     19.10         10.48         5000        11.47     
177     20.55         0.43          5000        11.47     
178     20.96         0.54          5000        10.47     
179     20.58         5.62          5000        10.47     
180     16.23         0.50          5000        10.47     
181     20.06         10.53         5000        10.18     
182     15.47         14.36         5000        10.18     
183     23.81         12.13         5000        10.18     
184     16.89         0.75          5000        10.18     
185     11.39         5.54          5000        10.41     
186     16.48         6.19          5000        10.41     
187     16.67         5.58          5000        10.41     
188     12.71         5.58          5000        19.65     
189     15.21         5.51          5000        19.65     
190     14.52         10.40         5000        19.65     
191     21.65         10.55         5000        12.69     
192     22.08         10.47         5000        12.69     
193     27.52         5.94          5000        12.69     
194     17.46         0.71          5000        12.69     
195     15.58         6.08          5000        10.65     
196     19.97         11.17         5000        10.65     
197     13.71         10.09         5000        10.65     
198     18.38         10.08         5000        10.27     
199     27.50         0.07          5000        10.27     
200     16.76         10.56         5000        10.27     
201     18.55         10.64         5000        11.26     
202     24.65         5.14          5000        11.26     
203     23.01         13.09         5000        11.26     
204     19.32         5.38          5000        11.26     
205     11.55         10.62         5000        15.34     
206     15.49         5.58          5000        15.34     
207     17.41         10.34         5000        15.34     
208     23.72         10.72         5000        9.81      
209     18.44         10.43         5000        9.81      
210     18.01         10.78         5000        9.81      
211     17.46         10.41         5000        10.08     
212     22.04         1.00          5000        10.08     
213     17.02         10.18         5000        10.08     
214     22.22         6.17          5000        10.08     
215     16.05         5.58          5000        10.93     
216     25.05         0.17          5000        10.93     
217     17.44         10.73         5000        10.93     
218     16.43         11.03         5000        10.28     
219     21.73         10.58         5000        10.28     
220     20.64         10.43         5000        10.28     
221     20.53         0.57          5000        10.82     
222     16.84         15.60         5000        10.82     
223     21.86         24.58         5000        10.82     
224     17.34         11.60         5000        10.82     
225     9.95          10.53         5000        14.57     
226     18.98         0.07          5000        14.57     
227     19.97         0.72          5000        14.57     
228     15.10         10.55         5000        11.16     
229     28.07         0.51          5000        11.16     
230     17.87         6.56          5000        11.16     
231     10.09         15.55         5000        10.22     
232     19.58         5.71          5000        10.22     
233     19.07         0.63          5000        10.22     
234     18.07         6.32          5000        10.22     
235     18.96         6.46          5000        12.40     
236     19.25         0.51          5000        12.40     
237     17.18         0.62          5000        12.40     
238     26.03         0.42          5000        10.40     
239     22.46         9.95          5000        10.40     
240     17.20         10.36         5000        10.40     
241     16.85         5.64          5000        10.78     
242     16.56         5.55          5000        10.78     
243     15.61         5.39          5000        10.78     
244     18.82         5.61          5000        10.78     
245     11.39         10.14         5000        13.45     
246     21.87         11.89         5000        13.45     
247     17.23         10.21         5000        13.45     
248     23.64         0.16          5000        10.75     
249     18.44         5.61          5000        10.75     
250     18.03         5.74          5000        10.75     
251     17.64         6.03          5000        11.06     
252     21.54         10.96         5000        11.06     
253     17.85         6.06          5000        11.06     
254     18.02         0.53          5000        11.06     
255     23.52         0.08          5000        11.37     
256     21.62         18.18         5000        11.37     
257     16.16         10.37         5000        11.37     
258     17.62         10.22         5000        9.98      
259     19.67         10.42         5000        9.98      
260     19.53         5.77          5000        9.98      
261     18.51         10.07         5000        10.73     
262     17.01         6.03          5000        10.73     
263     18.50         1.12          5000        10.73     
264     18.33         5.47          5000        10.73     
265     18.39         5.50          5000        12.57     
266     19.06         5.49          5000        12.57     
267     20.80         5.42          5000        12.57     
268     18.85         0.52          5000        9.93      
269     18.83         5.61          5000        9.93      
270     12.96         6.13          5000        9.93      
271     20.07         10.52         5000        12.22     
272     23.77         0.61          5000        12.22     
273     13.94         10.22         5000        12.22     
274     19.85         10.81         5000        12.22     
275     20.26         12.21         5000        14.02     
276     14.52         10.65         5000        14.02     
277     16.80         5.58          5000        14.02     
278     16.99         10.68         5000        9.87      
279     27.00         13.17         5000        9.87      
280     16.80         10.53         5000        9.87      
281     19.77         5.99          5000        11.38     
282     17.78         5.60          5000        11.38     
283     17.39         10.55         5000        11.38     
284     14.84         6.06          5000        11.38     
285     15.53         10.02         5000        11.76     
286     25.11         0.22          5000        11.76     
287     14.93         5.36          5000        11.76     
288     18.58         10.07         5000        10.04     
289     15.39         10.77         5000        10.04     
290     19.98         10.59         5000        10.04     
291     14.50         10.73         5000        16.84     
292     23.13         9.72          5000        16.84     
293     18.49         10.19         5000        16.84     
294     19.97         10.77         5000        16.84     
295     16.59         10.75         5000        10.21     
296     27.42         0.08          5000        10.21     
297     16.58         10.58         5000        10.21     
298     18.52         12.16         5000        10.66     
299     15.62         10.46         5000        10.66     
300     15.19         11.08         5000        10.66     
