index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       46.29         121.22        100000      38.80     
2       33.17         126.48        100000      21.94     
3       33.48         73.21         100000      21.94     
4       36.53         47.27         100000      21.94     
5       34.22         72.29         100000      9.39      
6       29.16         70.96         100000      9.39      
7       27.37         57.94         100000      9.39      
8       22.66         58.61         100000      28.29     
9       17.14         69.16         100000      28.29     
10      18.99         62.36         100000      28.29     
11      18.11         67.51         100000      28.29     
12      28.34         47.18         100000      9.42      
13      28.83         54.16         100000      9.42      
14      33.38         45.05         100000      9.42      
15      31.49         49.41         100000      17.80     
16      30.19         42.03         100000      17.80     
17      34.75         44.62         100000      17.80     
18      31.21         65.12         100000      10.49     
19      34.12         60.24         100000      10.49     
20      33.37         47.88         100000      10.49     
21      26.99         52.24         100000      10.49     
22      17.92         44.02         100000      24.34     
23      16.89         56.68         100000      24.34     
24      21.33         55.88         100000      24.34     
25      27.66         45.66         100000      9.71      
26      25.49         76.91         100000      9.71      
27      28.90         60.21         100000      9.71      
28      35.06         55.08         100000      9.63      
29      29.44         49.36         100000      9.63      
30      37.51         68.46         100000      9.63      
31      24.05         57.49         100000      9.63      
32      25.34         43.22         100000      10.04     
33      24.81         50.34         100000      10.04     
34      29.13         58.55         100000      10.04     
35      21.29         58.22         100000      9.49      
36      28.00         38.14         100000      9.49      
37      26.17         60.93         100000      9.49      
38      27.37         42.30         100000      11.34     
39      18.99         45.91         100000      11.34     
40      30.33         57.98         100000      11.34     
41      25.46         40.84         100000      11.34     
42      25.26         56.42         100000      9.79      
43      18.71         47.69         100000      9.79      
44      27.52         58.25         100000      9.79      
45      22.04         55.89         100000      9.25      
46      19.28         59.96         100000      9.25      
47      17.69         45.12         100000      9.25      
48      17.23         59.11         100000      9.25      
49      44.53         90.78         100000      53.00     
50      34.69         50.34         100000      53.00     
51      38.77         46.61         100000      53.00     
52      22.69         53.72         100000      23.56     
53      27.31         63.59         100000      23.56     
54      25.95         71.68         100000      23.56     
55      19.70         64.22         100000      9.68      
56      24.76         56.35         100000      9.68      
57      23.94         119.70        100000      9.68      
58      18.58         54.42         100000      9.68      
59      23.03         43.79         100000      9.53      
60      35.07         49.20         100000      9.53      
61      29.40         55.32         100000      9.53      
62      23.55         67.18         100000      10.48     
63      28.08         48.61         100000      10.48     
64      17.49         52.96         100000      10.48     
65      16.52         45.21         100000      10.73     
66      21.38         118.47        100000      10.73     
67      20.16         41.17         100000      10.73     
68      21.08         45.08         100000      10.73     
69      58.89         156.54        100000      78.47     
70      59.53         34.89         100000      78.47     
71      52.47         54.39         100000      78.47     
72      23.30         45.50         100000      9.66      
73      22.85         47.77         100000      9.66      
74      20.01         62.43         100000      9.66      
75      24.87         43.72         100000      9.64      
76      20.97         52.95         100000      9.64      
77      19.88         66.90         100000      9.64      
78      24.87         42.10         100000      9.64      
79      29.37         38.23         100000      13.33     
80      23.93         52.49         100000      13.33     
81      26.21         64.00         100000      13.33     
82      26.02         48.46         100000      14.61     
83      20.75         40.91         100000      14.61     
84      19.74         36.33         100000      14.61     
85      35.76         54.82         100000      9.83      
86      24.42         50.65         100000      9.83      
87      28.54         43.80         100000      9.83      
88      31.79         49.46         100000      9.83      
89      28.39         48.18         100000      10.18     
90      25.38         51.62         100000      10.18     
91      30.15         43.69         100000      10.18     
92      29.72         60.00         100000      14.54     
93      32.60         42.33         100000      14.54     
94      29.46         39.48         100000      14.54     
95      24.62         54.82         100000      10.24     
96      29.98         35.47         100000      10.24     
97      24.93         46.02         100000      10.24     
98      28.43         43.53         100000      10.24     
99      73.92         60.02         100000      113.14    
100     77.91         47.03         100000      113.14    
101     71.70         51.98         100000      113.14    
102     24.28         61.58         100000      9.22      
103     19.18         46.00         100000      9.22      
104     22.76         47.75         100000      9.22      
105     21.06         55.19         100000      9.22      
106     19.15         77.04         100000      10.62     
107     19.96         55.05         100000      10.62     
108     16.46         67.88         100000      10.62     
109     31.24         54.27         100000      17.31     
110     36.65         63.59         100000      17.31     
111     29.70         53.71         100000      17.31     
112     25.68         48.12         100000      9.85      
113     24.76         53.02         100000      9.85      
114     23.86         53.05         100000      9.85      
115     27.39         53.35         100000      10.07     
116     19.76         51.62         100000      10.07     
117     26.43         42.52         100000      10.07     
118     29.57         39.74         100000      10.07     
119     22.97         46.89         100000      13.21     
120     32.65         33.57         100000      13.21     
121     27.22         138.72        100000      13.21     
122     30.80         52.35         100000      9.71      
123     28.39         52.23         100000      9.71      
124     16.76         58.47         100000      9.71      
125     21.40         47.68         100000      9.71      
126     72.31         119.91        100000      103.33    
127     66.68         61.10         100000      103.33    
128     75.47         45.50         100000      103.33    
129     17.00         69.30         100000      9.61      
130     31.44         45.89         100000      9.61      
131     20.83         49.82         100000      9.61      
132     36.04         57.23         100000      34.26     
133     41.98         43.53         100000      34.26     
134     28.43         73.43         100000      34.26     
135     42.94         58.24         100000      34.26     
136     25.55         50.14         100000      9.42      
137     29.73         57.24         100000      9.42      
138     19.19         56.25         100000      9.42      
139     19.88         51.86         100000      9.85      
140     28.27         58.62         100000      9.85      
141     30.13         58.19         100000      9.85      
142     28.12         50.38         100000      12.16     
143     26.46         43.01         100000      12.16     
144     20.74         51.72         100000      12.16     
145     29.87         62.43         100000      12.16     
146     43.94         67.55         100000      63.95     
147     55.78         33.61         100000      63.95     
148     47.85         59.97         100000      63.95     
149     24.92         55.69         100000      11.11     
150     23.75         63.86         100000      11.11     
151     23.67         48.44         100000      11.11     
152     28.30         57.54         100000      11.11     
153     34.09         57.56         100000      31.45     
154     35.43         48.18         100000      31.45     
155     37.48         124.02        100000      31.45     
156     26.78         50.56         100000      9.79      
157     34.37         70.03         100000      9.79      
158     17.74         58.80         100000      9.79      
159     19.98         51.15         100000      9.30      
160     19.74         62.09         100000      9.30      
161     34.54         53.60         100000      9.30      
162     27.69         61.98         100000      9.30      
163     49.74         74.74         100000      51.32     
164     48.33         49.76         100000      51.32     
165     47.64         55.25         100000      51.32     
166     26.34         44.45         100000      9.76      
167     25.46         65.05         100000      9.76      
168     29.34         51.28         100000      9.76      
169     27.26         48.31         100000      10.57     
170     21.42         52.04         100000      10.57     
171     25.24         52.06         100000      10.57     
172     19.50         52.98         100000      10.57     
173     43.63         56.24         100000      51.77     
174     39.38         56.60         100000      51.77     
175     48.36         59.09         100000      51.77     
176     27.45         44.99         100000      9.75      
177     30.35         50.18         100000      9.75      
178     21.90         59.53         100000      9.75      
179     41.99         60.69         100000      34.19     
180     42.92         57.95         100000      34.19     
181     29.98         136.43        100000      34.19     
182     29.42         53.37         100000      34.19     
183     29.48         50.72         100000      9.59      
184     25.62         39.13         100000      9.59      
185     16.60         67.18         100000      9.59      
186     29.12         37.66         100000      12.27     
187     25.76         47.24         100000      12.27     
188     19.66         70.00         100000      12.27     
189     29.43         68.45         100000      9.80      
190     26.46         58.38         100000      9.80      
191     32.72         80.35         100000      9.80      
192     24.25         48.52         100000      9.80      
193     50.97         61.50         100000      61.49     
194     51.85         64.06         100000      61.49     
195     51.08         56.13         100000      61.49     
196     24.55         71.41         100000      9.22      
197     27.82         67.76         100000      9.22      
198     28.98         50.10         100000      9.22      
199     28.51         52.92         100000      9.22      
200     33.18         69.50         100000      35.19     
201     38.02         53.52         100000      35.19     
202     39.66         58.64         100000      35.19     
203     28.86         55.79         100000      9.76      
204     28.80         58.05         100000      9.76      
205     27.75         55.12         100000      9.76      
206     27.44         71.72         100000      12.13     
207     25.63         62.82         100000      12.13     
208     23.25         138.20        100000      12.13     
209     28.70         55.23         100000      9.74      
210     23.69         64.34         100000      9.74      
211     27.58         79.22         100000      9.74      
212     31.40         57.92         100000      9.74      
213     20.85         53.67         100000      10.98     
214     24.60         54.45         100000      10.98     
215     19.94         116.47        100000      10.98     
216     23.97         44.50         100000      9.94      
217     26.13         51.75         100000      9.94      
218     26.43         53.71         100000      9.94      
219     39.12         68.01         100000      10.03     
220     27.33         44.39         100000      10.03     
221     26.09         54.35         100000      10.03     
222     30.72         49.68         100000      10.03     
223     27.69         132.66        100000      15.68     
224     28.30         51.24         100000      15.68     
225     31.77         47.28         100000      15.68     
226     26.78         50.76         100000      9.47      
227     28.05         37.04         100000      9.47      
228     25.74         53.52         100000      9.47      
229     24.93         51.80         100000      9.64      
230     24.24         78.13         100000      9.64      
231     25.99         62.39         100000      9.64      
232     29.91         52.69         100000      9.64      
233     19.86         51.20         100000      9.91      
234     25.89         53.06         100000      9.91      
235     26.19         54.01         100000      9.91      
236     49.54         47.46         100000      53.57     
237     49.87         51.66         100000      53.57     
238     47.66         45.93         100000      53.57     
239     25.15         65.27         100000      10.07     
240     26.58         52.76         100000      10.07     
241     27.42         38.87         100000      10.07     
242     30.76         36.80         100000      10.07     
243     29.25         47.11         100000      9.43      
244     23.68         38.57         100000      9.43      
245     18.60         67.12         100000      9.43      
246     27.07         50.59         100000      9.58      
247     26.27         59.68         100000      9.58      
248     30.66         53.83         100000      9.58      
249     28.24         41.36         100000      10.32     
250     29.84         52.18         100000      10.32     
251     26.74         53.70         100000      10.32     
252     17.07         46.45         100000      10.32     
253     26.63         44.04         100000      9.96      
254     30.59         111.57        100000      9.96      
255     24.85         64.48         100000      9.96      
256     18.78         53.61         100000      9.77      
257     28.55         50.75         100000      9.77      
258     24.13         42.39         100000      9.77      
259     25.23         61.11         100000      12.08     
260     30.52         63.31         100000      12.08     
261     26.73         66.22         100000      12.08     
262     21.25         127.68        100000      12.08     
263     35.20         43.98         100000      26.21     
264     34.52         59.90         100000      26.21     
265     33.63         64.61         100000      26.21     
266     29.54         48.55         100000      9.64      
267     22.88         67.36         100000      9.64      
268     18.52         54.39         100000      9.64      
269     27.55         121.54        100000      9.81      
270     28.39         58.09         100000      9.81      
271     25.53         41.33         100000      9.81      
272     24.08         50.36         100000      9.81      
273     35.69         114.31        100000      24.25     
274     28.90         44.91         100000      24.25     
275     25.60         59.26         100000      24.25     
276     24.90         48.82         100000      9.74      
277     22.54         55.05         100000      9.74      
278     21.73         56.32         100000      9.74      
279     25.25         56.18         100000      10.72     
280     16.20         90.52         100000      10.72     
281     25.72         114.04        100000      10.72     
282     27.31         33.29         100000      10.72     
283     19.81         62.51         100000      10.03     
284     18.32         60.29         100000      10.03     
285     27.86         52.71         100000      10.03     
286     27.20         118.48        100000      9.79      
287     21.36         53.42         100000      9.79      
288     31.02         65.42         100000      9.79      
289     26.07         52.89         100000      9.79      
290     60.89         39.06         100000      72.84     
291     62.33         46.28         100000      72.84     
292     57.20         73.78         100000      72.84     
293     24.68         49.46         100000      9.48      
294     27.73         59.80         100000      9.48      
295     27.31         64.79         100000      9.48      
296     28.42         41.28         100000      9.83      
297     26.11         49.15         100000      9.83      
298     26.30         55.52         100000      9.83      
299     29.11         45.50         100000      9.77      
300     23.16         188.54        100000      9.77      
