index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       44.09         38.46         20000       51.21     
2       31.95         40.68         20000       22.09     
3       25.14         43.47         20000       22.09     
4       24.61         14.94         20000       22.09     
5       25.48         15.52         20000       11.52     
6       28.78         38.85         20000       11.52     
7       30.74         26.41         20000       11.52     
8       16.28         24.51         20000       9.78      
9       24.95         19.99         20000       9.78      
10      28.54         35.61         20000       9.78      
11      23.35         26.93         20000       9.78      
12      29.57         14.58         20000       9.58      
13      33.85         23.57         20000       9.58      
14      33.89         23.75         20000       9.58      
15      28.49         20.64         20000       10.38     
16      25.83         21.50         20000       10.38     
17      20.60         16.00         20000       10.38     
18      16.06         14.95         20000       10.38     
19      46.83         24.58         20000       73.82     
20      53.44         30.39         20000       73.82     
21      59.24         22.45         20000       73.82     
22      29.52         26.69         20000       9.79      
23      28.62         28.77         20000       9.79      
24      29.40         23.44         20000       9.79      
25      21.23         15.15         20000       10.38     
26      20.90         21.42         20000       10.38     
27      19.87         15.81         20000       10.38     
28      22.45         15.78         20000       10.38     
29      47.14         14.88         20000       49.16     
30      46.48         34.50         20000       49.16     
31      43.29         39.73         20000       49.16     
32      18.42         20.28         20000       9.88      
33      33.01         29.70         20000       9.88      
34      28.27         52.83         20000       9.88      
35      29.21         16.41         20000       33.91     
36      38.69         15.85         20000       33.91     
37      39.95         42.40         20000       33.91     
38      37.36         39.09         20000       33.91     
39      27.34         28.50         20000       23.85     
40      32.30         16.04         20000       23.85     
41      31.94         51.61         20000       23.85     
42      25.65         26.60         20000       11.86     
43      24.50         16.36         20000       11.86     
44      26.45         43.19         20000       11.86     
45      30.86         32.29         20000       10.16     
46      19.01         15.71         20000       10.16     
47      30.82         36.01         20000       10.16     
48      31.17         29.02         20000       10.16     
49      28.29         34.55         20000       9.89      
50      30.57         41.96         20000       9.89      
51      29.79         26.30         20000       9.89      
52      24.89         11.54         20000       9.60      
53      27.75         28.68         20000       9.60      
54      27.31         40.65         20000       9.60      
55      73.76         35.03         20000       73.91     
56      51.15         50.91         20000       73.91     
57      60.03         12.27         20000       73.91     
58      56.92         26.53         20000       73.91     
59      26.22         15.62         20000       9.76      
60      32.10         24.55         20000       9.76      
61      29.51         32.12         20000       9.76      
62      19.87         20.39         20000       10.61     
63      30.22         50.14         20000       10.61     
64      35.38         381.59        20000       10.61     
65      112.52        111.54        20000       9.37      
66      19.67         131.79        20000       9.37      
67      323.87        0.56          20000       9.89      
68      24.23         20.30         20000       9.89      
69      18.98         19.76         20000       9.89      
70      18.21         252.86        20000       9.89      
71      89.38         100.17        20000       73.69     
72      59.33         174.18        20000       73.69     
73      70.11         218.05        20000       73.69     
74      57.63         108.60        20000       73.69     
75      51.25         179.16        20000       9.80      
76      29.25         60.03         20000       9.80      
77      29.41         227.78        20000       9.80      
78      25.91         242.48        20000       9.33      
79      44.00         164.06        20000       9.33      
80      30.72         301.88        20000       9.84      
81      37.03         36.71         20000       9.84      
82      26.60         16.60         20000       9.84      
83      34.17         6.66          20000       30.22     
84      45.57         77.34         20000       30.22     
85      19.57         23.64         20000       30.22     
86      30.87         50.00         20000       10.09     
87      32.15         74.58         20000       10.09     
88      19.79         36.12         20000       10.09     
89      28.41         25.87         20000       10.09     
90      60.15         36.39         20000       69.30     
91      58.15         16.71         20000       69.30     
92      63.60         37.92         20000       69.30     
93      37.15         27.20         20000       26.10     
94      35.88         47.65         20000       26.10     
95      42.54         36.92         20000       26.10     
96      25.33         15.24         20000       11.14     
97      25.28         15.96         20000       11.14     
98      19.84         21.55         20000       11.14     
99      26.31         37.98         20000       9.46      
100     28.17         112.98        20000       9.46      
101     24.08         35.82         20000       9.46      
102     28.19         26.67         20000       9.46      
103     28.49         15.10         20000       9.78      
104     22.62         20.52         20000       9.78      
105     30.45         27.69         20000       9.78      
106     20.50         13.36         20000       9.91      
107     26.81         27.10         20000       9.91      
108     24.84         37.68         20000       9.91      
109     29.67         31.98         20000       9.91      
110     55.76         35.38         20000       73.65     
111     60.41         23.54         20000       73.65     
112     59.41         12.79         20000       73.65     
113     20.34         22.24         20000       26.59     
114     18.81         30.63         20000       26.59     
115     18.46         42.21         20000       26.59     
116     24.71         20.38         20000       9.41      
117     24.24         37.84         20000       9.41      
118     31.54         23.33         20000       9.41      
119     27.69         36.61         20000       9.41      
120     37.43         33.29         20000       31.83     
121     37.04         27.44         20000       31.83     
122     37.62         15.28         20000       31.83     
123     25.95         58.91         20000       9.43      
124     25.45         30.84         20000       9.43      
125     28.80         33.22         20000       9.43      
