Frame     Decode Time (ms)    Transcode Time (ms) Encode Time (ms)    Total Time (ms)     
581       2.1555              4.4089              23.9300             30.5818             
593       2.5851              4.5973              11.7379             42.3399             
594       2.2522              4.9810              11.9780             54.3140             
595       2.8271              5.5109              13.8850             68.1853             
596       5.1126              5.0622              12.8406             81.0171             
597       11.7297             3.9914              9.2095              72.6014             
598       5.5765              6.7376              11.2480             47.5397             
599       10.3724             8.7610              10.5779             34.6434             
600       2.4126              2.7849              6.3807              11.6681             
601       1.1534              2.8099              4.4964              8.5438              
602       2.2409              2.8007              4.6787              9.8112              
603       1.5831              2.7870              4.7045              9.1672              
604       1.7096              2.8183              3.7848              8.3788              
605       1.6970              2.8103              4.2428              8.8257              
606       1.8413              2.8084              5.4975              10.2279             
607       1.8680              2.7958              4.8516              9.5918              
608       1.8686              2.8121              4.9906              9.7492              
609       1.7613              2.7869              6.0311              10.6595             
610       1.9181              2.8223              5.6420              10.4480             
611       1.7657              2.8059              4.8838              9.5299              
612       2.4082              2.7810              5.0396              10.3152             
613       1.8190              2.8021              4.9123              9.6200              
614       1.6473              2.8045              12.6781             17.1959             
615       2.1626              2.8035              5.8950              10.9365             
616       2.1808              2.8065              9.6689              14.7407             
617       1.7323              2.8143              6.9612              11.5955             
618       4.5807              5.0996              8.5620              21.5049             
619       7.3195              4.5280              12.9662             34.4039             
620       1.7929              2.8008              4.9204              9.5896              
621       2.1327              2.7973              4.9453              9.9484              
622       1.5068              4.7135              15.8777             23.6317             
624       4.0572              4.8834              12.9808             36.4965             
625       2.3797              3.3851              13.8941             50.3230             
626       0.9892              2.8141              9.6330              13.5202             
627       2.1626              3.7159              15.0456             21.0081             
629       2.2701              4.6775              8.8147              29.8287             
630       1.1790              2.8306              6.1582              10.2514             
631       2.8803              3.5192              6.2168              15.9853             
632       1.9063              2.8138              6.2930              11.0964             
634       1.7652              4.8104              9.5701              16.9250             
636       3.4272              4.1599              9.9248              26.8154             
637       2.4418              4.9760              8.2882              35.1394             
638       1.2036              2.8213              6.3075              10.4122             
639       2.1634              3.2224              21.1107             26.5788             
640       1.3019              4.6185              18.9590             45.5422             
643       2.2530              8.9122              15.8791             36.9667             
645       7.5821              5.0657              7.4170              44.3387             
646       1.6665              2.8134              6.6464              11.2122             
648       1.9114              5.7582              10.2517             17.9986             
649       2.7837              5.3843              16.0521             33.9933             
651       3.4819              10.0434             7.4867              41.4211             
652       2.9374              5.1552              17.8327             59.2290             
653       1.5292              3.6713              11.2553             16.5292             
655       2.5245              4.3677              10.8990             27.3522             
656       0.7103              2.8111              5.7023              9.3119              
657       3.8353              4.3712              8.2146              19.0323             
658       1.9330              2.8168              5.5992              10.4345             
660       1.1789              4.0375              9.5022              14.7888             
661       2.9108              4.8547              11.1444             25.8981             
662       0.3796              2.9440              7.4962              11.4035             
663       4.1704              4.9450              14.6917             25.1037             
665       3.5240              4.8745              9.2741              34.3453             
666       2.6644              11.0043             5.5875              39.9165             
667       1.3378              2.8135              6.3928              10.6231             
669       2.3420              2.8173              6.1077              11.3394             
670       4.3630              5.1533              9.0376              18.8032             
672       1.8650              2.8206              12.2755             17.0361             
673       7.3110              5.0486              7.9821              20.4662             
675       7.2616              3.6909              13.4403             25.4133             
677       1.6551              2.7860              7.8411              12.3660             
679       1.7669              3.3661              6.9491              12.2803             
681       1.9256              2.7999              5.4551              10.2525             
682       2.2048              3.8738              17.1102             24.9337             
684       2.2477              5.1710              16.5831             27.3231             
686       2.3756              2.8191              15.9831             21.2556             
687       1.0619              4.7393              11.7151             17.5898             
703       1.7775              5.0441              15.7382             22.6473             
704       1.9513              5.0441              9.9098              16.9850             
705       2.1821              5.0840              11.8740             19.2202             
706       3.8466              5.0917              12.1333             21.8349             
707       2.7822              5.0426              10.0833             18.0082             
708       2.1298              5.0540              12.0649             19.3725             
709       2.3513              5.0302              11.1373             18.6082             
710       2.6877              5.0536              4.8200              12.6397             
711       2.0391              5.0338              7.3281              14.4744             
712       1.9455              4.3022              19.9569             27.4635             
713       2.6585              4.4418              14.4929             41.9613             
714       3.5422              5.1630              8.9827              50.9174             
715       4.0130              4.6706              18.1204             68.9983             
716       15.2305             7.6930              9.3390              71.1149             
717       4.8853              7.8417              13.8654             29.5720             
718       1.5310              5.0499              29.5154             36.1839             
