Frame     Decode Time (ms)    Transcode Time (ms) Encode Time (ms)    Total Time (ms)     
1         10.1101             6.6723              21.9967             38.9418             
2         4.4081              5.4727              20.7253             30.7131             
3         5.2526              9.1558              15.6905             46.2971             
4         6.2286              13.3005             15.3334             61.5231             
5         12.0192             7.3357              14.3179             67.1465             
6         4.7333              4.6230              14.0764             23.4960             
7         2.7701              4.4702              15.4217             22.7389             
8         2.1769              5.8779              14.5977             22.7258             
9         2.4534              6.8714              22.3681             31.7702             
10        2.6233              7.6784              22.3852             54.0910             
11        2.4790              15.3294             16.5065             70.4634             
12        12.2902             7.5099              14.4013             72.1931             
13        3.9983              6.8485              12.2396             23.1590             
14        1.7271              6.8454              11.4222             21.8370             
15        1.9914              7.6094              21.4027             33.4122             
16        3.1114              10.1782             22.3429             53.8074             
17        6.8047              11.1271             12.6292             66.1159             
18        2.1827              7.5922              21.5561             31.3975             
19        3.7299              8.2251              14.3135             45.5374             
20        2.2717              4.6996              16.0987             23.1351             
21        1.9688              7.5995              21.1805             30.8229             
22        3.4806              7.5460              18.8745             49.4042             
23        3.0490              12.9947             11.3910             60.5842             
24        1.9301              7.6030              22.1778             31.7921             
25        3.4229              11.5466             27.6269             59.2293             
26        2.8505              10.6444             13.3204             72.3973             
27        3.6284              7.2012              14.3373             75.8884             
28        2.3312              6.3823              21.5135             31.3639             
29        2.4633              22.7329             26.0837             57.4802             
30        2.6942              8.6716              29.4263             86.7291             
31        4.4849              7.7579              15.6338             102.0980            
32        6.8158              6.4000              4.7214              95.8181             
33        2.1801              6.9282              16.1708             26.8752             
34        2.9972              9.7127              13.4136             40.1082             
35        3.2558              6.0900              18.5541             58.4566             
36        3.9137              6.7143              18.8183             77.0465             
37        5.1049              8.0930              17.7380             43.1849             
38        2.0727              4.3446              11.0969             17.5789             
39        2.4306              6.7494              25.1081             34.5876             
40        3.2529              9.1833              16.2828             50.5738             
41        2.5853              7.6326              16.5795             66.9909             
42        10.1923             9.9963              14.3636             70.4956             
43        2.4667              4.7757              16.7331             24.0483             
44        2.0654              6.1076              22.3461             33.3186             
45        3.1903              8.6650              16.7909             49.9781             
46        4.6698              12.8836             11.8355             51.8512             
47        2.1838              5.8685              20.9870             29.1091             
48        3.3425              7.3984              16.5012             45.3683             
49        2.3927              7.1096              28.6001             38.7238             
50        2.8592              18.8466             21.0439             59.3945             
51        2.7586              16.4815             19.3397             78.5871             
52        3.9176              7.5809              19.1283             97.5080             
53        10.9869             7.5859              15.0207             112.2794            
54        13.5562             7.6503              15.5249             118.9312            
55        1.9545              6.6797              29.0501             38.9384             
56        2.4690              7.3765              35.6237             74.5820             
57        2.7632              7.4271              23.5532             98.1364             
58        6.8080              13.0879             47.4779             144.7511            
59        8.1093              10.6311             30.2112             174.9050            
61        6.4448              19.8619             23.7003             198.4216            
62        7.3544              10.7639             27.2851             225.5649            
63        8.0825              14.4717             11.1137             236.5598            
64        10.0762             5.7125              11.1877             247.7312            
65        7.9005              12.9972             16.6161             264.3009            
66        5.0502              10.4712             11.3573             271.4951            
67        9.6187              9.1547              15.8464             246.4155            
68        7.8030              7.5271              15.9534             208.5251            
69        8.6852              9.6316              18.7015             197.7889            
70        3.7558              8.6294              13.9447             198.1915            
71        6.8281              9.0953              14.1585             191.1457            
72        9.3402              7.6694              13.3627             184.5200            
73        6.1771              7.4376              13.1143             165.0488            
74        5.0780              11.7787             12.4605             149.7096            
75        2.6585              14.5426             14.4325             131.1667            
76        3.1935              6.6212              8.7329              113.8579            
77        5.4537              7.6244              11.3417             117.3474            
78        3.4283              4.4700              29.5118             37.4934             
79        4.5690              6.7631              11.4787             23.3445             
80        1.9176              6.7873              10.1754             18.9433             
81        3.0503              7.3951              11.5073             22.0473             
82        2.9138              4.9772              10.7493             18.7100             
83        2.4467              4.4668              12.9872             19.9662             
84        2.2418              5.7051              15.0034             23.0220             
85        2.5157              4.6483              18.4953             25.7282             
86        1.9338              6.6560              10.5594             19.2120             
87        2.0749              4.3567              10.8474             17.3518             
88        2.2353              4.4193              14.5236             21.2483             
89        1.9212              4.4794              12.5814             19.0678             
90        1.6349              4.3902              15.6588             21.7637             
91        2.4435              4.9410              18.0915             25.5538             
92        2.4507              4.5631              15.5965             22.6758             
93        1.8791              4.5387              16.5329             23.0211             
94        1.5597              4.3275              10.4209             16.3661             
95        2.5466              4.5110              14.5793             21.7048             
96        2.0244              4.4596              13.9812             20.5585             
97        1.4624              4.4623              13.5290             19.5136             
98        1.7575              4.5630              17.2990             23.6845             
99        2.1477              4.4816              17.8960             24.6229             
100       2.4480              4.3368              19.2325             26.1005             
101       2.4064              4.5422              15.6171             22.6410             
102       1.8535              4.4200              16.5252             22.8622             
103       2.2504              4.3470              14.4506             21.1141             
104       2.5660              5.2789              14.4250             23.7944             
105       2.4571              5.1012              16.1479             23.7868             
106       1.8900              5.3135              13.3660             20.6366             
107       2.4892              4.4001              16.7811             23.7604             
108       1.7599              5.2576              13.2086             20.2991             
109       1.5357              4.6757              13.5864             19.8957             
110       1.8834              4.3216              13.5695             19.8361             
111       1.9329              4.4941              15.2406             21.7299             
