Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         25.6440             16.3780             42.0702             
2         17.2532             9.6132              52.4518             
3         16.4282             8.0753              67.2357             
4         16.5594             7.8887              83.5025             
5         17.1528             8.0674              100.7189            
6         16.3581             11.7862             120.7103            
7         5.8312              13.2120             133.8927            
8         7.1435              12.2905             146.1260            
9         7.5482              11.7676             157.8231            
10        6.5607              10.8799             165.4584            
11        6.4033              11.7888             153.9145            
12        6.7061              10.6692             155.5697            
13        5.3328              14.6858             168.2204            
14        6.3863              11.2121             157.5460            
15        5.8196              12.0543             143.4148            
16        13.9414             10.9064             154.2112            
17        7.5531              11.4221             145.9806            
18        6.9169              8.7403              145.7908            
19        15.7550             9.8357              139.5864            
20        7.2063              8.1327              125.4222            
21        7.8847              7.6718              115.0222            
22        15.4676             9.2231              117.7916            
23        6.9219              11.9209             104.5120            
24        7.2455              7.3247              102.3629            
25        16.1960             9.8508              91.9857             
26        6.0136              7.9925              83.3957             
27        7.4444              10.7359             78.7857             
28        7.7632              10.2240             64.1359             
29        8.2589              7.1417              61.3515             
30        8.8251              7.7785              50.9671             
31        7.7651              10.9347             45.6928             
32        7.6016              10.6768             44.6526             
33        7.8889              7.4433              24.9776             
34        8.4406              7.2324              22.4312             
35        6.7558              7.4023              14.1997             
36        6.7023              9.8822              16.6144             
37        6.2387              7.5509              24.0038             
38        6.3994              9.5721              15.9991             
39        6.5123              7.2668              18.4404             
40        6.5370              7.5072              14.0755             
41        8.2718              10.6346             18.9436             
42        7.5926              7.9266              26.7172             
43        6.6084              14.6096             21.2438             
44        6.6709              7.6904              28.8021             
45        7.7390              10.1430             25.3034             
46        9.1341              11.2327             20.3935             
47        8.4505              9.4806              17.9605             
48        7.5662              7.5487              15.1600             
49        6.1057              7.2817              13.4179             
50        6.2820              7.3734              13.7166             
51        8.2005              9.7064              17.9392             
52        6.8206              7.5588              16.7450             
53        6.6943              8.0580              14.7854             
54        6.5944              10.2370             16.8585             
55        6.8183              7.7363              16.7153             
56        6.7923              7.2538              14.0778             
57        6.3268              10.8895             17.2447             
58        7.8265              7.7585              22.9151             
59        6.1682              10.3658             16.5697             
60        7.2213              7.3504              23.7488             
61        10.0247             15.7798             25.8518             
62        7.8359              10.8364             30.8505             
63        7.9154              7.2353              29.9423             
64        7.7773              9.3438              27.4760             
65        8.0991              7.4270              15.5663             
66        6.7957              9.7495              16.5737             
67        6.9706              7.3512              15.9959             
68        6.7476              7.6768              14.4537             
69        6.5651              7.1862              13.7820             
70        6.4832              7.9739              14.4855             
71        6.3183              9.8809              16.2276             
72        7.8463              7.1791              15.0678             
73        6.7975              7.3175              14.1431             
74        6.2558              7.4701              13.7633             
75        7.2217              12.9420             20.1920             
76        7.1421              11.6369             28.7866             
77        7.9023              7.6793              22.3994             
78        7.8653              9.6592              24.3968             
79        7.5201              7.7636              15.3255             
80        6.7695              9.6409              16.4390             
81        6.7090              10.5689             26.8143             
82        6.8621              7.6595              16.6410             
83        6.0236              7.6975              13.7488             
84        6.4441              7.6949              14.1841             
85        7.9089              9.6010              17.5464             
86        6.5258              7.7321              19.2863             
87        6.2719              7.8908              14.2016             
88        6.6043              7.7577              14.3920             
89        6.2992              7.7996              14.1249             
90        7.1619              9.1075              16.3011             
91        6.3466              7.7843              14.1627             
92        6.5812              7.2947              13.9167             
93        6.4078              11.8741             18.3104             
94        8.1752              10.8913             19.1121             
95        6.9769              8.0819              15.3831             
96        6.0851              7.6270              13.7437             
97        6.9147              7.4198              14.3633             
98        7.3372              13.4050             20.7723             
99        7.2003              7.9933              23.9709             
100       8.5816              7.9894              21.9529             
101       7.3327              14.8726             22.2360             
102       7.6865              9.9290              26.7401             
103       7.9156              8.0268              25.4481             
104       6.2705              7.6547              29.9494             
105       7.1104              12.3468             19.5065             
106       6.3776              11.4447             24.3733             
107       7.5787              8.0429              25.7293             
108       7.6106              7.2519              26.9991             
109       8.5076              13.4296             21.9755             
110       6.3659              13.3529             29.5808             
111       7.8939              8.6737              38.0991             
112       6.6372              7.5456              40.8216             
113       7.9414              7.2916              33.4337             
114       6.9888              9.9784              16.9958             
115       6.1815              11.1946             25.5664             
116       7.8208              7.1673              15.0159             
117       6.1680              7.5318              14.7230             
118       6.5335              7.3660              13.9244             
119       6.4016              7.2871              13.7138             
120       5.9605              7.3921              13.4060             
121       6.7186              9.3438              16.0946             
122       6.5841              9.3262              18.3847             
123       6.1825              7.7554              17.4486             
124       6.8554              7.3910              14.2736             
125       6.4254              11.7428             18.1971             
126       5.9989              11.2381             29.3150             
127       8.0167              9.0901              38.2236             
128       7.2977              10.2521             22.1681             
129       7.0722              7.9358              15.0357             
130       6.6011              10.6606             17.2957             
131       9.4056              8.1473              17.5965             
132       6.4093              11.1049             17.5479             
133       7.9027              7.8715              20.4242             
134       6.9056              13.9556             20.8976             
135       6.8105              11.5573             31.5139             
136       8.4724              7.8727              36.6549             
137       8.2949              7.2626              26.6747             
138       6.8524              11.2608             18.1454             
139       7.5518              7.8540              22.1113             
140       6.5965              7.9300              14.5548             
141       6.3018              10.8407             17.1724             
142       7.7028              9.4452              26.4236             
143       6.1557              7.4829              13.6703             
144       6.3572              10.0708             16.4672             
145       6.6938              7.5516              21.5616             
146       5.7404              12.3127             18.0925             
147       7.5980              12.5433             30.4667             
148       7.1481              7.7211              33.5223             
149       7.5871              7.5246              21.9313             
150       6.7925              10.2778             17.1150             
151       6.5608              7.1667              17.3217             
152       5.4931              7.8096              13.3243             
153       7.0396              10.0652             17.1302             
154       6.5982              7.9805              18.1908             
155       6.0074              7.6855              13.7201             
156       5.4664              7.9955              13.5052             
157       7.9997              9.8519              17.8746             
158       6.1908              7.8536              17.9693             
159       5.9749              12.0591             18.0613             
160       7.1189              7.8231              17.0626             
161       5.9502              9.5845              15.5737             
162       6.2407              8.0012              18.6464             
163       6.6953              10.5772             17.3205             
164       7.0159              7.8645              17.1451             
165       5.5691              9.1934              14.7890             
166       6.5644              7.4338              14.3402             
167       6.1032              7.5298              13.6642             
168       6.7924              10.0905             16.9148             
169       6.6379              7.1869              19.2376             
170       6.4577              9.5348              16.0226             
171       6.1075              11.4550             24.6372             
172       7.4115              7.1794              15.6831             
173       6.5293              10.7284             17.2868             
174       6.5713              9.9276              24.2929             
175       6.0210              7.3843              16.7936             
176       6.4083              7.6829              14.1203             
177       5.8785              9.0240              14.9313             
178       5.9793              7.2936              15.4048             
179       6.4103              10.5646             17.0049             
180       6.4711              7.7781              21.0756             
181       7.5827              12.0222             19.6366             
182       7.0142              11.4531             30.9745             
183       7.6831              7.3999              24.0658             
184       7.0615              7.6767              24.2075             
185       6.7719              7.4974              14.2983             
186       7.4403              10.8606             18.3274             
187       7.9965              7.5318              22.0544             
188       8.4392              9.5707              18.0363             
189       8.6592              12.6322             21.3421             
190       6.9186              8.6121              20.0624             
191       8.4773              7.4583              24.5066             
192       8.2227              13.9003             22.1567             
193       8.0352              8.7791              26.1654             
194       8.3571              12.3829             31.5445             
195       6.8792              8.4463              19.9698             
196       7.2663              7.8310              21.2564             
