Frame        Inference_Time_ms    Objects_Detected
0                       172.84                  14
1                        29.74                  12
2                        28.31                  12
3                        28.20                  13
4                        28.15                  15
5                        25.23                  15
6                        21.14                  11
7                        21.16                  14
8                        21.13                  13
9                        21.10                  14
10                       21.15                  14
11                       21.10                  14
12                       21.12                  15
13                       21.15                  15
14                       21.09                  14
15                       15.32                  15
16                       15.02                  16
17                       15.03                  16
18                       15.57                  17
19                       15.47                  14
20                       15.41                  18
21                       15.43                  14
22                       15.62                  15
23                       15.91                  16
24                       15.71                  16
25                       15.53                  16
26                       15.43                  14
27                       14.73                  14
28                       14.56                  14
29                       14.27                  17
30                       14.15                  13
31                       13.98                  14
32                       15.00                  14
33                       14.14                  15
34                       14.04                  16
35                       14.02                  15
36                       14.04                  16
37                       14.02                  14
38                       14.40                  15
39                       14.51                  15
40                       14.15                  16
41                       14.25                  14
42                       14.06                  13
43                       14.04                  14
44                       14.11                  14
45                       14.79                  15
46                       14.05                  14
47                       14.26                  13
48                       14.16                  14
49                       14.09                  12
50                       14.19                  14
51                       14.10                  14
52                       14.00                  13
53                       14.06                  15
54                       14.01                  16
55                       14.02                  15
56                       13.94                  15
57                       13.99                  13
58                       14.14                  16
59                       14.53                  16
60                       14.14                  16
61                       14.04                  15
62                       14.06                  16
63                       14.25                  18
64                       14.08                  15
65                       14.01                  16
66                       14.27                  14
67                       14.11                  13
68                       14.05                  14
69                       14.04                  14
70                       14.37                  10
71                       14.11                  10
72                       14.00                  11
73                       14.31                  14
74                       14.11                  14
75                       14.02                  15
76                       14.02                  13
77                       13.96                  15
78                       13.94                  16
79                       13.96                  18
80                       13.96                  14
81                       13.99                  16
82                       14.80                  16
83                       14.82                  18
84                       14.78                  17
85                       14.81                  17
86                       14.82                  15
87                       14.95                  15
88                       15.00                  14
89                       15.01                  18
90                       15.61                  16
91                       14.92                  15
92                       14.92                  16
93                       14.92                  16
94                       14.58                  15
95                       14.54                  17
96                       14.54                  15
97                       14.56                  15
98                       14.54                  15
99                       14.54                  17
100                      14.57                  15
101                      14.58                  16
102                      14.54                  15
103                      14.52                  15
104                      14.53                  16
105                      14.54                  16
106                      14.59                  19
107                      14.54                  21
108                      14.54                  19
109                      14.54                  18
110                      14.55                  16
111                      14.56                  17
112                      14.54                  18
113                      14.54                  13
114                      14.53                  12
115                      14.55                  15
116                      14.52                  14
117                      14.55                  15
118                      14.54                  18
119                      14.52                  19
120                      14.54                  17
121                      14.54                  17
122                      14.55                  16
123                      14.55                  15
124                      14.54                  15
125                      14.53                  15
126                      14.54                  12
127                      14.58                  14
128                      14.54                  15
129                      14.54                  14
130                      14.55                  13
131                      14.53                  15
132                      14.53                  13
133                      14.53                  15
134                      14.53                  15
135                      14.52                  16
136                      14.56                  13
137                      14.56                  14
138                      14.53                  13
139                      14.56                  14
140                      14.53                  13
141                      14.62                  14
142                      14.54                  16
143                      14.56                  15
144                      14.55                  12
145                      14.54                  13
146                      14.50                  16
147                      14.54                  13
148                      15.29                  12
149                      15.33                  12
150                      15.32                  14
151                      15.22                  12
