Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         24.5787             16.8452             41.4600             
2         16.5373             10.2034             51.6265             
3         16.1814             7.6572              64.8063             
4         16.2282             7.9022              81.1784             
5         17.0988             7.7326              98.0022             
6         16.1424             11.5120             117.8416            
7         5.8347              12.2275             130.0300            
8         7.9997              12.0464             142.0264            
9         7.8392              11.3662             153.3313            
10        5.8283              12.8597             150.0992            
11        6.2666              10.2182             152.3710            
12        6.9765              13.0931             148.9090            
13        6.6983              10.2080             148.1695            
14        6.3683              11.4276             133.0210            
15        6.8662              12.1665             130.7708            
16        6.1225              9.7983              129.1502            
17        14.5586             7.6227              115.2766            
18        7.7496              12.2715             100.9356            
19        6.7888              10.5190             106.6989            
20        13.9049             10.5734             114.2479            
21        7.7008              9.9760              76.2934             
22        7.9449              8.4936              84.6183             
23        6.3911              10.5960             91.9436             
24        7.8926              8.8814              66.4577             
25        7.7169              9.6997              70.2178             
26        8.3492              8.3681              65.4943             
27        6.5573              10.7828             59.3707             
28        8.3823              8.0156              51.2973             
29        6.9887              9.7399              40.1383             
30        8.3122              8.6922              31.6785             
31        7.7781              7.3227              18.4498             
32        6.6835              7.8056              14.5594             
33        6.7074              10.6440             17.3827             
34        7.5735              8.4831              23.2198             
35        7.7678              7.2185              15.0193             
36        7.4897              11.5014             19.0215             
37        6.7829              9.7433              28.6711             
38        7.8556              7.7103              21.6619             
39        6.3905              9.6996              16.1173             
40        6.8006              7.5654              15.8639             
41        8.1418              9.7626              17.9338             
42        6.8234              11.0741             20.0953             
43        8.2051              7.3770              15.6099             
44        6.2395              7.6114              13.8800             
45        6.5494              12.6981             19.2784             
46        6.7978              8.5085              19.7516             
47        7.3122              7.6647              20.6624             
48        6.6203              8.8363              15.4854             
49        6.6081              7.6128              14.2546             
50        6.2643              14.2326             20.5264             
51        9.0383              7.5386              19.3185             
52        7.5133              7.6319              17.6911             
53        6.2665              9.8497              16.1476             
54        6.5831              7.5732              20.7965             
55        6.8000              10.1764             17.0084             
56        8.6903              10.0696             18.7898             
57        6.1442              7.5115              15.2762             
58        6.8798              10.6971             17.6060             
59        7.6377              7.6514              20.2820             
60        6.7235              13.1149             19.8721             
61        10.3834             9.7917              23.0580             
62        8.0132              7.3992              24.1510             
63        6.9166              7.0807              14.0242             
64        6.5493              7.2352              13.8170             
65        6.6683              7.3033              13.9999             
66        6.9420              9.7655              16.7566             
67        6.9412              8.1197              22.1826             
68        6.8101              9.9122              16.7497             
69        6.8559              7.2878              14.1712             
70        6.5573              7.4089              13.9935             
71        6.7912              7.2791              14.1000             
72        6.7934              7.3761              14.1989             
73        6.4144              7.1897              13.6356             
74        6.1739              9.5808              15.7865             
75        6.7453              9.4104              18.1045             
76        6.2113              7.4865              16.5801             
77        6.9083              11.1811             18.1183             
78        8.3254              7.8547              16.2163             
79        6.8065              12.7548             19.5919             
80        7.5861              8.7442              23.4983             
81        8.9757              7.6256              21.9663             
82        6.8620              9.4432              16.3364             
83        6.0856              9.8701              23.2869             
84        7.5019              7.4630              15.0111             
85        7.7263              7.7297              15.4874             
86        6.3082              9.7687              16.1059             
87        6.5189              7.6464              14.1985             
88        6.7227              7.5595              14.3107             
89        6.4128              7.2988              13.7477             
90        7.3495              9.4063              16.7869             
91        6.3596              7.3339              21.1968             
92        6.5363              7.3927              13.9623             
93        6.3944              9.4395              15.8641             
94        6.3503              9.8311              23.1680             
95        6.4037              10.1175             16.5526             
96        6.8701              7.6289              14.5346             
97        6.9800              7.9527              14.9610             
98        7.2050              9.8581              17.0924             
99        6.3886              7.8540              21.8484             
100       6.0503              12.5177             18.5936             
101       9.1703              7.7571              16.9591             
102       6.6352              9.6760              16.3443             
103       6.4723              10.2907             17.3380             
104       6.3080              7.6983              20.0632             
105       7.1177              11.5015             18.6487             
106       7.2903              7.4027              14.7341             
107       6.4520              10.3568             16.8603             
108       6.9621              8.1034              19.0553             
109       8.5353              9.6924              18.2555             
110       5.5251              7.5675              22.6524             
111       6.4434              7.7833              14.2545             
112       5.8995              9.6414              15.5720             
113       6.2233              7.2539              15.9469             
114       6.7405              9.4915              16.2604             
115       7.5027              7.5652              18.8367             
116       6.1185              7.3033              13.4479             
117       6.0074              7.9335              13.9823             
118       6.3968              7.7860              14.2088             
119       6.0780              10.7043             16.8132             
120       5.8744              7.1818              15.1735             
121       6.9365              9.7385              16.7070             
122       6.4391              7.2747              13.7404             
123       5.9063              8.0912              14.0232             
124       6.7161              10.5365             18.2164             
125       6.9622              9.1600              16.1532             
