Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         26.1773             16.2492             42.4771             
2         16.3845             10.0835             52.6040             
3         17.0185             7.5932              67.0375             
4         16.7366             8.1710              84.2438             
5         17.2989             7.6947              100.9554            
6         16.5403             12.6381             122.3539            
7         5.9828              12.3997             134.7179            
8         8.5894              12.5708             147.2089            
9         6.5748              13.7717             160.9120            
10        6.2922              10.1203             170.9878            
11        6.3107              11.9640             188.4717            
12        6.9614              12.2872             198.4876            
13        5.9586              13.7981             213.6774            
14        6.4724              12.1808             220.0697            
15        6.1188              12.8830             225.9692            
16        14.7816             10.6875             217.9427            
17        7.4423              13.1930             206.1315            
18        7.7891              11.2304             201.5534            
19        15.7531             12.0216             207.1472            
20        7.6727              12.7858             198.8975            
21        6.9680              12.5405             208.3561            
22        15.2252             11.7779             202.6758            
23        7.1261              10.7531             202.8327            
24        6.1942              9.7475              198.0002            
25        15.3607             12.3213             186.4084            
26        7.3163              7.8109              175.9055            
27        7.5967              7.2509              170.4668            
28        15.7405             9.7861              162.8161            
29        7.6147              10.8707             155.0157            
30        8.6072              7.5331              130.3074            
31        14.7966             9.1416              137.9393            
32        8.0132              7.5391              132.3518            
33        6.9742              9.4767              124.5144            
34        7.4547              8.3896              106.2826            
35        8.0009              10.3322             106.4898            
36        8.9866              11.7646             108.3228            
37        6.5149              7.7517              87.3473             
38        6.9490              7.4039              92.1435             
39        6.7303              9.3985              81.2149             
40        6.7549              10.3067             68.5536             
41        9.1082              7.2912              59.8923             
42        8.1806              9.6966              57.6591             
43        7.0171              8.1895              44.7804             
44        6.6993              9.4459              43.4014             
45        8.4367              9.0618              31.7379             
46        8.1069              8.4664              21.9443             
47        8.1472              11.3989             22.3296             
48        7.5026              7.2932              15.7195             
49        6.3421              10.1928             16.5635             
50        6.8737              7.9270              14.8288             
51        8.0613              9.9129              18.0024             
52        7.8446              7.6349              15.5386             
53        6.4229              10.5314             16.9815             
54        7.5074              7.6372              15.4186             
55        6.6883              7.2760              14.0052             
56        6.7798              7.3821              14.1925             
57        6.3729              10.7169             17.1224             
58        7.6361              11.0588             22.1975             
59        8.7964              9.4868              18.6011             
60        6.8057              7.5858              17.2423             
61        10.3175             7.6831              18.0296             
62        6.7742              6.9100              13.7142             
63        6.5102              9.5332              16.0715             
64        6.7405              9.7170              22.8446             
65        6.9557              8.0200              15.0307             
66        7.0471              10.4940             17.5685             
67        7.6109              10.8954             22.5379             
68        8.0543              7.5917              18.4170             
69        6.6684              11.5862             18.2821             
70        6.5913              8.7647              24.1537             
71        7.9131              10.1398             27.8585             
72        8.1077              7.5437              15.6809             
73        6.6143              9.5521              16.1941             
74        6.0918              7.3528              13.4721             
75        6.3622              7.6202              14.0135             
76        5.9720              8.0612              14.0617             
77        6.8525              9.0670              15.9472             
78        7.1599              7.2866              14.4766             
79        6.7420              11.0228             17.7960             
80        7.5907              11.4918             19.1114             
81        9.2274              11.5067             20.9973             
82        9.0089              9.7052              18.7400             
83        7.3135              7.5217              20.2857             
84        6.4085              10.4639             16.9022             
