index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       16.90         46.81         100000      10.64     
2       17.03         32.60         100000      10.64     
3       13.98         29.98         100000      10.64     
4       17.42         24.91         100000      10.64     
5       14.18         30.15         100000      7.17      
6       12.97         27.61         100000      7.17      
7       19.17         31.21         100000      7.17      
8       15.20         34.37         100000      7.78      
9       13.63         32.43         100000      7.78      
10      15.39         30.32         100000      7.78      
11      15.45         37.70         100000      6.70      
12      13.73         32.85         100000      6.70      
13      8.34          38.28         100000      6.70      
14      15.51         27.70         100000      6.70      
15      13.74         32.61         100000      6.27      
16      14.04         30.40         100000      6.27      
17      13.22         35.18         100000      6.27      
18      12.21         32.54         100000      11.10     
19      13.76         35.21         100000      11.10     
20      15.17         30.28         100000      11.10     
21      12.06         35.17         100000      7.09      
22      13.72         47.26         100000      7.09      
23      13.49         32.65         100000      7.09      
24      11.14         35.33         100000      7.09      
25      11.81         32.63         100000      7.66      
26      6.31          44.31         100000      7.66      
27      15.60         25.16         100000      7.66      
28      15.76         29.46         100000      7.15      
29      17.37         27.79         100000      7.15      
30      11.50         30.30         100000      7.15      
31      19.53         38.37         100000      7.15      
32      13.47         27.71         100000      7.15      
33      20.52         35.36         100000      7.15      
34      14.54         32.79         100000      7.12      
35      11.73         37.73         100000      7.12      
36      15.85         40.28         100000      7.12      
37      15.13         30.19         100000      7.12      
38      13.69         32.61         100000      8.07      
39      17.29         30.17         100000      8.07      
40      11.51         35.17         100000      8.07      
41      10.33         39.36         100000      8.61      
42      8.42          27.82         100000      8.61      
43      10.02         40.42         100000      8.61      
44      12.07         27.81         100000      6.59      
45      10.40         40.38         100000      6.59      
46      13.57         30.59         100000      6.59      
47      11.40         27.61         100000      6.59      
48      9.71          35.37         100000      7.00      
49      11.85         30.41         100000      7.00      
50      10.86         107.27        100000      7.00      
51      10.59         102.61        100000      7.29      
52      14.14         103.48        100000      7.29      
53      22.45         29.38         100000      7.29      
54      11.36         27.88         100000      9.85      
55      13.67         32.91         100000      9.85      
56      17.95         37.58         100000      9.85      
57      16.23         42.45         100000      9.85      
58      19.78         30.76         100000      7.39      
59      12.98         27.61         100000      7.39      
60      13.50         30.22         100000      7.39      
61      14.50         50.41         100000      7.49      
62      11.01         99.48         100000      7.49      
63      12.34         107.32        100000      7.49      
64      13.98         89.54         100000      6.30      
65      12.20         35.33         100000      6.30      
66      15.61         35.33         100000      6.30      
67      17.81         55.46         100000      6.62      
68      15.07         43.69         100000      6.62      
69      20.00         41.67         100000      6.62      
70      14.21         110.72        100000      6.62      
71      11.72         104.53        100000      9.95      
72      15.90         31.58         100000      9.95      
73      13.85         103.57        100000      9.95      
74      14.62         90.60         100000      7.92      
75      15.73         30.57         100000      7.92      
76      12.74         32.86         100000      7.92      
77      20.44         167.43        100000      7.30      
78      13.06         98.68         100000      7.30      
79      14.29         95.61         100000      7.30      
80      14.04         28.01         100000      7.30      
81      13.98         32.69         100000      6.62      
82      11.70         37.75         100000      6.62      
83      6.04          30.50         100000      6.62      
84      11.35         29.96         100000      6.60      
85      12.81         32.42         100000      6.60      
86      10.53         32.68         100000      6.60      
87      14.35         104.65        100000      7.33      
88      12.52         88.73         100000      7.33      
89      13.94         90.64         100000      7.33      
90      13.10         43.45         100000      7.33      
91      15.19         37.65         100000      6.55      
92      10.50         103.68        100000      6.55      
93      9.05          30.43         100000      6.55      
94      12.86         37.90         100000      7.07      
95      13.91         32.96         100000      7.07      
96      7.06          105.49        100000      7.07      
97      9.15          98.55         100000      7.65      
98      6.57          37.88         100000      7.65      
99      11.37         30.42         100000      7.65      
100     15.05         34.34         100000      6.79      
101     8.55          120.46        100000      6.79      
102     14.48         103.59        100000      6.79      
103     7.51          51.56         100000      6.79      
104     19.30         95.49         100000      8.26      
105     13.60         32.69         100000      8.26      
106     11.21         30.23         100000      8.26      
107     12.44         103.55        100000      8.01      
108     17.03         123.46        100000      8.01      
109     10.09         103.40        100000      8.01      
110     8.86          35.37         100000      6.55      
