index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       14.48         5.05          5000        6.44      
2       14.86         4.99          5000        6.44      
3       12.17         5.23          5000        6.44      
4       16.76         5.30          5000        6.44      
5       11.23         5.00          5000        7.44      
6       11.35         4.92          5000        7.44      
7       13.29         5.20          5000        7.44      
8       12.85         5.37          5000        6.71      
9       7.43          5.09          5000        6.71      
10      12.32         5.10          5000        6.71      
11      12.20         5.36          5000        6.85      
12      11.57         5.29          5000        6.85      
13      15.07         4.99          5000        6.85      
14      20.82         5.29          5000        6.85      
15      9.38          5.31          5000        6.84      
16      20.52         5.14          5000        6.84      
17      15.84         5.06          5000        6.84      
18      15.23         5.17          5000        7.49      
19      7.40          5.06          5000        7.49      
20      12.69         5.19          5000        7.49      
21      15.18         5.20          5000        7.70      
22      13.45         5.23          5000        7.70      
23      16.64         4.89          5000        7.70      
24      11.79         5.15          5000        7.70      
25      12.95         5.45          5000        6.50      
26      7.16          5.01          5000        6.50      
27      14.24         5.18          5000        6.50      
28      15.32         5.30          5000        8.72      
29      14.27         5.30          5000        8.72      
30      12.76         5.09          5000        8.72      
31      15.39         5.36          5000        6.46      
32      20.03         5.08          5000        6.46      
33      13.12         5.02          5000        6.46      
34      12.84         5.24          5000        6.46      
35      13.96         5.55          5000        6.53      
36      6.06          5.32          5000        6.53      
37      12.34         5.07          5000        6.53      
38      12.45         5.26          5000        8.11      
39      12.69         5.25          5000        8.11      
40      12.23         5.19          5000        8.11      
41      15.77         4.58          5000        7.14      
42      10.35         5.19          5000        7.14      
43      16.13         4.93          5000        7.14      
44      20.95         5.32          5000        7.14      
45      12.56         5.23          5000        6.85      
46      8.52          4.98          5000        6.85      
47      8.27          5.36          5000        6.85      
48      14.62         5.10          5000        6.22      
49      14.03         5.27          5000        6.22      
50      13.62         5.14          5000        6.22      
51      9.16          5.02          5000        9.19      
52      15.63         5.04          5000        9.19      
53      15.43         5.21          5000        9.19      
54      11.44         5.12          5000        9.19      
55      7.58          4.86          5000        7.50      
56      15.02         5.24          5000        7.50      
57      14.72         5.16          5000        7.50      
