index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       17.30         9.97          20000       8.91      
2       20.12         10.31         20000       8.91      
3       8.12          10.30         20000       8.91      
4       8.97          7.68          20000       8.91      
5       12.16         10.14         20000       8.03      
6       14.13         10.03         20000       8.03      
7       14.07         10.10         20000       8.03      
8       14.30         12.40         20000       7.36      
9       7.95          15.19         20000       7.36      
10      12.16         10.02         20000       7.36      
11      15.78         7.69          20000       6.81      
12      16.13         7.52          20000       6.81      
13      15.30         10.12         20000       6.81      
14      14.82         7.68          20000       6.81      
15      15.44         7.55          20000       6.79      
16      10.37         10.12         20000       6.79      
17      16.39         10.08         20000       6.79      
18      14.42         10.34         20000       7.35      
19      7.31          10.10         20000       7.35      
20      11.74         12.66         20000       7.35      
21      10.85         10.18         20000       7.13      
22      15.55         10.05         20000       7.13      
23      14.83         10.23         20000       7.13      
24      19.35         10.29         20000       7.13      
25      15.01         10.16         20000       7.75      
26      14.06         10.22         20000       7.75      
27      12.66         9.94          20000       7.75      
28      12.80         10.26         20000       7.98      
29      12.52         7.64          20000       7.98      
30      12.68         7.60          20000       7.98      
31      14.13         7.62          20000       6.17      
32      13.84         9.92          20000       6.17      
33      14.36         10.24         20000       6.17      
34      18.58         7.72          20000       7.28      
35      13.51         10.05         20000       7.28      
36      11.34         7.59          20000       7.28      
37      17.24         10.37         20000       7.28      
38      7.11          7.53          20000       7.39      
39      15.94         10.17         20000       7.39      
40      20.60         7.52          20000       7.39      
41      16.69         7.41          20000       9.65      
42      15.29         7.63          20000       9.65      
43      13.70         10.72         20000       9.65      
44      12.55         10.17         20000       10.95     
45      7.14          15.17         20000       10.95     
46      16.59         10.39         20000       10.95     
47      15.74         9.93          20000       10.95     
48      10.84         12.68         20000       10.76     
49      15.43         10.34         20000       10.76     
50      641.93        385.45        20000       8.47      
51      723.30        0.18          20000       8.47      
52      425.15        132.50        20000       8.47      
53      256.00        79.87         20000       7.05      
54      34.32         72.50         20000       7.05      
55      9.30          15.22         20000       7.05      
56      15.03         10.25         20000       7.05      
57      10.44         7.76          20000       6.85      
58      11.17         10.31         20000       6.85      
59      11.48         9.87          20000       6.85      
60      12.94         15.15         20000       10.49     
61      17.20         10.18         20000       10.49     
62      8.11          15.26         20000       10.49     
63      11.34         7.54          20000       7.37      
64      10.77         10.25         20000       7.37      
65      12.98         10.25         20000       7.37      
66      11.89         9.95          20000       7.37      
67      12.65         10.41         20000       6.97      
68      8.14          7.87          20000       6.97      
69      14.95         7.79          20000       6.97      
70      13.63         10.28         20000       7.32      
71      13.10         7.84          20000       7.32      
72      13.38         7.50          20000       7.32      
73      13.01         10.30         20000       6.93      
74      14.56         7.61          20000       6.93      
75      13.87         8.10          20000       6.93      
76      12.35         10.35         20000       6.93      
77      12.06         7.68          20000       7.55      
78      13.35         10.08         20000       7.55      
79      14.16         14.85         20000       7.55      
80      15.68         10.10         20000       6.76      
81      20.28         9.89          20000       6.76      
82      12.84         10.22         20000       6.76      
83      8.93          7.67          20000       8.60      
84      7.46          222.32        20000       8.60      
85      8.00          30.02         20000       8.60      
86      13.68         12.68         20000       8.60      
87      6.70          10.02         20000       7.32      
88      11.81         10.22         20000       7.32      
89      15.36         15.40         20000       7.32      
90      9.53          15.21         20000       8.13      
91      15.37         12.63         20000       8.13      
92      11.68         22.51         20000       8.13      
93      12.28         22.54         20000       7.81      
94      13.64         15.07         20000       7.81      
95      15.28         12.95         20000       7.81      
96      15.64         20.25         20000       7.81      
97      12.01         12.53         20000       6.59      
98      14.01         9.97          20000       6.59      
99      20.27         15.04         20000       6.59      
100     14.57         10.17         20000       7.25      
101     15.02         7.70          20000       7.25      
102     13.82         17.46         20000       7.25      
103     20.81         17.77         20000       6.74      
104     19.59         22.64         20000       6.74      
105     33.83         10.25         20000       6.74      
106     18.32         10.47         20000       6.74      
107     46.73         0.26          20000       6.64      
108     15.57         10.22         20000       6.64      
109     15.20         15.25         20000       6.64      
110     9.29          9.78          20000       7.68      
111     15.14         10.19         20000       7.68      
112     15.07         7.67          20000       7.68      
113     14.09         7.86          20000       6.83      
114     20.05         177.67        20000       6.83      
115     7.45          10.28         20000       6.83      
116     32.07         217.31        20000       6.83      
117     265.83        309.82        20000       6.31      
118     279.25        145.04        20000       6.31      
119     126.81        42.39         20000       6.31      
120     13.26         44.85         20000       7.94      
121     15.57         15.34         20000       7.94      
122     15.43         10.14         20000       7.94      
123     11.29         7.52          20000       7.58      
124     10.85         15.34         20000       7.58      
125     12.99         12.79         20000       7.58      
126     13.31         10.27         20000       7.57      
127     64.16         0.24          20000       7.57      
128     7.62          9.98          20000       7.57      
129     7.36          10.15         20000       7.57      
130     111.87        0.35          20000       11.22     
131     10.91         10.12         20000       11.22     
132     15.15         12.72         20000       11.22     
133     10.85         17.56         20000       7.53      
134     25.51         15.25         20000       7.53      
135     15.39         10.25         20000       7.53      
136     15.04         10.20         20000       7.97      
137     14.79         7.63          20000       7.97      
138     9.83          7.57          20000       7.97      
139     14.52         12.40         20000       7.97      
140     12.96         10.17         20000       8.58      
141     12.37         10.45         20000       8.58      
142     13.98         10.10         20000       8.58      
143     13.48         12.84         20000       8.49      
144     20.30         9.87          20000       8.49      
145     14.24         20.11         20000       8.49      
146     15.62         10.27         20000       7.78      
147     11.47         10.20         20000       7.78      
148     12.11         10.49         20000       7.78      
149     241.24        0.16          20000       7.78      
150     46.17         15.17         20000       7.79      
151     15.73         10.24         20000       7.79      
152     14.63         9.74          20000       7.79      
153     153.68        0.33          20000       7.16      
154     10.81         10.32         20000       7.16      
155     24.85         17.56         20000       7.16      
156     15.27         177.43        20000       9.22      
157     13.69         12.90         20000       9.22      
158     12.46         10.04         20000       9.22      
159     17.06         10.60         20000       9.22      
160     10.36         10.63         20000       8.20      
161     10.37         17.85         20000       8.20      
162     12.00         17.52         20000       8.20      
163     12.89         17.60         20000       8.40      
164     21.24         17.49         20000       8.40      
165     13.31         10.03         20000       8.40      
166     12.22         10.18         20000       8.13      
167     15.10         15.20         20000       8.13      
168     11.60         10.04         20000       8.13      
169     15.87         10.47         20000       8.13      
170     10.63         20.22         20000       8.02      
171     8.78          12.61         20000       8.02      
172     13.46         10.24         20000       8.02      
173     127.00        0.14          20000       7.61      
174     15.71         10.34         20000       7.61      
175     15.69         10.15         20000       7.61      
176     16.25         7.78          20000       7.81      
177     12.87         10.30         20000       7.81      
178     12.53         10.20         20000       7.81      
179     9.50          7.50          20000       7.81      
180     9.00          10.09         20000       7.73      
181     19.42         10.24         20000       7.73      
182     11.81         10.11         20000       7.73      
183     13.56         7.93          20000       8.90      
184     13.52         10.27         20000       8.90      
185     15.23         7.59          20000       8.90      
186     11.56         10.42         20000       7.43      
187     16.17         10.17         20000       7.43      
188     15.71         10.09         20000       7.43      
189     17.28         9.98          20000       7.43      
190     8.02          7.56          20000       6.79      
191     13.00         10.20         20000       6.79      
192     12.97         10.17         20000       6.79      
193     123.05        0.15          20000       9.36      
194     17.20         10.24         20000       9.36      
195     16.33         10.22         20000       9.36      
196     29.50         7.61          20000       7.41      
197     24.66         13.04         20000       7.41      
198     9.32          7.58          20000       7.41      
199     13.97         10.18         20000       7.41      
200     6.50          20.12         20000       8.39      
201     15.41         10.30         20000       8.39      
202     14.38         10.48         20000       8.39      
203     14.38         17.55         20000       8.61      
204     9.00          15.23         20000       8.61      
205     13.61         10.25         20000       8.61      
206     19.81         7.60          20000       7.93      
207     15.66         9.95          20000       7.93      
208     15.27         10.12         20000       7.93      
209     20.78         12.64         20000       9.53      
210     15.22         12.71         20000       9.53      
211     18.03         9.64          20000       9.53      
212     21.37         10.11         20000       9.53      
213     15.42         7.69          20000       7.94      
214     14.94         10.20         20000       7.94      
215     14.73         10.00         20000       7.94      
216     33.77         25.27         20000       7.26      
217     17.05         10.20         20000       7.26      
218     14.03         10.26         20000       7.26      
219     14.39         10.24         20000       7.21      
220     14.03         10.38         20000       7.21      
221     18.81         10.19         20000       7.21      
222     9.00          10.09         20000       7.21      
223     10.36         10.10         20000       7.56      
224     15.38         10.18         20000       7.56      
225     19.51         7.79          20000       7.56      
226     24.36         10.23         20000       7.18      
227     13.91         10.23         20000       7.18      
228     14.33         10.24         20000       7.18      
229     24.70         14.94         20000       7.67      
230     16.95         10.23         20000       7.67      
231     14.10         10.07         20000       7.67      
232     14.06         10.15         20000       7.67      
233     11.57         10.38         20000       7.63      
234     11.57         10.10         20000       7.63      
235     15.95         10.14         20000       7.63      
