index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       17.02         7.46          10000       7.67      
2       11.69         7.42          10000       7.67      
3       16.05         7.39          10000       7.67      
4       15.23         7.73          10000       7.67      
5       14.98         12.33         10000       8.03      
6       15.60         7.55          10000       8.03      
7       15.66         7.44          10000       8.03      
8       14.64         7.62          10000       6.26      
9       9.47          7.52          10000       6.26      
10      13.01         7.35          10000       6.26      
11      15.04         7.54          10000       6.50      
12      14.83         7.31          10000       6.50      
13      13.47         7.42          10000       6.50      
14      12.61         7.42          10000       6.50      
15      12.43         7.59          10000       6.50      
16      11.68         7.68          10000       6.50      
17      12.53         7.68          10000       6.50      
18      13.92         5.22          10000       7.48      
19      14.63         7.38          10000       7.48      
20      15.91         7.53          10000       7.48      
21      5.38          12.55         10000       6.84      
22      7.33          7.50          10000       6.84      
23      13.79         7.75          10000       6.84      
24      12.77         7.57          10000       7.53      
25      5.18          9.91          10000       7.53      
26      14.47         5.04          10000       7.53      
27      14.63         7.58          10000       7.53      
28      7.94          7.55          10000       6.88      
29      12.49         5.10          10000       6.88      
30      7.75          7.42          10000       6.88      
31      15.10         10.11         10000       8.23      
32      13.31         7.78          10000       8.23      
33      8.00          7.63          10000       8.23      
34      15.05         7.19          10000       7.53      
35      15.82         7.52          10000       7.53      
36      15.56         7.41          10000       7.53      
37      15.24         7.53          10000       7.53      
38      14.29         7.63          10000       7.71      
39      15.08         7.68          10000       7.71      
40      6.18          7.55          10000       7.71      
41      5.25          10.27         10000       7.37      
42      10.57         5.16          10000       7.37      
43      16.71         7.53          10000       7.37      
44      11.66         7.43          10000       7.06      
45      12.18         7.50          10000       7.06      
46      12.98         7.50          10000       7.06      
47      6.70          7.60          10000       7.06      
48      13.66         7.75          10000       7.34      
49      14.25         7.57          10000       7.34      
50      18.96         7.51          10000       7.34      
51      15.88         7.49          10000       9.54      
52      15.83         7.55          10000       9.54      
53      15.98         7.64          10000       9.54      
54      15.83         12.50         10000       12.24     
55      15.55         7.56          10000       12.24     
56      13.04         7.51          10000       12.24     
57      13.38         7.57          10000       12.24     
58      11.57         7.47          10000       7.41      
59      6.13          7.38          10000       7.41      
60      10.25         7.55          10000       7.41      
61      15.27         7.61          10000       6.89      
62      10.92         7.54          10000       6.89      
63      15.42         5.12          10000       6.89      
64      14.07         7.47          10000       6.27      
65      15.18         7.81          10000       6.27      
66      13.67         7.58          10000       6.27      
67      8.44          7.68          10000       6.27      
68      12.40         7.46          10000       7.59      
69      13.82         7.65          10000       7.59      
70      7.92          7.53          10000       7.59      
71      7.27          7.65          10000       7.70      
72      17.98         7.76          10000       7.70      
73      15.36         7.67          10000       7.70      
