Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         20.3130             14.1664             34.5232             
2         11.8569             10.6311             45.1435             
3         14.0429             6.5993              52.7595             
4         11.9834             8.8864              66.9882             
5         12.7841             9.4169              80.2745             
6         11.8870             11.4404             94.1525             
7         5.3727              9.8600              104.0574            
8         7.8478              12.3157             116.6690            
9         7.9678              6.9815              123.8999            
10        5.2233              8.6601              132.8006            
11        6.4600              13.1354             145.9612            
12        7.3851              8.0088              153.9899            
13        6.1285              10.5638             164.6044            
14        7.4573              11.5580             179.5476            
15        5.5427              12.4953             192.0453            
16        7.0268              12.0745             207.1671            
17        7.1166              10.3575             217.5409            
18        7.4818              14.6326             236.5494            
19        11.7127             10.5342             249.8620            
20        8.4305              12.4137             262.3130            
21        7.0804              11.1708             276.4237            
22        10.0859             11.4465             287.8812            
23        7.9459              11.5680             302.2305            
24        8.8485              11.6626             313.9417            
25        11.1866             12.1742             329.1163            
26        6.1926              9.1056              338.2334            
27        12.7845             11.7584             353.0410            
28        6.1611              12.1013             365.1415            
29        7.2453              14.0259             380.5851            
30        12.7081             12.2821             395.8836            
31        5.8880              10.2574             406.1896            
32        6.8882              9.2522              418.5206            
33        11.2660             12.7915             431.3336            
34        7.6869              11.2795             442.6181            
35        7.4042              10.7609             454.0409            
36        10.7171             12.7615             466.8140            
37        6.7671              10.8789             481.5524            
38        6.9152              9.2215              491.0228            
39        10.3236             8.6489              499.6698            
40        7.0679              14.6392             517.0773            
41        7.7221              13.7488             522.6207            
42        10.5579             11.5221             528.7505            
43        6.5200              12.8230             537.1888            
44        11.6779             10.5731             545.7453            
45        6.7223              8.0857              539.9756            
46        6.9605              11.5320             512.8354            
47        12.6005             13.6790             520.2140            
48        7.1849              10.7629             526.2390            
49        8.3888              10.8284             518.8278            
50        6.4686              10.7106             475.9220            
51        13.3647             10.4498             463.5248            
52        6.5167              8.8895              472.3839            
53        7.8642              14.5739             484.9206            
54        10.9793             9.9895              491.6768            
55        7.0437              10.5064             491.2958            
56        7.9001              9.8201              494.3401            
57        5.6944              9.1309              470.9070            
58        11.2580             10.2983             471.6010            
59        7.8917              9.3936              464.0811            
60        10.6543             8.7121              465.7565            
61        9.7121              7.1798              430.6773            
62        8.4251              7.5118              429.4823            
63        10.3331             11.4757             430.9583            
64        6.8922              5.8837              431.4269            
65        11.7760             5.8912              414.9378            
66        9.2635              6.2229              401.9987            
67        11.3614             9.2875              391.1512            
68        6.4833              8.4327              385.9728            
69        6.7444              11.6343             374.4713            
70        10.0349             8.7627              376.5207            
71        8.2086              6.4249              364.6084            
72        7.1376              11.2950             351.7450            
73        10.7733             8.6159              354.7199            
74        6.6259              8.5576              337.4655            
75        8.9247              8.8362              333.2690            
76        6.5512              7.9790              333.3732            
77        11.7156             6.0005              311.2273            
78        6.2944              8.6055              307.9115            
