Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         19.2650             14.5200             33.8279             
2         11.9808             12.8524             46.7122             
3         13.7453             10.4264             57.1701             
4         12.0362             6.3335              63.6299             
5         13.0964             8.3955              78.7520             
6         11.2229             9.2317              90.7864             
7         5.0956              13.5317             104.3377            
8         6.6300              11.1872             115.5284            
9         8.2241              15.0345             130.5793            
10        7.3794              11.1959             141.7899            
11        6.8757              9.0149              150.8307            
12        6.1553              10.4073             164.6753            
13        5.1928              12.1762             176.9536            
14        7.2217              9.9800              190.1826            
15        7.8377              10.8013             200.9990            
16        7.7808              10.2299             215.1024            
17        10.8522             11.4783             226.5892            
18        8.7862              9.4063              238.0851            
19        6.3865              9.6223              247.7212            
20        9.8512              11.5502             259.2835            
21        8.0244              11.9070             273.8864            
22        6.9104              11.2910             285.1850            
23        10.0596             12.0794             299.9851            
24        7.4183              10.7402             310.7451            
25        6.1766              11.3286             324.8861            
26        10.3523             9.6377              334.5652            
27        8.5532              7.9909              342.5752            
28        7.5704              11.3569             354.1776            
29        6.9932              12.0680             369.1702            
30        10.4547             11.9768             381.1624            
31        8.0278              10.7212             395.3674            
32        7.7849              10.0377             405.4583            
33        10.3725             14.0378             422.8046            
34        7.7287              13.3166             438.9878            
35        7.5074              10.2342             449.2011            
36        11.0757             9.7578              458.8986            
37        6.1493              10.3145             472.5880            
38        8.5003              8.5649              481.1172            
39        9.8665              10.5239             491.8330            
40        8.0092              11.3925             503.9106            
41        14.5753             10.6660             487.3331            
42        5.8567              15.1637             500.8262            
43        7.1944              9.0666              486.2341            
44        10.3709             10.5523             484.5681            
45        7.4614              11.6912             486.4488            
46        6.3456              9.0251              476.9562            
47        11.0282             8.8682              469.8521            
48        6.1538              10.9510             468.5534            
49        10.6545             9.8879              462.6505            
50        7.8904              11.6871             450.9513            
51        11.9757             14.4153             447.6698            
52        6.3887              11.5041             444.9682            
53        9.8854              9.9607              436.9442            
54        8.4732              13.2101             437.2266            
55        7.1945              9.1253              425.6743            
56        7.7856              12.8807             427.3461            
57        10.4036             7.3653              426.8974            
58        7.8089              8.2902              421.9152            
59        8.0185              11.6214             414.9549            
60        10.2165             9.6473              402.5015            
61        10.0393             9.2320              373.1103            
62        6.8708              6.1748              363.9984            
63        13.3362             6.2688              360.5701            
64        7.4369              6.0293              356.8477            
65        6.3753              9.5550              357.7302            
66        9.3757              6.1713              349.0437            
67        8.0207              10.0238             338.8067            
68        11.4062             5.8810              320.6377            
69        7.3796              11.2077             312.5767            
70        8.6698              6.4652              308.8132            
71        7.5834              8.4374              307.3997            
72        11.7013             7.3644              302.0090            
73        7.1763              9.8320              290.7495            
74        9.6762              6.1174              281.8282            
75        7.3917              6.6603              273.0936            
76        6.5103              9.7405              261.0000            
77        10.8955             10.6328             252.5973            
78        7.4850              6.3744              246.8111            
79        7.9869              8.3365              237.8534            
80        11.8446             6.5159              231.4218            
81        8.0857              8.5339              224.2415            
82        6.6145              7.0239              198.3052            
83        5.7270              9.7350              200.9863            
84        7.5234              6.6498              194.8609            
85        8.0052              6.6330              169.5661            
86        9.5305              8.2014              158.7967            
87        7.1685              6.0007              148.8170            
88        7.7514              9.0358              139.7754            
89        5.5141              7.7105              133.3365            
90        9.4544              8.1704              121.3044            
91        6.6481              6.3688              114.0598            
92        7.7247              6.1295              107.1004            
93        6.6529              9.9240              101.0758            
94        7.1111              6.3957              88.1138             
95        6.9213              11.4028             79.6561             
96        6.7689              7.2351              73.0562             
97        9.0637              8.9907              62.8216             
98        9.1285              6.1312              47.5647             
99        7.5577              6.3526              36.7531             
100       6.0574              10.4966             31.3186             
101       7.9063              6.9929              14.9516             
102       6.2094              6.8851              13.1189             
103       5.5468              7.0485              12.6173             
104       5.4291              6.5338              11.9786             
105       6.1850              6.8824              13.0891             
106       5.4177              8.8989              14.3344             
107       5.4478              7.0280              12.4950             
108       5.7164              6.2760              12.0180             
109       7.4541              8.9916              16.4708             
110       5.3563              6.5802              14.6573             
111       5.6882              9.5142              16.1633             
112       6.5547              9.9775              16.5471             
113       6.8058              6.4535              13.2780             
114       6.0149              6.0779              12.1067             
115       5.4649              6.7167              12.1963             
116       5.4629              6.1275              11.6057             
117       5.2101              6.7260              11.9517             
118       5.6127              6.1826              11.8112             
119       5.2006              9.2196              14.4377             
120       6.4763              6.4662              12.9599             
121       6.0567              6.6605              12.7392             
122       5.9040              10.4803             16.4021             
123       5.8929              6.6754              12.5835             
124       5.7689              6.9304              12.7233             
125       5.6977              10.9337             16.6479             
126       7.6408              6.3211              13.9753             
127       5.9298              6.9491              12.8992             
128       6.3834              6.7442              13.1504             
129       6.0388              6.2555              12.3109             
130       5.6965              6.5314              12.2459             
131       5.8311              6.5162              12.3652             
132       5.6556              6.5847              12.2628             
133       6.0730              6.6657              12.7577             
134       5.8484              6.6904              12.5540             
135       5.6615              6.4657              12.1507             
136       5.5333              6.2113              11.7634             
137       6.1719              6.3859              12.5817             
138       6.0489              8.4463              14.5154             
139       5.6539              6.2337              11.9039             
140       5.8578              7.2019              13.0817             
141       5.3809              6.3000              11.7348             
142       5.5501              6.7975              12.3711             
143       5.3197              6.4310              11.7686             
144       5.4983              6.4551              11.9828             
145       5.7167              9.6782              15.4137             
146       6.0974              6.9203              13.0325             
147       5.6737              6.4413              12.1327             
148       5.1075              6.7952              11.9238             
149       4.9240              6.5102              11.4533             
150       5.8905              6.4697              12.3792             
151       5.0988              6.1079              11.2284             
152       4.6897              6.8159              11.5278             
153       6.4620              6.8050              13.2977             
154       4.9494              8.1241              13.1453             
155       6.2701              9.4410              15.7311             
156       6.7697              6.2605              13.0472             
157       7.1741              10.1241             17.3275             
158       7.3425              6.3847              13.7466             
159       5.3610              6.2141              11.5903             
160       6.2082              6.7943              13.0304             
161       5.0186              7.5507              12.5911             
162       5.1160              6.5409              11.7307             
163       5.7639              6.8929              12.6759             
164       5.1424              6.3357              11.4941             
165       4.8554              6.9684              11.8402             
166       5.8927              6.6191              12.5329             
167       5.3549              6.3406              11.7266             
168       5.8467              6.6197              12.4887             
169       5.7774              7.0033              12.8079             
170       5.6271              7.3081              12.9549             
171       5.2188              6.2133              11.4487             
172       4.9205              7.3149              12.2546             
173       5.5520              6.7598              12.3288             
174       4.8292              6.1115              11.4788             
175       5.1057              6.2128              11.3375             
176       5.5252              6.3594              11.9053             
177       5.1809              6.6217              11.8200             
178       4.9169              6.2594              11.1981             
179       5.6056              8.0358              13.6633             
180       4.8979              6.4187              11.8174             
181       6.7178              7.6124              14.3572             
182       5.6733              6.0676              11.7587             
183       5.6803              6.1840              11.8848             
184       5.4757              6.1633              11.6595             
185       5.8284              6.4063              12.2665             
186       6.6841              9.6739              16.3778             
187       6.5225              6.6049              15.3921             
188       7.4085              12.9717             20.4081             
189       6.3275              10.3867             26.2243             
190       6.5422              13.3560             30.1885             
191       6.4002              6.1620              27.7084             
192       8.4652              6.3357              20.8322             
193       6.8153              6.5746              13.4129             
194       6.3051              10.4166             16.7443             
195       8.3752              9.2505              17.6381             
196       7.4445              6.5067              15.0301             
197       6.1495              6.6490              12.8206             
198       6.5022              10.4951             17.0171             
199       7.1763              9.8655              18.2182             
200       6.4139              6.7301              14.7196             
201       5.4414              6.5384              12.0077             
202       6.1842              6.4835              12.6886             
203       4.9366              6.0885              11.0441             
204       4.7673              6.0832              10.8748             
205       7.1381              11.3857             18.5458             
206       5.3542              6.7519              18.5150             
207       5.6660              6.4571              17.9388             
208       5.0036              6.3209              11.3479             
209       5.6796              6.5906              12.2987             
210       5.1098              9.2584              14.3892             
211       6.3313              6.2066              12.5548             
212       5.3922              5.9043              11.3154             
213       5.3720              6.7385              12.1355             
214       5.4939              10.7151             16.2298             
215       6.8479              5.9472              12.8130             
216       5.2272              6.5147              11.7618             
217       5.8377              6.8749              12.7394             
218       5.7017              6.2659              11.9911             
219       5.3032              6.8273              12.1582             
220       5.4657              9.9276              15.4120             
221       5.7256              6.0700              13.0427             
222       5.7654              6.5365              12.3203             
223       5.3040              6.1819              11.5055             
224       5.3220              6.3040              11.6456             
225       5.9378              6.3258              12.2910             
226       5.6147              9.7777              15.4173             
227       5.3633              6.9493              12.3281             
228       4.7337              6.1925              10.9464             
229       6.3995              7.9535              14.3766             
230       5.4621              6.1416              11.6243             
231       6.3658              6.8156              13.2050             
232       5.2930              6.6264              11.9388             
233       5.4071              6.4111              11.8373             
234       5.5329              6.1095              11.6645             
235       5.4387              8.3824              13.8401             
236       5.2262              5.9798              11.2232             
237       5.5578              6.3809              11.9660             
238       5.5337              6.6035              12.6203             
239       5.0461              6.2104              11.2753             
240       5.2708              6.0816              11.3724             
241       6.8520              8.4517              15.3259             
242       5.3252              6.1296              14.8259             
243       5.2368              6.0806              11.3519             
244       5.3529              6.3497              11.7273             
245       5.2915              8.4066              13.7270             
246       7.0828              8.1061              15.2097             
247       5.2997              5.9302              19.1843             
248       5.7362              8.2019              13.9601             
249       5.2978              6.3628              12.4676             
250       5.8923              8.1759              14.0909             
251       5.6467              8.6223              14.2853             
252       6.7711              6.0506              13.3654             
253       7.2211              10.5454             17.7904             
254       6.9713              9.4717              17.4967             
255       7.6842              6.3146              14.0286             
256       5.9009              6.1989              12.1307             
257       5.5461              6.0651              11.6332             
258       5.3254              6.0998              11.4487             
259       6.3695              9.7975              16.1861             
260       7.5205              6.2177              14.6208             
261       5.4809              6.4756              12.0355             
262       4.7518              6.1930              10.9653             
263       5.7223              6.1149              11.8544             
264       5.3311              6.6909              12.0439             
265       6.0560              8.4564              14.5337             
266       6.3568              6.3304              12.7058             
267       5.6979              10.2897             16.0133             
