Frame        Inference_Time_ms    Objects_Detected
0                       172.44                  14
1                        29.81                  12
2                        28.28                  12
3                        28.16                  13
4                        28.32                  15
5                        24.40                  15
6                        21.72                  11
7                        21.72                  14
8                        21.68                  13
9                        21.71                  14
10                       21.70                  14
11                       21.68                  14
12                       21.68                  15
13                       21.68                  15
14                       19.25                  14
15                       15.78                  16
16                       15.50                  16
17                       15.60                  16
18                       15.89                  17
19                       15.83                  17
20                       15.72                  14
21                       14.34                  18
22                       14.28                  14
23                       14.18                  15
24                       14.28                  16
25                       14.49                  16
26                       15.08                  14
27                       15.27                  14
28                       15.12                  17
29                       15.38                  13
30                       16.49                  13
31                       16.47                  14
32                       16.18                  14
33                       15.35                  15
34                       14.81                  16
35                       14.27                  15
36                       14.10                  16
37                       14.70                  14
38                       14.27                  15
39                       14.82                  15
40                       14.18                  16
41                       14.14                  14
42                       14.30                  13
43                       14.21                  14
44                       14.44                  14
45                       14.40                  15
46                       14.11                  14
47                       14.14                  13
48                       14.19                  14
49                       14.10                  12
50                       14.29                  14
51                       14.19                  14
52                       14.24                  13
53                       14.77                  15
54                       14.11                  16
55                       14.13                  15
56                       14.10                  15
57                       14.19                  13
58                       14.12                  16
59                       14.07                  16
60                       14.02                  16
61                       14.08                  15
62                       14.09                  16
63                       14.64                  18
64                       14.03                  16
65                       15.25                  16
66                       15.53                  14
67                       14.92                  13
68                       14.28                  14
69                       14.12                  14
70                       14.26                  10
71                       14.60                  10
72                       14.17                  11
73                       14.39                  14
74                       14.03                  14
75                       14.03                  15
76                       14.06                  13
77                       14.06                  15
78                       14.03                  16
79                       14.38                  18
80                       14.07                  14
81                       14.07                  16
82                       14.06                  16
83                       14.04                  18
84                       14.44                  17
85                       14.21                  17
86                       14.08                  15
87                       14.01                  15
88                       14.82                  14
89                       14.27                  18
90                       14.90                  16
91                       14.93                  15
92                       14.98                  16
93                       14.95                  15
94                       14.96                  15
95                       15.64                  17
96                       14.98                  15
97                       15.02                  15
98                       15.00                  15
99                       14.93                  17
100                      14.92                  15
101                      15.43                  16
102                      15.50                  15
103                      17.65                  15
104                      37.19                  16
105                      37.37                  16
106                      16.09                  21
107                      31.07                  19
108                      42.92                  19
109                      16.10                  18
110                      29.18                  17
111                      45.58                  17
112                      17.64                  17
113                      18.17                  13
114                      43.84                  13
115                      28.62                  15
116                      15.94                  14
117                      35.19                  18
118                      40.00                  17
119                      16.06                  17
120                      31.19                  17
121                      43.46                  17
122                      16.22                  17
123                      28.35                  15
124                      44.36                  15
125                      18.19                  15
126                      20.41                  14
127                      43.40                  14
128                      26.95                  15
129                      16.00                  13
130                      37.14                  15
131                      37.01                  15
132                      16.21                  15
133                      31.07                  15
134                      42.45                  16
135                      15.92                  13
136                      16.22                  14
137                      40.18                  13
138                      26.55                  14
139                      15.90                  13
140                      18.21                  14
141                      44.10                  17
142                      20.45                  15
143                      16.56                  12
144                      35.61                  13
145                      31.03                  16
146                      15.77                  13
147                      15.86                  12
148                      40.91                  12
149                      32.23                  14
150                      16.35                  12
151                      16.09                  14
152                      40.79                  14
153                      32.14                  17
154                      15.80                  14
155                      15.71                  16
156                      38.89                  14
157                      34.43                  12
158                      16.25                  13
159                      16.62                  13
160                      41.41                  14
161                      32.55                  14
162                      16.81                  14
163                      16.44                  15
164                      39.89                  15
165                      32.72                  11
166                      16.92                  13
167                      15.92                  13
168                      41.72                  14
169                      32.57                  15
170                      17.13                  15
171                      16.29                  13
172                      43.71                  15
173                      42.77                  15
174                      36.60                  14
175                      43.71                  13
176                      27.10                  14
177                      45.10                  13
178                      44.00                  13
179                      37.05                  14
180                      43.71                  14
181                      26.57                  15
182                      41.00                  15
183                      45.09                  15
184                      37.27                  15
185                      44.34                  15
186                      27.12                  17
