Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         26.7190             22.6631             49.4374             
2         19.4964             16.8676             66.2595             
3         22.3281             8.3449              76.7480             
4         16.8066             8.3621              93.4605             
5         17.8174             8.8601              111.6581            
6         17.1561             11.2900             131.1537            
7         7.0283              13.5897             144.6840            
8         7.4424              14.0688             149.5998            
9         6.7698              11.4098             160.8667            
10        6.4804              10.9958             171.8012            
11        6.3790              10.6566             182.3615            
12        7.3690              12.0771             199.5873            
13        5.7125              11.6938             211.2406            
14        7.4697              12.7901             230.6712            
15        8.2256              12.6940             243.1852            
16        6.4353              14.5668             256.9385            
17        15.0640             11.2880             255.6279            
18        7.4131              14.3824             255.0236            
19        8.1770              10.7637             255.6264            
20        15.3487             13.8479             228.5224            
21        7.7884              7.9157              236.1605            
22        7.7340              7.9396              238.8276            
23        15.6851             13.2856             234.2376            
24        7.4530              11.6601             225.5600            
25        7.3895              12.5906             228.9077            
26        15.3365             11.2706             225.2655            
27        7.8984              11.5358             220.4896            
28        8.0560              12.2845             145.1825            
29        15.6098             10.2881             160.7801            
30        7.5804              8.0612              168.6677            
31        6.9698              7.5825              109.0904            
32        8.2786              8.0850              116.7439            
33        8.3874              7.4591              123.8826            
34        6.8308              7.9201              131.5413            
35        7.8536              7.8372              139.0318            
36        6.9489              7.4521              146.2789            
37        14.2699             7.1501              153.2742            
38        7.8089              7.3662              135.7492            
39        7.5584              7.3545              128.9309            
40        14.9419             7.2951              120.1874            
41        8.9146              13.3543             22.3017             
42        8.0004              11.2162             33.3550             
43        8.5392              10.7973             43.8833             
44        8.5531              7.6797              51.3942             
45        8.1195              11.9467             63.1434             
46        7.7676              11.8334             22.0942             
47        8.0244              10.7573             32.5259             
48        8.3210              7.6414              39.8876             
49        6.8838              8.2317              47.9458             
50        7.1223              14.9452             22.1004             
51        9.6197              17.1505             36.7987             
52        8.3734              12.9598             49.5845             
53        7.5006              14.6629             64.1071             
54        7.0978              14.4327             78.3576             
55        7.0813              8.7449              86.8204             
56        7.9694              7.9941              87.4056             
57        6.5118              8.0002              86.8620             
58        8.2333              7.2845              81.3481             
59        7.0959              7.1937              64.1199             
60        7.5879              7.1945              62.1366             
61        10.9507             13.5578             24.5449             
62        7.3192              13.4118             33.6602             
63        8.4604              8.8912              42.3668             
64        7.1277              7.7181              49.9424             
65        7.6708              7.6244              53.8722             
66        7.3592              16.4281             23.8195             
67        8.5817              13.1513             36.7919             
68        8.3505              12.5667             49.1380             
69        8.5426              7.8321              54.7002             
70        7.5709              7.7209              62.2081             
71        7.2582              7.6722              69.6828             
72        7.2493              12.2490             19.5326             
73        7.0620              14.4667             33.7093             
74        7.1529              14.5861             48.1116             
75        7.7311              15.3285             63.2303             
76        6.8722              10.3910             73.4127             
77        7.1925              7.7861              80.9460             
78        7.3883              7.6286              88.3778             
