Frame        Inference_Time_ms    Objects_Detected
0                       172.05                  14
1                        29.85                  12
2                        28.72                  12
3                        28.19                  13
4                        28.37                  15
5                        26.85                  15
6                        20.39                  11
7                        20.44                  14
8                        20.34                  13
9                        20.97                  14
10                       20.34                  14
11                       20.33                  14
12                       20.32                  15
13                       20.33                  15
14                       20.34                  14
15                       17.51                  16
16                       14.97                  16
17                       15.14                  16
18                       15.15                  17
19                       15.32                  17
20                       14.84                  14
21                       14.44                  18
22                       14.14                  14
23                       14.12                  15
24                       14.05                  16
25                       14.01                  16
26                       14.00                  14
27                       14.02                  14
28                       13.94                  14
29                       14.21                  17
30                       14.09                  13
31                       14.05                  14
32                       13.99                  14
33                       13.95                  15
34                       13.95                  16
35                       14.23                  15
36                       14.29                  16
37                       14.00                  14
38                       14.02                  15
39                       14.48                  15
40                       14.06                  16
41                       14.11                  14
42                       14.42                  13
43                       14.15                  14
44                       14.00                  14
45                       13.95                  15
46                       13.98                  14
47                       14.14                  13
48                       14.04                  14
49                       14.01                  12
50                       14.01                  14
51                       13.96                  14
52                       13.94                  13
53                       13.95                  15
54                       14.24                  16
55                       14.11                  15
56                       14.00                  15
57                       14.06                  13
58                       14.01                  16
59                       14.01                  16
60                       13.96                  16
61                       13.96                  15
62                       14.01                  16
63                       14.20                  18
64                       14.26                  15
65                       14.01                  16
66                       14.42                  14
67                       14.23                  13
68                       14.25                  14
69                       14.13                  14
70                       14.02                  10
71                       14.01                  10
72                       14.40                  11
73                       14.10                  14
74                       14.10                  14
75                       14.06                  15
76                       14.32                  13
77                       14.50                  15
78                       13.99                  16
79                       14.69                  18
80                       14.26                  14
81                       14.28                  16
82                       14.30                  16
83                       14.54                  18
84                       14.32                  17
85                       14.41                  17
86                       14.41                  15
87                       14.42                  15
88                       14.39                  14
89                       14.42                  18
90                       14.46                  16
91                       14.58                  15
92                       14.52                  16
93                       14.55                  16
94                       14.56                  15
95                       14.51                  17
96                       14.56                  15
97                       14.67                  15
98                       14.64                  15
99                       14.62                  17
100                      15.04                  15
101                      14.48                  16
102                      14.63                  15
103                      15.00                  15
104                      14.70                  16
105                      14.74                  16
106                      14.56                  19
107                      14.56                  21
108                      14.58                  19
109                      14.83                  18
110                      14.87                  16
111                      14.82                  17
112                      14.67                  18
113                      15.10                  13
114                      15.76                  12
115                      15.31                  14
116                      15.06                  15
117                      15.48                  18
118                      15.07                  19
119                      15.36                  17
120                      15.53                  17
121                      15.41                  17
122                      15.21                  16
123                      15.21                  15
124                      15.22                  15
125                      15.07                  15
126                      15.05                  12
127                      14.15                  14
128                      14.02                  15
129                      14.11                  14
130                      14.14                  13
131                      14.02                  15
132                      14.02                  13
133                      14.13                  15
134                      14.19                  15
135                      14.07                  16
136                      14.00                  13
137                      14.20                  14
138                      14.35                  13
139                      14.07                  14
140                      14.15                  13
141                      14.15                  14
142                      14.00                  16
143                      14.03                  15
144                      13.98                  12
145                      13.93                  13
146                      14.37                  16
147                      14.27                  13
148                      14.00                  12
149                      14.04                  12
150                      13.95                  14
151                      13.95                  12
152                      13.92                  15
153                      14.02                  14
154                      14.00                  17
155                      14.27                  14
156                      14.01                  16
157                      14.02                  14
158                      14.20                  12
159                      14.07                  13
160                      14.09                  14
161                      13.99                  14
162                      13.99                  14
163                      13.98                  14
164                      13.96                  15
165                      14.24                  14
166                      14.02                  11
167                      14.27                  13
168                      14.22                  14
169                      14.00                  14
170                      14.41                  15
171                      14.18                  13
172                      14.14                  15
173                      13.97                  15
174                      14.09                  14
175                      14.01                  16
176                      14.02                  13
177                      13.99                  14
178                      14.26                  13
179                      14.07                  15
180                      13.98                  14
181                      14.13                  15
182                      14.63                  15
183                      14.62                  15
184                      14.60                  14
185                      14.61                  15
186                      14.62                  14
187                      14.84                  17
188                      14.81                  16
189                      14.87                  15
190                      14.84                  17
191                      14.69                  17
192                      14.64                  15
193                      14.86                  17
194                      14.92                  17
195                      14.91                  16
196                      14.86                  14
