index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       31.10         8.53          10000       7.21      
2       14.37         9.93          10000       7.21      
3       27.45         9.23          10000       7.21      
4       11.14         15.09         10000       7.21      
5       15.16         9.50          10000       7.21      
6       15.34         7.72          10000       7.04      
7       12.02         14.61         10000       7.04      
8       16.16         9.58          10000       7.04      
9       13.58         9.41          10000       7.04      
10      12.47         31.16         10000       7.04      
11      14.92         9.33          10000       7.10      
12      13.55         26.11         10000       7.10      
13      11.93         14.88         10000       7.10      
14      15.69         8.75          10000       7.10      
15      12.66         14.48         10000       7.10      
16      15.09         9.11          10000       7.18      
17      14.89         17.85         10000       7.18      
18      13.87         13.68         10000       7.18      
19      12.65         17.85         10000       7.18      
20      15.60         9.75          10000       7.18      
21      14.21         9.73          10000       7.39      
22      16.91         10.32         10000       7.39      
23      11.70         23.56         10000       7.39      
24      36.12         9.68          10000       7.39      
25      15.25         17.70         10000       7.39      
26      33.68         9.25          10000       6.26      
27      12.08         21.63         10000       6.26      
28      30.20         8.91          10000       6.26      
29      13.16         9.45          10000       6.26      
30      11.80         14.93         10000       6.26      
31      15.61         18.67         10000       6.36      
32      15.41         16.97         10000       6.36      
33      13.96         10.70         10000       6.36      
34      11.58         14.36         10000       6.36      
35      15.08         8.58          10000       6.36      
36      13.41         16.77         10000       6.11      
37      16.86         25.85         10000       6.11      
38      15.61         9.05          10000       6.11      
39      13.97         9.98          10000       6.11      
40      16.84         9.13          10000       6.11      
41      14.38         9.39          10000       6.08      
42      13.68         9.69          10000       6.08      
43      17.29         8.39          10000       6.08      
44      15.37         17.36         10000       6.08      
45      12.17         14.68         10000       6.08      
46      12.76         10.13         10000       6.36      
47      15.22         9.65          10000       6.36      
48      16.06         8.96          10000       6.36      
49      25.07         13.62         10000       6.36      
50      13.68         9.39          10000       6.36      
51      22.56         8.98          10000       6.72      
52      16.24         17.69         10000       6.72      
53      20.71         11.24         10000       6.72      
54      13.47         17.62         10000       6.72      
55      16.97         9.84          10000       6.72      
56      16.33         17.31         10000       6.53      
57      14.37         17.67         10000       6.53      
58      12.26         13.63         10000       6.53      
59      15.00         10.32         10000       6.53      
60      14.12         9.24          10000       6.53      
61      13.53         21.23         10000       6.18      
62      12.60         13.92         10000       6.18      
63      15.00         10.07         10000       6.18      
64      17.00         9.57          10000       6.18      
65      15.04         17.82         10000       6.18      
66      15.20         9.37          10000       6.23      
67      12.69         14.26         10000       6.23      
68      15.38         18.11         10000       6.23      
69      15.43         9.77          10000       6.23      
70      12.57         23.01         10000       6.23      
71      13.54         10.47         10000       6.66      
72      12.09         14.03         10000       6.66      
73      15.13         9.34          10000       6.66      
74      29.33         8.57          10000       6.66      
75      12.40         18.77         10000       6.66      
76      25.87         16.21         10000       6.44      
77      14.57         9.67          10000       6.44      
78      23.51         8.86          10000       6.44      
79      12.01         22.12         10000       6.44      
80      20.35         9.29          10000       6.44      
81      13.12         10.17         10000       6.26      
82      16.92         17.07         10000       6.26      
83      15.81         8.94          10000       6.26      
84      14.47         9.52          10000       6.26      
85      13.17         9.81          10000       6.26      
86      16.72         9.80          10000       6.31      
87      23.52         5.26          10000       6.31      
88      13.76         9.41          10000       6.31      
89      17.09         8.56          10000       6.31      
90      11.71         39.51         10000       6.31      
91      14.55         17.27         10000       6.23      
92      12.58         9.04          10000       6.23      
93      16.43         24.88         10000       6.23      
94      13.36         11.17         10000       6.23      
95      17.95         28.41         10000       6.23      
96      11.32         30.25         10000       6.78      
