index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       17.92         18.32         20000       6.98      
2       16.23         23.70         20000       6.98      
3       19.69         11.33         20000       6.98      
4       19.10         19.31         20000       6.98      
5       19.47         11.89         20000       6.98      
6       21.03         19.01         20000       7.95      
7       17.46         21.81         20000       7.95      
8       25.90         10.92         20000       7.95      
9       27.42         11.28         20000       7.95      
10      22.89         11.44         20000       7.95      
11      21.90         10.72         20000       7.19      
12      18.88         11.37         20000       7.19      
13      17.34         12.16         20000       7.19      
14      17.05         27.33         20000       7.19      
15      19.22         19.52         20000       7.19      
16      18.26         20.83         20000       6.91      
17      20.19         29.95         20000       6.91      
18      19.07         26.41         20000       6.91      
19      19.01         29.18         20000       6.91      
20      16.48         30.19         20000       6.91      
21      20.55         35.86         20000       7.21      
22      18.35         11.48         20000       7.21      
23      19.38         17.53         20000       7.21      
24      20.31         12.39         20000       7.21      
25      17.00         15.78         20000       7.21      
26      21.13         19.30         20000       6.28      
27      20.05         17.91         20000       6.28      
28      16.62         24.39         20000       6.28      
29      19.91         19.09         20000       6.28      
30      18.95         19.79         20000       6.28      
31      17.13         17.89         20000       7.00      
32      22.02         17.06         20000       7.00      
33      25.45         11.23         20000       7.00      
34      17.85         75.37         20000       7.00      
35      20.58         11.46         20000       7.00      
36      19.61         18.86         20000       6.33      
37      18.99         9.87          20000       6.33      
38      22.02         10.11         20000       6.33      
39      19.68         11.00         20000       6.33      
40      18.70         11.13         20000       6.33      
41      17.24         29.17         20000       6.55      
42      19.30         30.75         20000       6.55      
43      17.68         26.24         20000       6.55      
44      17.01         46.37         20000       6.55      
45      19.11         11.55         20000       6.55      
46      16.60         36.03         20000       6.62      
47      19.00         17.93         20000       6.62      
48      18.32         12.32         20000       6.62      
49      17.99         22.93         20000       6.62      
50      19.52         19.22         20000       6.62      
51      16.96         26.21         20000       6.35      
52      27.76         20.01         20000       6.35      
53      19.91         10.59         20000       6.35      
54      19.42         19.08         20000       6.35      
55      17.41         23.20         20000       6.35      
56      19.71         19.74         20000       6.48      
57      18.96         25.67         20000       6.48      
58      20.83         11.40         20000       6.48      
59      19.41         19.04         20000       6.48      
60      32.31         11.46         20000       6.48      
61      21.20         18.04         20000       6.20      
126     16.25         15.89         20000       6.25      
127     34.94         13.36         20000       6.25      
128     19.45         10.82         20000       6.22      
129     27.95         10.22         20000       6.22      
130     20.27         46.49         20000       6.22      
131     18.29         11.34         20000       6.22      
132     16.28         60.79         20000       6.22      
133     18.86         10.98         20000       6.60      
134     16.92         33.23         20000       6.60      
135     16.58         17.15         20000       6.60      
136     19.74         31.70         20000       6.60      
137     17.64         11.40         20000       6.60      
138     35.80         10.98         20000       6.57      
139     17.93         11.90         20000       6.57      
140     22.03         11.14         20000       6.57      
141     16.60         19.00         20000       6.57      
142     17.59         17.31         20000       6.57      
143     18.02         19.74         20000       6.26      
144     19.91         11.43         20000       6.26      
145     19.64         17.44         20000       6.26      
146     16.84         16.80         20000       6.26      
147     20.56         18.69         20000       6.26      
148     20.93         10.60         20000       6.45      
149     19.69         12.02         20000       6.45      
150     16.56         18.83         20000       6.45      
151     16.96         18.62         20000       6.45      
152     19.12         18.61         20000       6.45      
153     16.69         26.35         20000       6.43      
154     18.95         17.26         20000       6.43      
155     20.36         27.37         20000       6.43      
156     17.13         26.90         20000       6.43      
157     20.73         17.28         20000       6.43      
158     21.44         11.64         20000       6.32      
159     17.34         19.01         20000       6.32      
160     17.28         18.67         20000       6.32      
161     17.53         16.45         20000       6.32      
162     18.60         11.72         20000       6.32      
163     20.44         11.27         20000       6.21      
164     20.45         10.77         20000       6.21      
165     34.22         16.01         20000       6.21      
166     16.91         18.89         20000       6.21      
167     45.03         10.78         20000       6.21      
168     17.95         19.13         20000       6.24      
227     17.10         25.14         20000       6.22      
228     17.80         22.73         20000       6.22      
229     16.42         30.20         20000       6.22      
230     14.82         22.54         20000       6.22      
231     18.22         25.38         20000       6.22      
232     13.83         22.89         20000       6.22      
233     17.86         20.27         20000       6.27      
234     15.96         125.84        20000       6.27      
235     18.93         24.87         20000       6.27      
236     16.85         30.75         20000       6.27      
237     19.75         27.61         20000       6.27      
238     12.56         32.94         20000       6.26      
239     18.73         22.27         20000       6.26      
240     21.71         25.65         20000       6.26      
241     14.93         26.92         20000       6.26      
242     13.92         22.62         20000       6.26      
243     19.36         20.57         20000       6.28      
244     15.22         22.62         20000       6.28      
245     18.81         25.13         20000       6.28      
246     12.53         23.37         20000       6.28      
247     13.45         25.11         20000       6.28      
248     20.57         28.25         20000       6.97      
249     13.70         40.41         20000       6.97      
250     13.87         32.91         20000       6.97      
251     20.34         35.22         20000       6.97      
252     18.69         47.02         20000       6.97      
253     16.26         32.72         20000       6.78      
254     19.61         42.02         20000       6.78      
255     15.55         29.56         20000       6.78      
256     13.27         40.08         20000       6.78      
257     14.00         41.67         20000       6.78      
258     12.12         42.76         20000       6.32      
259     12.90         34.49         20000       6.32      
260     14.74         31.93         20000       6.32      
261     14.61         35.69         20000       6.32      
262     20.65         42.01         20000       6.32      
263     15.44         35.07         20000       6.24      
264     11.85         32.48         20000       6.24      
265     16.48         36.58         20000       6.24      
266     24.23         36.97         20000       6.24      
267     13.01         38.79         20000       6.24      
268     16.53         37.20         20000       6.23      
269     16.75         39.85         20000       6.23      
270     13.33         37.27         20000       6.23      
271     13.42         30.62         20000       6.23      
272     17.41         35.30         20000       6.23      
273     13.83         30.16         20000       6.43      
274     19.22         25.45         20000       6.43      
275     17.19         25.05         20000       6.43      
276     14.02         27.29         20000       6.43      
277     23.99         25.12         20000       6.43      
278     21.37         31.33         20000       6.26      
279     23.61         24.99         20000       6.26      
280     13.87         25.36         20000       6.26      
281     17.57         27.38         20000       6.26      
282     15.48         24.91         20000       6.26      
283     17.23         22.05         20000       6.36      
284     19.71         27.19         20000       6.36      
285     14.68         27.60         20000       6.36      
286     13.71         24.80         20000       6.36      
287     18.78         27.53         20000       6.36      
288     14.44         23.15         20000       6.78      
289     17.10         22.44         20000       6.78      
290     17.61         27.16         20000       6.78      
291     15.80         23.09         20000       6.78      
292     14.53         22.35         20000       6.78      
293     17.32         22.58         20000       6.34      
294     13.31         24.79         20000       6.34      
295     13.01         22.08         20000       6.34      
296     21.34         22.85         20000       6.34      
297     16.71         32.86         20000       6.34      
298     15.13         21.09         20000       6.13      
299     13.72         25.48         20000       6.13      
300     16.93         23.01         20000       6.13      
301     20.06         25.62         20000       6.13      
302     18.53         24.63         20000       6.13      
303     17.68         22.20         20000       6.26      
304     14.06         27.08         20000       6.26      
305     22.65         21.93         20000       6.26      
306     20.67         22.60         20000       6.26      
307     20.92         23.85         20000       6.26      
308     19.44         28.81         20000       6.12      
309     17.49         28.99         20000       6.12      
310     16.41         38.36         20000       6.12      
311     28.06         31.86         20000       6.12      
312     13.68         35.30         20000       6.12      
313     17.59         52.54         20000       6.31      
314     13.61         27.24         20000       6.31      
315     24.50         35.62         20000       6.31      
316     14.18         32.68         20000       6.31      
317     13.11         31.60         20000       6.31      
318     13.28         30.52         20000       6.63      
319     14.88         28.65         20000       6.63      
320     18.29         29.84         20000       6.63      
321     13.97         29.71         20000       6.63      
322     17.91         27.26         20000       6.63      
323     16.04         27.49         20000       6.49      
324     13.76         29.89         20000       6.49      
325     20.37         27.38         20000       6.49      
326     14.09         27.38         20000       6.49      
327     14.92         27.22         20000       6.49      
328     15.55         26.86         20000       6.51      
329     18.44         30.21         20000       6.51      
330     24.13         25.36         20000       6.51      
