index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       20.81         16.04         5000        8.74      
2       17.73         16.11         5000        8.74      
3       25.88         3.82          5000        8.74      
4       19.37         9.04          5000        8.74      
5       17.73         9.41          5000        8.74      
6       22.33         8.16          5000        8.43      
7       20.03         8.62          5000        8.43      
8       18.68         8.63          5000        8.43      
9       17.41         8.39          5000        8.43      
10      32.71         7.89          5000        8.43      
11      19.96         8.74          5000        8.62      
12      28.14         24.44         5000        8.62      
13      21.94         9.43          5000        8.62      
14      26.00         16.03         5000        8.62      
15      19.44         9.55          5000        8.62      
16      23.23         15.78         5000        8.50      
17      21.58         8.51          5000        8.50      
18      20.63         8.77          5000        8.50      
19      19.34         8.40          5000        8.50      
20      18.47         7.85          5000        8.50      
21      21.46         8.73          5000        9.05      
22      19.87         7.88          5000        9.05      
23      17.97         8.39          5000        9.05      
24      21.45         8.26          5000        9.05      
25      19.83         16.35         5000        9.05      
26      16.93         22.60         5000        7.60      
27      20.50         16.79         5000        7.60      
28      18.99         16.75         5000        7.60      
29      17.20         14.04         5000        7.60      
30      20.81         8.23          5000        7.60      
31      19.53         8.35          5000        7.66      
32      18.21         14.06         5000        7.66      
33      17.17         14.26         5000        7.66      
34      21.05         8.73          5000        7.66      
35      35.25         8.42          5000        7.66      
36      19.71         16.99         5000        7.53      
37      32.74         16.63         5000        7.53      
38      21.54         8.97          5000        7.53      
39      29.41         16.22         5000        7.53      
40      18.22         8.97          5000        7.53      
41      27.86         7.92          5000        7.82      
42      20.62         16.46         5000        7.82      
43      23.98         16.04         5000        7.82      
44      17.59         9.33          5000        7.82      
45      20.99         8.61          5000        7.82      
46      19.56         8.50          5000        7.66      
47      18.18         8.70          5000        7.66      
48      21.03         9.47          5000        7.66      
49      20.41         9.14          5000        7.66      
50      17.59         8.55          5000        7.66      
51      19.85         8.79          5000        7.57      
52      19.11         7.72          5000        7.57      
53      17.66         20.94         5000        7.57      
54      21.33         9.06          5000        7.57      
55      19.51         16.29         5000        7.57      
56      17.66         13.81         5000        7.56      
57      16.26         13.42         5000        7.56      
58      20.05         8.96          5000        7.56      
59      19.41         8.64          5000        7.56      
60      16.94         29.75         5000        7.56      
61      18.12         14.40         5000        7.44      
62      36.56         14.60         5000        7.44      
63      19.49         7.94          5000        7.44      
64      32.75         16.75         5000        7.44      
65      21.33         8.49          5000        7.44      
66      29.60         16.78         5000        7.74      
67      18.43         8.93          5000        7.74      
68      26.02         9.12          5000        7.74      
69      19.77         8.96          5000        7.74      
70      23.56         8.49          5000        7.74      
71      21.48         16.75         5000        7.51      
72      20.73         16.94         5000        7.51      
73      19.35         9.42          5000        7.51      
74      18.28         8.77          5000        7.51      
75      20.90         9.00          5000        7.51      
76      19.75         8.64          5000        7.74      
77      18.17         13.28         5000        7.74      
78      24.84         13.72         5000        7.74      
79      16.59         13.72         5000        7.74      
80      18.65         8.71          5000        7.74      
81      17.60         21.52         5000        7.95      
82      20.94         16.96         5000        7.95      
83      19.51         16.16         5000        7.95      
84      17.74         13.60         5000        7.95      
85      18.08         42.90         5000        7.95      
86      21.84         15.55         5000        7.69      
87      20.07         40.26         5000        7.69      
88      17.66         14.61         5000        7.69      
89      18.17         49.57         5000        7.69      
90      21.63         16.43         5000        7.69      
91      34.34         15.86         5000        7.51      
92      23.19         8.20          5000        7.51      
93      30.49         8.09          5000        7.51      
94      20.23         8.93          5000        7.51      
95      28.21         9.04          5000        7.51      
96      17.52         20.78         5000        7.81      
97      26.08         9.37          5000        7.81      
98      19.52         16.53         5000        7.81      
99      23.24         8.23          5000        7.81      
100     16.42         14.13         5000        7.81      
101     19.33         8.44          5000        7.69      
102     18.34         12.71         5000        7.69      
103     17.21         13.55         5000        7.69      
104     20.39         8.05          5000        7.69      
105     18.85         16.60         5000        7.69      
106     17.33         13.46         5000        8.03      
107     21.13         8.59          5000        8.03      
108     19.75         8.91          5000        8.03      
109     18.46         21.89         5000        8.03      
110     17.79         8.53          5000        8.03      
111     16.91         21.39         5000        7.90      
112     20.33         43.84         5000        7.90      
113     17.81         9.42          5000        7.90      
114     16.72         43.71         5000        7.90      
115     28.43         14.56         5000        7.90      
116     18.90         28.25         5000        7.62      
117     17.41         13.82         5000        7.62      
118     36.77         8.02          5000        7.62      
119     20.02         9.84          5000        7.62      
120     42.22         7.82          5000        7.62      
121     18.32         9.48          5000        7.57      
122     31.49         16.28         5000        7.57      
123     20.31         8.87          5000        7.57      
124     29.41         12.84         5000        7.57      
125     17.56         29.34         5000        7.57      
126     18.45         21.08         5000        7.54      
127     18.37         16.73         5000        7.54      
128     16.68         22.46         5000        7.54      
129     20.29         8.51          5000        7.54      
130     18.40         9.64          5000        7.54      
131     22.42         8.88          5000        7.52      
132     21.19         8.40          5000        7.52      
133     20.55         8.89          5000        7.52      
134     19.10         8.40          5000        7.52      
135     17.97         8.37          5000        7.52      
136     20.37         8.86          5000        7.50      
137     20.29         8.69          5000        7.50      
138     18.15         8.99          5000        7.50      
139     16.24         30.73         5000        7.50      
140     20.34         16.33         5000        7.50      
141     19.06         33.66         5000        7.44      
142     17.91         12.73         5000        7.44      
143     20.45         28.88         5000        7.44      
144     18.37         8.82          5000        7.44      
145     17.48         27.90         5000        7.44      
146     17.92         32.68         5000        7.61      
147     33.72         23.95         5000        7.61      
148     18.44         20.97         5000        7.61      
149     30.46         9.60          5000        7.61      
150     18.53         8.68          5000        7.61      
