index   ul_delay_ms   duration_ms   packet_size  sync_rtt_ms
1       17.64         40.16         50000       7.36      
2       36.26         21.18         50000       7.36      
3       19.33         17.11         50000       7.27      
4       17.73         36.07         50000       7.27      
5       20.07         24.75         50000       7.79      
6       15.65         21.07         50000       7.79      
7       18.24         26.73         50000       7.24      
8       20.22         18.52         50000       7.24      
9       17.23         56.71         50000       8.35      
10      19.92         22.63         50000       8.35      
11      17.78         21.33         50000       6.29      
12      20.67         36.01         50000       6.29      
13      34.02         25.49         50000       6.44      
14      16.03         38.89         50000       6.44      
15      19.21         16.12         50000       6.24      
16      15.68         26.35         50000       6.24      
17      16.13         23.29         50000       6.39      
18      19.40         20.46         50000       6.39      
19      20.15         16.23         50000       6.13      
20      18.72         27.68         50000       6.13      
21      20.92         26.68         50000       6.12      
22      20.06         20.17         50000       6.12      
23      19.61         35.64         50000       6.18      
24      29.38         21.73         50000       6.18      
25      18.21         45.52         50000       6.51      
26      19.92         16.50         50000       6.51      
27      25.10         39.32         50000       6.12      
28      19.84         16.14         50000       6.12      
29      20.49         16.62         50000       6.35      
30      18.53         18.50         50000       6.35      
31      36.67         16.24         50000       6.20      
32      22.32         13.59         50000       6.20      
33      17.06         24.20         50000       6.13      
34      20.11         36.29         50000       6.13      
35      18.72         20.99         50000       6.15      
36      17.20         23.49         50000       6.15      
37      15.73         40.61         50000       6.30      
38      16.33         45.22         50000       6.30      
39      19.61         23.99         50000       6.20      
40      17.73         29.41         50000       6.20      
41      16.63         48.85         50000       6.27      
42      34.30         15.52         50000       6.27      
43      17.85         21.78         50000       6.27      
44      20.52         15.91         50000       6.00      
45      15.52         32.23         50000       6.00      
46      19.57         18.01         50000       6.20      
47      17.18         26.89         50000       6.20      
48      21.98         35.26         50000       6.16      
49      19.76         35.26         50000       6.16      
50      42.13         10.96         50000       6.36      
51      16.20         27.72         50000       6.36      
52      19.01         36.42         50000       6.43      
53      31.85         24.08         50000       6.43      
54      19.79         19.86         50000       6.30      
55      17.42         21.16         50000       6.30      
56      20.00         25.77         50000       6.33      
57      20.62         18.28         50000       6.33      
58      17.58         39.29         50000       8.56      
59      20.63         16.19         50000       8.56      
60      17.14         40.93         50000       6.06      
61      19.39         16.26         50000       6.06      
62      16.71         23.89         50000       6.21      
63      20.65         42.45         50000       6.21      
64      29.08         20.42         50000       6.19      
65      16.83         31.69         50000       6.19      
66      16.52         29.37         50000       6.28      
67      19.75         16.34         50000       6.28      
68      17.28         20.26         50000       6.14      
69      16.85         33.43         50000       6.14      
70      19.69         35.39         50000       6.24      
71      31.97         27.77         50000       6.24      
72      19.74         17.76         50000       6.22      
73      17.36         26.51         50000       6.22      
74      20.22         43.48         50000       6.16      
75      18.35         17.98         50000       6.16      
76      20.00         28.25         50000       6.14      
77      16.06         31.87         50000       6.14      
78      19.92         22.36         50000       6.23      
79      20.48         19.85         50000       6.23      
80      18.27         19.26         50000       6.46      
81      20.95         35.54         50000       6.46      
82      34.23         12.44         50000       6.12      
83      16.88         39.58         50000       6.12      
84      19.63         18.19         50000       6.27      
85      19.67         16.80         50000       6.27      
86      17.64         26.11         50000       6.31      
87      24.58         21.55         50000       6.31      
88      18.49         27.52         50000       6.32      
89      33.38         16.22         50000       6.32      
