Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         26.0166             15.4865             41.5494             
2         17.5841             9.6507              53.2087             
3         16.3066             7.5289              55.1712             
4         16.4571             7.9219              71.9125             
5         17.4303             8.0092              89.2948             
6         16.4012             12.5333             110.0107            
7         5.8653              12.2082             122.1752            
8         7.2859              14.1731             136.2767            
9         7.0575              10.7748             146.9702            
10        6.7312              11.1156             95.1835             
11        7.0033              10.4960             105.4720            
12        7.4657              11.6353             120.3233            
13        5.8818              11.7555             132.0492            
14        6.9161              12.3242             149.8186            
15        6.9707              11.0277             160.7638            
16        5.8711              12.3222             178.8115            
17        14.3039             8.6840              164.7659            
18        7.6631              7.3311              161.9113            
19        6.8751              7.6193              144.7164            
20        14.9363             7.1482              146.9172            
21        7.8807              7.4319              136.9514            
22        6.5631              6.9813              127.4245            
23        14.4718             7.2332              121.0440            
24        7.5162              8.4517              104.6852            
25        7.5681              11.6789             19.2868             
26        7.4052              14.1595             30.6408             
27        6.9098              12.5714             43.0160             
28        6.9900              7.3706              50.1565             
29        7.6164              7.3848              57.3353             
30        7.4835              7.4397              53.6042             
31        6.8257              11.5056             18.3613             
32        7.1139              12.9979             28.6754             
33        7.9781              11.7966             40.2273             
34        6.9441              11.3593             51.4620             
35        7.9508              7.6765              58.9925             
36        9.7919              7.3473              66.1940             
37        6.1278              7.1491              73.2245             
38        1.3025              14.6916             16.0258             
40        8.4110              10.6277             26.6120             
41        10.8094             11.6993             38.1375             
42        7.3419              14.7975             52.9183             
43        7.1919              11.8972             64.6981             
44        7.1515              13.2155             77.9070             
45        7.8792              12.4481             90.3468             
46        7.3083              11.6866             101.9561            
47        8.2336              12.4654             114.3934            
48        6.7759              14.6548             128.9398            
49        7.5074              12.2707             141.1167            
50        6.7379              10.2807             151.1777            
51        10.1615             14.7628             171.4313            
52        7.7112              13.6454             184.9000            
53        6.3777              7.7179              192.4341            
54        7.5306              7.6863              187.0213            
55        8.5773              7.4842              175.0693            
56        7.4847              7.6903              163.8075            
57        8.9234              12.0217             164.7142            
58        7.0583              12.5320             163.9011            
59        15.5442             15.4475             161.5357            
60        7.6492              12.2410             156.7404            
61        12.7439             12.1206             127.0500            
62        8.4830              9.0618              68.6930             
63        7.0750              7.2860              75.6315             
64        7.5089              7.5683              82.8577             
65        8.6858              6.9314              89.5724             
66        8.2926              7.3210              96.6717             
67        8.1032              6.9556              89.3202             
68        7.1543              7.3718              82.5864             
69        7.8498              7.1493              76.2303             
70        6.7238              12.9427             19.6982             
71        7.8492              13.8259             33.3801             
72        7.8159              13.1297             46.2756             
73        7.1608              12.0847             58.1793             
74        6.8725              9.1658              67.1091             
75        6.6809              7.3559              73.8579             
76        7.3528              7.0801              63.0709             
77        8.9966              7.4030              53.9860             
78        6.4332              12.7402             45.1721             
79        7.1725              11.9677             23.2616             
80        7.5225              8.1537              31.2219             
81        8.7418              9.3746              25.8002             
82        7.2685              9.7468              17.0452             
83        6.3405              10.5051             20.5778             
84        7.2000              7.6944              15.8306             
85        8.0804              13.6967             21.8109             
86        6.5773              13.0864             31.8647             
87        7.8679              12.3997             44.1634             
88        7.0463              7.6726              51.7124             
89        6.9061              7.4716              59.0634             
90        8.7509              7.7446              63.3170             
91        6.2603              12.0758             18.3786             
92        6.8642              9.8139              27.9590             
93        8.4858              13.4670             41.1149             
94        8.1661              15.0048             55.8584             
95        6.6927              9.0440              64.7321             
96        6.8105              7.6273              72.1921             
97        8.8955              7.4381              48.0939             
98        7.4751              7.7600              49.8006             
99        6.3504              14.1376             20.5493             
100       6.4752              10.2099             30.4226             
101       7.9789              7.6943              37.7397             
102       6.9715              7.5850              45.0617             
103       6.5586              12.5044             19.1192             
104       6.3306              11.9535             28.4705             
105       9.1958              14.9865             43.2905             
106       9.5790              8.1048              51.2736             
107       7.2750              7.8620              58.9789             
108       7.8542              10.0497             68.9035             
109       10.0105             14.0423             24.0865             
110       6.3283              13.9210             37.8848             
111       8.8951              10.3377             48.0546             
112       6.1026              9.2819              48.1223             
113       7.3500              11.9020             59.9275             
114       7.2596              10.6667             52.6515             
115       6.2345              7.2328              39.8701             
116       7.6096              7.7289              32.9824             
117       7.0941              14.7402             40.0906             
118       10.0384             8.6604              21.4064             
119       7.3884              9.0780              20.4985             
120       6.1848              7.7552              15.7542             
121       6.9475              7.6465              14.6257             
122       6.5589              9.6065              16.1970             
123       6.4105              7.6138              14.6532             
124       6.6157              9.5651              16.2091             
125       6.6077              8.0335              17.3937             
126       5.9914              16.0953             22.1155             
127       7.0176              8.1998              27.9939             
128       8.5499              7.5987              35.3288             
129       6.4562              14.9211             21.4090             
130       7.3678              14.1862             32.7764             
131       9.6852              19.2472             51.8712             
132       6.6418              12.6796             64.4493             
133       8.0039              12.9976             77.3395             
134       6.6150              7.5589              84.7605             
135       7.6974              7.8699              66.0271             
136       6.6856              11.2854             60.0369             
137       8.8579              9.9391              57.7410             
138       7.9103              10.5101             55.5341             
139       9.1126              8.2525              38.8045             
140       7.7697              7.7267              31.3869             
141       6.6938              7.3032              26.1831             
142       6.5648              13.4052             20.0001             
143       7.1253              8.6868              23.8107             
144       6.3445              7.5174              18.8503             
145       6.6739              9.6939              16.3970             
146       5.9173              7.6205              16.6403             
147       6.5408              10.1065             16.6784             
148       5.9764              7.9513              17.3300             
149       5.9171              7.8982              13.8439             
150       6.7833              14.0150             20.8303             
151       8.4515              9.5138              20.3200             
152       6.5472              7.6794              22.8392             
153       7.0939              7.6583              14.7842             
154       6.3996              7.7834              14.2144             
155       5.8167              9.2681              15.1136             
156       7.5948              7.9116              15.5368             
157       8.0590              10.0604             18.1479             
158       6.1506              9.6614              17.7976             
159       7.0396              7.5618              14.6362             
160       7.1626              11.3879             18.5808             
