Frame        Inference_Time_ms    Objects_Detected
0                       177.93                  14
1                        31.10                  12
2                        28.73                  12
3                        28.62                  13
4                        28.54                  15
5                        28.55                  15
6                        28.50                  11
7                        28.46                  14
8                        17.09                  13
9                        16.49                  14
10                       16.49                  14
11                       16.48                  14
12                       16.44                  15
13                       16.81                  15
14                       16.48                  14
15                       16.43                  16
16                       16.86                  16
17                       16.32                  17
18                       16.28                  17
19                       16.19                  14
20                       15.86                  14
21                       15.48                  18
22                       14.70                  14
23                       14.52                  15
24                       14.49                  16
25                       14.49                  16
26                       14.37                  14
27                       14.80                  14
28                       14.52                  14
29                       14.44                  17
30                       14.48                  13
31                       14.45                  14
32                       14.36                  14
33                       14.38                  15
34                       14.40                  16
35                       14.38                  15
36                       14.47                  16
37                       14.45                  14
38                       14.64                  15
39                       14.48                  15
40                       14.89                  16
41                       14.73                  14
42                       14.74                  13
43                       14.57                  14
44                       14.46                  14
45                       15.03                  15
46                       14.04                  13
47                       15.00                  14
48                       15.85                  12
49                       15.92                  14
50                       15.88                  14
51                       15.85                  14
52                       15.86                  13
53                       16.02                  15
54                       15.29                  16
55                       14.51                  15
56                       14.61                  15
57                       14.51                  13
58                       14.30                  16
59                       14.31                  16
60                       14.33                  16
61                       14.07                  15
62                       14.52                  16
63                       14.14                  18
64                       14.39                  15
65                       14.33                  16
66                       14.22                  14
67                       14.09                  13
68                       14.04                  14
69                       14.15                  14
70                       14.05                  10
71                       14.04                  10
72                       13.96                  11
73                       13.96                  14
74                       13.93                  14
75                       14.26                  15
76                       14.11                  13
77                       14.20                  15
78                       14.10                  16
79                       14.22                  18
80                       14.10                  14
81                       14.77                  16
82                       14.58                  16
83                       14.49                  18
84                       14.91                  17
85                       14.89                  17
86                       14.52                  15
87                       14.50                  15
88                       14.47                  14
89                       14.36                  18
90                       14.88                  16
91                       14.58                  15
92                       14.56                  16
93                       14.55                  16
94                       14.44                  15
95                       14.49                  17
96                       14.52                  15
97                       14.73                  15
98                       14.49                  15
99                       14.40                  17
100                      14.39                  15
101                      14.47                  16
102                      15.17                  15
103                      14.75                  15
104                      14.23                  16
105                      23.29                  16
106                      30.47                  19
107                      15.34                  21
108                      15.43                  19
109                      14.90                  18
110                      28.93                  16
111                      16.22                  17
112                      15.02                  18
113                      36.09                  13
114                      15.32                  12
115                      14.78                  15
116                      30.71                  14
117                      15.49                  15
118                      14.72                  18
119                      16.88                  19
120                      24.33                  17
121                      15.75                  17
122                      14.89                  16
123                      29.00                  15
124                      16.13                  15
125                      14.48                  15
126                      34.58                  12
127                      15.48                  14
128                      15.40                  15
129                      36.07                  14
130                      15.31                  13
131                      15.05                  15
132                      33.53                  13
133                      18.83                  15
134                      15.28                  15
135                      37.70                  16
136                      15.43                  13
137                      15.26                  14
138                      16.59                  13
139                      29.80                  14
140                      16.27                  13
141                      15.26                  14
142                      26.75                  16
143                      16.01                  15
144                      15.40                  12
145                      32.42                  13
146                      16.05                  16
147                      15.24                  13
148                      38.80                  12
149                      15.49                  12
150                      14.89                  14
151                      31.65                  12
152                      21.29                  15
153                      15.94                  14
154                      35.22                  17
155                      15.55                  14
156                      15.86                  16
157                      14.90                  14
158                      28.98                  12
159                      16.54                  13
160                      15.04                  14
161                      37.06                  14
162                      15.45                  14
163                      15.17                  14
164                      30.75                  15
165                      15.61                  14
166                      15.31                  11
167                      26.48                  13
168                      16.64                  14
169                      16.09                  14
170                      36.56                  15
171                      33.15                  13
172                      15.91                  15
173                      15.66                  15
174                      36.54                  14
175                      16.03                  16
176                      15.29                  13
177                      41.02                  14
178                      20.64                  13
179                      16.02                  15
180                      39.57                  14
181                      17.63                  15
182                      15.84                  15
183                      36.57                  15
184                      27.04                  14
185                      15.94                  15
186                      18.13                  14
187                      34.27                  17
188                      15.75                  16
189                      15.59                  15
190                      40.68                  17
191                      16.06                  17
192                      15.77                  15
193                      39.38                  17
194                      20.45                  17
195                      16.23                  16
196                      38.83                  14
197                      22.87                  14
198                      16.06                  18
199                      41.07                  17
200                      30.57                  14
201                      15.98                  13
202                      30.93                  11
203                      43.89                  11
204                      20.00                  14
205                      41.81                  13
206                      40.78                  14
207                      28.75                  14
208                      43.04                  12
209                      25.90                  13
210                      35.02                  12
211                      44.49                  11
212                      20.35                  11
213                      41.27                  11
214                      40.18                  13
215                      23.47                  13
216                      43.76                  12
217                      28.87                  12
218                      32.64                  13
219                      44.48                  13
220                      20.03                  16
221                      38.68                  16
222                      42.19                  17
223                      15.89                  17
224                      43.78                  13
225                      36.90                  13
226                      28.10                  13
227                      42.38                  13
228                      25.97                  13
229                      35.14                  13
230                      40.18                  14
231                      16.11                  13
232                      27.77                  14
233                      42.63                  14
234                      17.27                  13
235                      15.58                  17
236                      41.36                  15
237                      31.18                  14
238                      16.06                  12
239                      31.06                  13
240                      42.14                  15
241                      15.90                  15
242                      15.59                  14
243                      44.13                  13
244                      18.04                  13
245                      21.30                  13
246                      44.15                  12
247                      26.98                  14
248                      15.99                  13
249                      34.32                  14
250                      39.01                  13
251                      16.07                  13
