Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         25.5596             16.8032             42.3993             
2         16.8744             9.6018              51.9948             
3         16.4693             7.7998              66.5590             
4         16.3871             7.9222              82.9526             
5         16.9062             7.7550              99.5758             
6         16.3434             10.6053             118.6133            
7         5.7966              11.5830             130.1539            
8         7.2548              12.3562             142.4507            
9         7.2269              7.4743              149.8276            
10        7.2708              7.8543              157.6054            
11        7.4945              7.5456              165.0594            
12        2.1655              11.6586             13.8743             
14        5.8144              11.8100             25.6865             
15        6.7904              13.6609             39.3359             
16        6.3808              14.7783             54.0925             
17        7.3985              12.0341             66.0944             
18        6.8003              11.5679             82.5731             
19        7.4135              11.1798             93.7215             
20        6.2368              11.6706             110.5222            
21        7.9010              11.4300             121.9238            
22        6.2455              12.6233             140.2019            
23        14.3235             10.6885             119.9680            
24        7.0596              7.8444              127.6704            
25        6.9831              7.6263              134.9388            
26        14.0163             9.8888              144.6942            
27        7.8205              12.4184             156.9708            
28        6.6578              11.8065             99.5428             
29        14.9703             12.9271             112.2739            
30        7.6920              11.4205             123.4946            
31        6.8995              11.7076             140.5565            
32        8.4620              13.4356             84.8806             
33        7.0523              12.1006             101.9919            
34        8.2328              10.6772             112.5109            
35        7.7611              11.8888             124.1899            
36        6.8413              9.7014              133.6804            
37        6.8115              7.8407              141.3556            
38        6.4272              7.4104              147.0388            
39        14.5737             10.8319             149.7665            
40        7.6100              8.0556              142.2700            
41        8.6195              10.6520             127.2186            
42        14.0483             11.0659             113.7120            
43        7.6181              10.8301             119.2507            
44        6.6356              8.0401              117.2188            
45        8.1452              7.6708              100.0020            
46        6.7043              10.3721             102.8061            
47        6.9606              10.9607             86.4654             
48        7.8957              10.7289             77.3374             
49        7.8846              7.5166              74.8298             
50        8.0905              7.4793              72.2261             
51        9.9327              9.6139              54.1811             
52        7.1577              9.5911              54.0016             
53        8.0889              7.3569              48.9071             
54        7.9339              7.3572              33.8373             
55        7.0607              7.9721              31.7580             
56        7.4023              13.5552             20.9865             
57        6.4378              12.0191             30.4859             
58        8.0415              8.9038              39.2768             
59        7.4340              7.7766              46.9454             
60        8.1040              7.2941              54.0990             
61        10.5042             14.6751             25.2139             
62        7.0683              13.6966             35.3338             
63        7.8670              11.9101             47.0641             
64        7.0822              9.2625              56.1493             
65        7.9259              7.6133              63.5745             
66        8.1232              7.2776              70.5688             
67        8.0503              7.9797              78.3456             
68        0.8778              13.4476             14.3843             
71        8.1725              10.8051             25.1430             
72        8.3865              13.4787             38.6039             
73        8.1331              12.7419             51.3308             
74        6.4532              10.6177             61.9340             
75        7.2231              10.9396             72.8692             
76        6.8591              12.6224             85.3574             
77        9.0293              13.9576             99.1150             
78        7.9905              14.3528             113.3078            
79        7.4138              14.0418             127.1596            
80        8.1038              14.6284             139.9079            
81        7.6515              15.1915             154.8656            
82        8.0588              10.9128             165.5233            
83        7.0868              11.1915             176.5340            
84        6.6547              13.8267             195.7998            
85        8.7120              9.8475              105.4834            
86        6.9650              13.1755             118.5254            
87        7.1920              7.5623              125.9169            
88        8.0391              9.7491              135.5320            
89        7.1285              10.6706             134.8685            
90        9.6651              13.0410             147.4735            
91        6.7847              7.5006              154.8075            
92        8.2353              7.5140              136.5865            
93        7.4366              7.5302              137.8238            
94        14.8228             7.6195              136.3087            
95        7.3071              7.6743              117.2842            
96        6.3212              6.9502              116.6261            
97        8.2983              7.6165              104.7378            
98        8.2486              7.5702              89.6047             
99        6.8702              7.2222              84.3064             
100       6.9805              7.4253              81.8073             
101       7.4865              13.9854             21.5042             
102       8.0073              14.6959             35.2672             
103       8.8728              13.4493             48.4494             
104       6.5618              11.8834             60.1824             
105       7.6112              8.0695              68.0084             
106       6.4573              7.5979              75.4448             
107       7.2104              7.6649              82.9520             
108       7.5550              7.5727              65.3255             
109       8.7641              13.9045             22.7013             
110       6.6902              14.8093             37.3672             
111       8.4268              14.0422             51.1726             
112       7.1762              12.5851             63.4212             
113       6.7160              15.7886             79.0404             
114       6.9905              11.4739             90.3552             
115       7.2832              7.7326              97.9384             
116       8.2061              7.3325              105.0785            
117       6.7889              7.6111              99.5100             
118       7.9756              7.0497              77.0915             
119       6.9332              7.0050              75.0846             
120       6.3778              7.2556              71.6616             
121       7.1796              13.6858             20.8955             
122       6.7944              12.6448             33.4127             
123       8.1427              13.3415             46.6148             
124       7.1069              9.3564              55.8029             
125       7.3596              7.6415              63.2204             
126       7.3849              7.8142              64.9462             
127       6.9912              7.5142              62.0493             
128       7.3388              13.7286             21.0975             
129       7.6714              13.8230             32.2141             
130       8.5495              12.8247             44.8104             
131       6.8288              11.1196             55.8013             
132       7.7394              8.1263              63.7841             
133       10.1235             7.7175              71.2910             
134       7.9049              7.9264              70.9214             
135       6.7417              13.5125             20.2857             
136       7.6783              12.1675             29.6339             
137       9.3745              7.6049              37.0766             
138       8.2160              7.3161              44.2288             
139       6.5885              14.4630             21.0832             
140       7.1238              13.3238             34.1596             
141       8.5550              10.6525             44.6356             
142       6.7355              12.9333             57.3420             
143       9.4844              14.0483             71.1941             
144       8.9948              11.6046             82.6186             
145       6.7929              9.8570              92.3174             
146       6.6994              10.3809             95.0546             
147       8.1803              7.6546              76.9161             
148       6.2621              10.4298             75.3232             
149       6.0560              10.3032             74.7849             
150       6.9301              9.7017              57.5556             
151       6.9772              10.7547             58.5412             
152       5.7099              7.9116              46.6036             
153       8.1209              7.7794              39.2950             
154       8.1063              13.9128             38.2364             
155       6.3694              7.3797              20.8592             
156       6.1143              7.6184              22.3453             
157       8.2887              12.4646             20.7843             
158       6.8747              10.2986             30.9242             
159       8.1771              14.0828             44.8489             
160       9.6685              14.4429             58.9829             
161       6.1064              11.9486             70.7861             
162       6.7798              12.0259             80.8251             
163       7.3304              7.6882              76.4822             
164       6.7584              7.3739              72.4490             
165       5.9154              10.2233             56.6525             
166       8.3207              10.3857             57.5153             
167       7.0347              13.1540             58.5261             
168       7.8245              7.6478              36.2422             
169       9.2700              7.4367              33.6819             
170       7.2942              9.0132              30.3598             
171       6.1253              10.3189             17.2011             
172       7.0974              7.6062              17.1484             
173       6.6250              9.2604              15.9150             
174       6.1129              7.4045              15.9845             
175       5.9612              7.3744              13.3640             
176       6.7918              10.5520             17.3776             
177       7.1386              9.1948              19.1597             
178       7.1284              7.4458              16.7292             
179       6.4593              7.3932              13.8880             
180       5.6076              13.7612             19.3989             
181       8.9360              12.8790             29.9750             
182       6.9797              8.7291              38.5584             
183       6.8855              7.8765              46.2954             
184       7.1743              7.5435              53.7114             
185       7.3521              12.9910             20.3758             
186       7.8020              9.1106              29.2302             
187       8.1306              7.3259              36.2934             
188       8.3182              8.0613              16.4082             
189       6.4818              11.8391             18.3513             
190       6.6927              13.6726             31.8211             
191       7.9342              15.9439             47.3580             
192       8.0926              14.3560             61.2688             
193       8.1862              10.0176             71.0644             
194       8.2558              7.7943              78.5553             
195       6.7681              7.7649              85.9688             
196       7.1716              7.5846              93.4113             
197       8.0756              7.7870              101.0214            
198       7.4746              12.1818             19.6863             
199       6.8281              13.4591             30.4053             
200       8.1242              14.1982             44.4218             
201       6.4494              8.5207              52.8350             
202       7.8114              7.3395              60.0158             
203       7.2437              7.0101              66.8877             
204       6.3945              7.4971              74.2667             
205       3.4374              11.9213             15.3898             
209       8.3519              12.0605             27.3948             
210       7.1399              12.7111             40.0698             
211       7.3748              12.4801             52.5180             
212       7.6079              13.3935             65.8932             
213       8.1991              14.9818             80.8401             
214       6.7259              13.2733             94.0971             
215       7.0857              15.5915             109.6589            
216       6.1652              9.7203              119.3561            
217       7.4074              7.9541              127.2682            
218       6.5165              7.7587              134.9773            
219       7.4778              7.5043              142.4297            
220       6.5204              7.6070              143.4344            
221       7.1550              7.4217              143.3921            
222       6.4738              7.3756              140.6091            
223       7.0029              6.8764              124.2297            
224       6.1371              7.3412              114.2996            
225       6.9094              12.7375             19.7499             
226       7.2458              13.4602             32.9660             
227       7.3533              15.3465             48.1425             
228       6.3998              13.3347             61.3066             
229       9.5636              9.3910              68.3642             
230       6.5081              7.9038              76.0827             
231       7.2243              7.4140              83.3360             
232       8.3590              7.5786              90.6780             
233       6.1801              8.2382              59.3337             
234       7.5297              13.6131             21.1731             
235       6.5797              13.3545             34.2479             
236       8.0432              11.3365             45.3248             
237       7.7306              9.6035              54.8095             
238       7.0059              12.2363             64.9324             
239       6.5508              10.2781             52.9479             
240       6.8441              10.1569             50.3956             
241       9.4211              7.9877              38.7304             
242       7.5517              7.7425              31.4216             
243       8.4080              7.9261              29.3582             
244       7.7385              8.1839              15.9458             
245       6.1063              11.6539             17.7873             
246       8.2287              10.3638             18.6188             
247       6.6750              10.7131             22.1272             
248       6.9722              10.3446             19.8533             
249       7.1380              7.4400              17.4241             
250       6.6731              10.1033             16.8064             
251       7.5407              7.5441              15.1096             
252       6.4655              7.4826              13.9816             
253       8.2468              15.4351             23.7124             
254       8.3898              12.1115             32.6023             
255       7.8321              10.5939             43.0345             
256       8.7216              12.8900             55.7558             
257       7.0588              11.5022             67.0733             
258       7.6818              13.3098             80.2898             
259       7.5053              7.4779              75.7417             
260       7.3345              7.3524              72.2215             
261       8.1240              9.3333              56.7615             
262       7.1276              10.7824             60.0778             
263       7.6112              10.1211             56.0460             
264       8.7051              8.6903              36.5842             
265       7.7299              9.2983              33.0338             
266       7.0876              8.5565              29.2798             
267       6.7467              7.5115              19.4368             
268       6.0171              7.1932              13.2407             
