Frame     Decode Time (ms)    Transcode Time (ms) Encode Time (ms)    Total Time (ms)     
3090      3.2143              13.1492             18.3051             46.9984             
3100      5.3108              7.9588              21.4434             34.7976             
3101      1.5411              10.5985             36.4629             71.2490             
3104      6.0217              14.4481             19.1902             90.4075             
3106      3.5648              11.1205             20.0439             110.4362            
3115      10.9136             10.1569             10.0497             120.4218            
3116      5.7816              8.2293              7.9988              99.8441             
3118      26.0025             6.0314              9.3570              109.1270            
3119      1.9338              4.4055              14.0365             20.4685             
3121      3.2619              4.3916              18.0980             25.8256             
3140      2.5397              4.4157              13.1688             20.1865             
3173      4.4975              8.8475              20.9654             34.3788             
3185      7.8826              6.9985              15.7014             50.0601             
3186      3.1477              4.3824              15.0934             22.7009             
3188      3.4777              4.3667              15.7082             23.6260             
3220      4.5192              4.3845              17.0021             25.9816             
3236      2.4035              8.4937              19.7145             30.6792             
3252      6.2604              8.3774              19.1906             33.9055             
3285      4.9908              8.4185              20.5670             34.0514             
3297      2.5185              11.8277             13.9489             28.5685             
3300      7.4384              8.2583              10.1744             38.7086             
3301      2.4387              4.7440              14.3471             21.6029             
3303      2.5719              10.1011             22.3901             35.1455             
3311      7.7112              17.3822             15.7652             50.8673             
3312      4.4288              8.4587              10.7002             23.7238             
0         2.8232              11.3580             15.8566             30.1503             
3330      5.4786              4.3991              15.5769             25.5372             
3331      5.6102              4.3986              11.7237             21.8158             
3332      5.5698              4.3879              10.7164             20.7576             
3333      5.5538              4.4620              10.8869             20.9849             
3334      5.4974              4.7885              11.9483             22.3113             
3335      5.9867              4.4064              13.6898             24.1781             
3336      5.4798              4.3762              17.1848             27.1220             
3337      4.6133              4.5119              18.1655             27.3825             
3338      1.1734              10.0728             22.7900             47.3189             
3357      2.9803              4.3923              16.8947             24.3432             
0         1.6473              4.7253              15.7766             22.3217             
0         2.9716              4.3943              13.7680             21.2519             
3406      4.5428              4.4182              17.6911             26.7304             
3438      5.2940              4.4699              16.2110             26.0505             
3486      2.5004              4.3788              23.4042             30.3523             
3550      2.5328              4.4051              15.6004             22.6091             
3624      4.2760              4.7225              13.8503             22.9325             
3656      3.3834              4.4096              10.7258             18.5980             
3657      4.1664              4.3911              14.5510             23.1890             
3660      3.3333              4.3963              18.0591             25.8753             
3661      2.6426              4.4472              10.3724             17.5370             
3685      6.7124              4.4026              12.3895             23.6061             
3688      4.8668              4.4200              15.9427             25.3022             
3737      5.0152              4.4211              19.8935             29.4123             
3740      2.6664              4.3639              26.3644             33.4812             
