Frame     Decode Time (ms)    Transcode Time (ms) Encode Time (ms)    Total Time (ms)     
755       7.3216              10.3224             7.8985              76.0113             
756       1.2725              5.9803              19.5790             26.8961             
758       5.1530              10.7615             32.7913             49.2268             
764       7.6384              15.5509             25.7409             74.9542             
767       10.4333             20.0090             19.5528             74.0755             
771       16.5282             13.6281             7.1551              81.1785             
788       3.0568              11.7555             27.5102             42.3899             
791       8.4028              15.2994             18.3546             60.6787             
794       2.9683              6.0263              23.9430             33.0101             
797       4.5452              7.9107              22.3184             34.8379             
800       2.6803              7.9866              31.2742             42.0124             
801       4.7340              9.7034              15.5319             57.5269             
804       3.3328              6.0096              22.1630             31.5673             
807       4.9405              8.0047              18.5977             31.6093             
809       2.8656              6.1821              29.8506             38.9602             
812       7.1500              6.2514              17.3184             40.6794             
815       5.1976              5.9772              17.0430             28.2981             
818       2.9736              11.9158             19.0946             34.6691             
836       4.7526              5.9251              21.5849             34.7352             
837       2.6323              11.1806             29.4373             43.3344             
839       5.5818              11.7476             12.4705             55.7748             
842       2.6195              5.9066              21.6352             30.2262             
843       2.7324              9.6007              21.6420             34.0470             
845       7.0022              19.4181             13.0699             44.7762             
848       5.5623              9.0411              18.9100             33.5963             
851       7.0265              9.4836              13.9988             47.4971             
884       5.8479              6.8903              23.7568             42.2380             
885       2.8320              6.1862              20.7015             29.7900             
887       6.1554              5.9915              27.6463             39.8811             
890       5.1324              12.0885             27.1269             55.2508             
896       7.2724              13.6398             20.9629             42.0608             
899       5.9831              11.9826             12.9053             48.8201             
942       2.5373              11.8340             23.7074             38.1480             
945       8.6870              10.2368             15.1164             53.2406             
946       1.3778              10.0064             16.8268             28.2761             
948       5.1414              9.9827              17.0806             32.2763             
951       7.2588              9.9913              16.0093             33.4197             
954       5.3027              9.9781              15.7543             31.1004             
957       2.8529              11.7998             17.0273             31.7550             
1005      2.8393              6.2283              23.8584             40.4283             
1021      2.7003              7.2143              13.5153             23.5088             
1038      2.4862              7.0316              22.9337             32.5171             
1041      6.6296              6.2692              21.3452             34.3126             
1045      6.4880              6.1567              19.7394             33.2775             
1048      2.9477              7.5473              25.5878             36.1462             
1050      4.7852              11.0672             17.6752             53.7974             
1053      5.5427              11.8020             19.9559             37.3714             
1069      4.5796              10.0435             20.2450             34.9534             
1086      2.7024              10.8835             22.9882             36.6349             
1089      4.6557              11.7272             28.6268             45.0860             
1093      6.5550              10.1771             23.8050             68.7361             
1096      6.6416              10.2403             8.5520              46.4505             
1099      5.6149              7.2000              22.8978             35.8014             
1102      1.8897              9.9850              29.7470             41.7557             
1104      3.0373              10.1089             25.1618             66.8819             
1107      5.6198              14.3694             8.3609              75.1677             
1123      4.6320              9.4082              22.8786             37.0028             
1141      3.6057              7.2758              37.0874             48.0351             
1144      3.7504              9.3634              20.7375             68.7623             
1147      4.1311              9.9290              13.4434             67.1216             
1150      3.0457              12.5357             16.6173             32.2629             
1153      5.0149              14.4705             17.2695             37.4722             
1156      8.3184              11.3344             11.8414             49.2807             
1157      1.0108              6.3910              18.3563             25.8306             
1162      5.5313              11.4822             28.6667             45.7865             
1165      6.1565              10.5858             19.0425             64.7687             
1168      5.1462              10.6339             13.7482             78.4786             
1171      7.2621              10.2904             7.4228              85.8743             
1189      4.5581              6.9865              20.3265             34.3774             
1190      2.3729              8.3290              17.7028             28.5072             
1192      4.9713              9.1842              24.0980             52.5769             
1195      6.6270              7.1332              19.1865             33.0188             
1198      4.9898              8.0086              10.9220             23.9906             
1201      4.0073              10.0373             18.6740             35.4698             
1204      4.8356              16.5658             17.7949             53.2296             
1237      5.8332              6.2444              18.8885             36.2478             
1238      2.3761              8.5804              19.1506             30.1753             
1240      7.7056              16.8727             13.2309             43.3236             
1243      2.7478              7.9550              13.7846             24.5585             
1246      2.6166              5.9425              14.2383             22.8622             
1249      5.1303              7.0062              21.4911             33.7121             
1252      7.1424              12.1966             14.1718             38.9442             
0         4.9853              5.9314              22.2879             36.9601             
1325      4.1854              7.7997              20.5517             32.6045             
1331      2.8994              8.8607              24.6671             36.4865             
1334      2.9752              10.2591             26.7183             63.1477             
1337      9.3862              10.3598             20.3725             41.2113             
1355      5.6688              5.9813              23.3319             39.4171             
1356      1.3728              5.9825              23.8447             31.2626             
1373      5.0638              5.9806              24.0053             35.1102             
1379      4.5518              5.9628              15.7029             26.2809             
1382      4.8589              5.9777              19.9589             30.8659             
1385      2.6418              10.3648             20.6176             33.6883             
1388      4.6799              10.0268             18.6176             33.3895             
1404      2.1526              6.0612              19.1316             27.4125             
1421      2.7686              10.8832             26.7438             40.4664             
1424      5.0668              7.6779              23.7051             42.7227             
1427      5.0462              5.9703              19.8652             30.9568             
1430      5.1067              5.9600              25.8812             37.0278             
1433      7.1254              9.9479              21.8459             45.1256             
1436      2.6961              12.0069             20.6585             35.4466             
1500      3.8001              11.7632             20.9998             36.6305             
1516      1.4730              15.2776             12.5338             29.3604             
1532      2.2931              12.0689             20.7691             40.1768             
1548      6.4843              10.4037             20.3877             42.1923             
1549      1.2490              9.9574              15.2103             26.4757             
1551      5.4326              15.1631             15.3731             36.0652             
1554      7.8254              8.9040              13.0668             49.0235             
1555      2.4798              6.2101              15.5400             24.3171             
1566      2.7360              10.6119             15.5312             28.9485             
1569      2.6582              12.4713             19.9969             36.5656             
1572      8.8666              9.1510              13.1102             49.6285             
1573      1.9345              9.2441              23.5064             34.7453             
1575      8.3983              8.4056              15.6929             50.3802             
1576      1.9756              6.0156              14.6485             22.6957             
1578      5.3364              6.1173              15.8024             27.3270             
1581      2.8876              6.1518              17.5984             26.6944             
1584      4.4680              6.2613              17.5852             28.3759             
1587      4.8825              7.5353              19.1052             31.5876             
1590      4.0383              16.7937             17.2641             45.1853             
1623      5.1190              11.9701             27.8336             44.9921             
1626      3.7990              11.0758             23.8357             68.8112             
1629      5.0974              9.7104              33.3159             58.5288             
1632      5.2669              10.8925             19.1251             57.5010             
1634      10.7722             11.1787             7.7185              65.1232             
1635      1.6932              6.1471              21.0340             28.9433             
1638      2.8627              8.0316              22.2879             34.2035             
1671      2.7279              6.6653              19.1693             30.3506             
1674      5.2952              6.8240              22.0023             34.1881             
1680      4.2559              10.0203             30.0077             44.3463             
1683      8.2881              12.6641             12.4687             56.7699             
1684      2.5788              6.3151              23.8975             32.8576             
1686      5.0394              6.9044              24.9223             36.9410             
1719      2.6188              8.1616              28.5245             42.3907             
1722      3.6144              17.7625             16.1744             54.0896             
1734      16.6045             10.2472             8.5506              62.5574             
1735      3.1771              6.3738              16.0482             25.6793             
1738      4.1798              5.9105              14.5426             24.6940             
1741      2.8374              7.0496              15.7697             25.7143             
1744      3.6589              6.3790              13.7809             24.8004             
1750      2.8451              6.1780              19.7516             28.8365             
1767      2.9284              5.9917              22.2172             31.1960             
1768      2.7461              5.9738              18.3898             27.1678             
1770      2.6766              10.0733             21.3685             34.1907             
1771      4.9543              13.6108             34.2440             68.4216             
1772      6.0812              14.4018             18.5089             86.9372             
1774      6.8197              12.7961             12.9408             93.4506             
1775      7.2926              11.5019             10.2027             76.7785             
1777      6.5496              10.1301             8.8992              75.0750             
1780      4.6461              5.9918              19.5919             30.2980             
1783      8.1971              10.2013             20.6196             42.5311             
1784      8.0287              10.2198             20.5796             63.0974             
1787      3.9260              15.3625             8.7120              71.7968             
1790      5.0330              10.5957             18.4309             34.7547             
1793      7.9002              14.5067             19.8737             54.6204             
1795      11.0715             10.8173             9.8425              49.1551             
1809      2.8799              11.9798             27.5619             42.6547             
1814      3.6855              12.7247             27.9192             70.5927             
1816      4.4947              16.0112             25.7371             96.3526             
1819      6.2380              12.4036             16.7736             113.1263            
1822      8.0292              12.1462             12.4315             125.5613            
1824      7.2240              12.1296             10.1073             135.6487            
1825      7.1956              9.8659              10.4778             125.6270            
1828      8.8595              8.8395              11.3282             92.0728             
1831      5.9855              9.9409              12.0803             104.0985            
1833      2.5427              8.1850              34.8769             45.6756             
1835      3.9894              10.0722             28.9950             74.6485             
1838      4.4181              10.2351             33.2266             107.8654            
1841      9.0947              17.8511             14.6561             122.4937            
1845      7.3774              19.9299             9.1175              131.5796            
1847      8.9777              12.4872             11.9636             103.5504            
1851      7.0841              13.3324             9.3467              77.2361             
1852      6.7850              10.0142             9.0385              82.9228             
1854      2.8068              9.9461              22.6296             36.8778             
1855      5.2061              13.9766             27.8889             61.2040             
1857      10.5320             18.0659             21.5910             82.7676             
1860      11.3548             11.0131             10.7958             78.5279             
1861      7.4017              8.7289              9.3457              48.2727             
1864      7.0409              10.4158             13.2372             30.9041             
1867      3.1453              10.3308             20.5646             34.1048             
1870      3.4678              10.0647             13.9994             28.0762             
1872      2.8063              9.7580              16.1211             28.7523             
1889      5.0470              6.4160              22.9603             34.4923             
1891      12.7318             10.7698             18.2486             41.8360             
1895      2.8466              7.0176              25.3771             35.3130             
1896      4.0504              18.1657             25.3495             60.6413             
1897      14.0826             15.8708             26.6152             69.1085             
1899      5.5059              13.4847             19.6782             67.3054             
1901      6.9017              15.7728             13.5199             57.4884             
1902      2.7778              14.3062             21.2891             39.0845             
1903      4.5686              11.6654             15.7093             46.8474             
1904      3.1229              9.9691              25.4529             38.6146             
1920      2.4699              10.5198             24.7446             43.0159             
1937      2.7399              11.2638             30.7287             47.0797             
1939      4.5878              11.1707             23.3212             70.3943             
1941      4.4150              12.2622             12.3225             77.8619             
1943      4.0843              9.2305              21.9278             35.3127             
1945      2.7164              7.1526              24.8347             34.7630             
1947      4.7621              7.2740              22.4939             36.0413             
1948      3.6501              12.1031             33.9457             51.7994             
1949      6.2525              13.7335             18.1349             69.9436             
1952      8.9550              20.3395             17.2815             87.2015             
1953      5.3063              11.9313             22.5249             49.9473             
1954      6.5691              11.4404             12.3335             62.2281             
1955      10.1066             6.7600              20.8624             37.8139             
1957      2.2394              5.8831              21.5443             29.7317             
1959      5.8694              7.4644              28.8084             45.4298             
1961      2.4684              13.9855             22.6866             68.0900             
1962      13.7762             15.0634             7.4364              59.9703             
1963      2.9001              6.1800              23.6862             32.8351             
1964      2.5910              6.0797              18.6373             29.7938             
1966      6.4432              13.6388             17.2403             37.4435             
1967      2.6221              14.2257             13.4450             33.3773             
1984      2.4367              10.6983             22.7135             35.9125             
1985      2.6067              11.9942             25.5291             40.1985             
1986      3.0299              10.2055             16.0952             56.2975             
1988      2.6915              10.9121             16.2895             31.0469             
1989      2.8597              12.2369             30.2618             45.4261             
1990      4.6328              12.1590             14.3202             59.7175             
1992      3.1010              7.2075              25.0735             35.4492             
1993      3.7062              9.4987              21.9569             57.3779             
1997      4.5212              10.4624             30.8567             45.9121             
2000      7.9127              12.2240             11.8363             57.6727             
2001      2.8444              7.9318              28.2480             39.0963             
2003      4.7149              15.1003             19.3085             58.3864             
2052      4.7758              6.1435              22.9443             40.8614             
2053      3.3006              11.2317             36.5830             51.1830             
2055      4.9106              13.2549             24.8445             76.0426             
2058      8.6030              20.6488             14.3241             90.3591             
2059      16.7161             9.2819              7.5771              97.8512             
2061      2.7431              6.0146              20.2753             29.1197             
2064      5.0441              8.0443              23.5022             36.6616             
2067      6.5051              19.8691             17.0277             53.6178             
2083      4.6912              9.1013              20.5910             34.4523             
2131      1.4590              10.8144             19.1021             31.4402             
2164      2.6456              10.0000             22.5278             39.1391             
2167      5.4517              13.0992             20.2006             38.8222             
2170      5.5849              12.4672             12.7056             51.4748             
2173      5.5235              6.0356              17.6983             29.3432             
2176      2.9713              5.9962              24.5419             33.5843             
2179      5.2209              7.0113              15.6413             27.9369             
2210      2.2975              5.9610              21.8557             36.2543             
2213      5.4187              5.8933              21.7702             33.1588             
2216      3.6707              5.8932              25.2848             34.9141             
2221      5.5255              5.9878              22.0998             33.7487             
2224      2.6996              8.6114              20.2936             31.6901             
2240      5.0202              10.3352             20.7781             39.0021             
2258      2.1444              11.7747             33.5661             50.8008             
2261      2.6528              10.0709             21.8439             72.6576             
2264      6.4785              13.7226             10.1318             82.7050             
2270      10.0883             9.8040              7.7664              74.1221             
2273      3.3571              8.5403              26.1135             38.0789             
2337      2.5330              13.1285             20.5715             41.6003             
2353      2.7140              11.8824             18.5158             36.1455             
2369      2.9073              13.2095             11.9278             39.1410             
2401      5.8967              12.4813             17.0137             35.4931             
2434      2.4945              5.9014              14.9131             23.3702             
2441      8.0487              6.1873              14.5378             28.8439             
2444      5.3765              10.7249             19.2261             35.5352             
2448      5.0541              15.0654             13.8998             49.4078             
2476      2.3808              11.7928             19.9785             39.5164             
2483      8.1869              13.0004             15.3541             54.8428             
2484      2.8121              7.9891              21.7643             32.9648             
2486      10.6603             9.9740              18.0597             38.7735             
2489      2.9933              11.3821             15.9370             30.3852             
2507      2.5635              12.8666             17.3019             32.7946             
2555      2.2143              5.9943              21.4952             29.7687             
2571      5.5384              6.4064              21.8021             43.3870             
2572      1.6258              10.1493             30.3655             44.1461             
2573      4.9342              18.8876             19.0626             63.1792             
2577      8.4938              10.3817             8.0654              71.2242             
2578      3.9954              6.3354              20.4735             30.8721             
2580      3.8991              10.2440             26.6923             40.9009             
2586      9.0946              14.8213             27.2081             68.0134             
2587      2.8661              16.9650             9.1634              77.1461             
2604      2.4893              11.6725             21.5580             40.2707             
2609      8.0609              9.6507              12.8557             53.0656             
2610      1.7072              12.0556             28.1596             42.7092             
2611      7.4708              9.4518              12.2966             54.9662             
2612      2.7110              13.2507             22.4977             39.0531             
2620      7.7298              10.6074             14.7563             53.7656             
2621      5.2235              7.9478              15.3944             29.7197             
2623      4.9578              9.9480              25.8734             40.8459             
2626      8.7504              15.7329             19.1546             45.8262             
2632      13.0854             11.6670             16.6606             62.4510             
2633      2.8312              9.9767              19.3670             32.2468             
2635      5.3348              9.9634              14.5650             29.9302             
2652      4.7204              10.0700             19.8440             34.7019             
2656      5.2289              14.3532             18.8226             38.4770             
2658      4.1866              9.3808              16.0689             54.5413             
2675      2.3821              10.9834             34.1138             65.3948             
2679      7.3175              14.5605             22.4919             87.8732             
2680      9.1995              11.5653             20.5665             108.4512            
2681      4.0851              10.0970             11.8417             51.3993             
2682      5.7671              9.9583              6.9976              55.7506             
2683      2.7948              10.9505             28.9432             42.7668             
2700      5.2843              11.2116             30.3745             54.4608             
2701      1.9983              13.3750             22.6532             78.0711             
2702      4.5564              16.2226             16.3402             94.3815             
2705      7.4129              10.2984             9.9984              104.3034            
2709      9.4593              10.0201             12.7829             117.0332            
2710      2.4788              9.3779              28.4519             40.3875             
2717      8.3288              8.3723              22.9559             63.2838             
2718      7.6363              9.7660              13.3117             34.4865             
2720      5.2436              9.9587              26.9621             42.2899             
2723      10.5914             12.4502             16.9862             43.3835             
2756      3.0801              8.0479              21.0761             37.2436             
2772      5.3633              8.8532              23.4507             37.7345             
2790      6.5992              6.1640              24.7043             41.6913             
2791      2.8778              12.0999             23.8823             41.1644             
2793      8.6530              11.1632             11.1798             52.2471             
2794      2.7141              10.7323             12.7647             27.7826             
2796      2.7388              10.8332             18.0796             31.7303             
2801      7.5236              17.8446             17.4146             49.0545             
2802      4.6444              7.2006              29.1150             41.0249             
0         2.9597              9.4980              21.1619             62.1782             
2805      4.5555              9.8396              20.9831             36.8585             
2837      4.2360              7.7461              20.7909             32.8372             
2853      1.5548              6.2027              27.2933             35.1124             
2925      5.3718              6.3173              20.9466             47.3732             
2926      2.8738              7.0514              19.9743             29.9661             
2928      4.2485              7.4413              20.0797             31.8428             
2932      4.0301              13.0105             21.1680             53.0173             
2940      5.3368              10.5483             17.5939             33.8295             
2956      5.5596              6.1933              17.1555             28.9972             
2989      4.3830              6.1399              18.1195             43.0795             
2990      5.2630              6.8924              14.7040             26.9273             
2992      2.9461              7.7110              17.6131             29.7120             
2995      5.2273              10.1943             12.7338             28.2609             
3011      2.7994              11.7638             14.9163             29.5400             
3029      2.6593              10.2538             20.0267             33.0022             
3036      11.0376             11.0013             12.6444             45.5840             
3037      2.0303              6.2569              15.2850             24.3833             
3039      5.6214              7.9065              13.1096             26.7061             
3040      1.2399              12.3185             24.0681             43.1932             
3042      6.9718              21.1605             16.2440             59.3997             
3045      4.3592              12.1997             9.2302              68.5977             
3084      5.4917              8.0747              22.2167             42.0448             
3085      3.5563              6.0667              16.2636             25.9527             
3087      4.7659              7.7438              18.0130             30.5932             
3090      3.2143              10.4251             18.5657             49.0903             
3100      5.3108              15.8578             39.4323             62.9255             
3101      1.5411              17.3226             38.7555             101.6706            
3104      6.0217              20.6749             19.8597             121.4964            
3106      3.5648              11.0306             15.9947             137.4637            
3115      10.9136             10.1500             7.4659              144.8664            
3116      5.7816              10.3896             7.7548              124.0505            
3118      26.0025             8.7794              7.5360              131.5146            
3119      1.9338              7.2120              23.2774             32.6717             
3121      3.2619              6.0806              23.9929             33.4092             
3140      2.5397              7.0144              20.3836             29.9884             
3173      4.4975              10.8564             29.2907             44.7238             
3185      7.8826              10.9895             17.5831             62.2886             
3186      3.1477              6.8564              23.7997             33.8645             
3188      3.4777              6.0836              24.2281             33.8480             
3220      4.5192              7.7131              19.6182             31.9139             
3236      2.4035              10.4777             20.2060             33.1557             
3252      6.2604              5.9825              20.5215             32.8375             
3285      4.9908              5.9757              23.0899             34.1200             
3297      2.5185              8.9695              22.8746             34.4292             
3300      7.4384              8.9577              13.0212             47.4451             
3301      2.4387              6.1446              20.1045             28.7563             
3303      2.5719              8.4952              22.2486             33.3827             
3311      7.7112              14.8719             16.2425             49.6097             
3312      4.4288              10.5646             15.6254             30.6977             
0         2.8232              12.6539             23.4676             39.0511             
3330      5.4786              6.3110              24.4757             36.3409             
3331      5.6102              6.5139              17.1716             29.3819             
3332      5.5698              8.0437              16.2367             30.5162             
3333      5.5538              6.2092              15.6359             28.9136             
3334      5.4974              6.2718              18.6055             30.4464             
3335      5.9867              6.3144              16.2872             28.6718             
3336      5.4798              6.1720              17.2846             29.0089             
3337      4.6133              6.2064              19.4145             30.3110             
3338      1.1734              10.0108             20.9649             48.3828             
3357      2.9803              6.8635              22.8085             32.7304             
0         1.6473              5.9788              15.2616             22.9660             
0         2.9716              6.1556              22.9196             32.1636             
3406      4.5428              6.9505              20.7091             32.2706             
3438      5.2940              6.1838              23.5119             35.0597             
3486      2.5004              6.3901              22.1367             31.0866             
3550      2.5328              6.0586              25.4913             34.1412             
3624      4.2760              7.8025              18.1423             30.3295             
3656      3.3834              6.3286              15.5020             25.2873             
3657      4.1664              6.1872              17.7415             28.1678             
3660      3.3333              7.0200              20.2701             30.6959             
3661      2.6426              6.1554              15.1497             24.0120             
3685      6.7124              7.2434              17.9333             31.9939             
3688      4.8668              6.0035              15.6138             26.5638             
3737      5.0152              6.0064              20.3827             31.4801             
3740      2.6664              5.8134              25.2893             33.8464             
