index   dl_delay_ms   time_diff_ms    duration_ms   total_ms      packet_size  sync_rtt_ms
72      15.95         -46.06          11.81         27.76         50000       10.44     
73      13.37         -48.64          6.23          19.59         50000       10.44     
74      20.02         -41.99          6.80          26.82         50000       10.44     
75      11.03         -51.05          5.80          16.83         50000       9.78      
76      10.48         -51.60          12.46         22.94         50000       9.78      
77      12.61         -49.47          6.62          19.23         50000       9.78      
78      20.93         -40.85          6.42          27.35         50000       10.63     
79      10.84         -50.93          6.64          17.49         50000       10.63     
80      12.97         -48.81          6.62          19.59         50000       10.63     
81      11.35         -50.71          4.80          16.16         50000       10.71     
82      15.10         -46.96          3.03          18.13         50000       10.71     
83      11.55         -50.51          4.88          16.43         50000       10.71     
84      11.29         -50.38          4.22          15.51         50000       11.35     
85      21.59         -40.07          5.77          27.36         50000       11.35     
86      11.73         -49.93          4.49          16.22         50000       11.35     
87      10.64         -51.23          6.78          17.42         50000       9.53      
88      12.69         -49.18          5.36          18.05         50000       9.53      
89      11.16         -50.72          5.94          17.10         50000       9.53      
90      11.74         -50.22          4.69          16.43         50000       10.35     
91      11.21         -50.76          6.56          17.77         50000       10.35     
92      12.27         -49.69          6.57          18.84         50000       10.35     
93      13.43         -50.18          5.15          18.58         50000       13.29     
94      13.44         -50.17          5.00          18.44         50000       13.29     
95      13.24         -50.37          4.02          17.26         50000       13.29     
96      11.98         -49.91          7.52          19.50         50000       9.57      
97      11.39         -50.50          4.18          15.57         50000       9.57      
98      12.24         -49.65          4.34          16.58         50000       9.57      
99      12.82         -49.02          6.28          19.11         50000       10.28     
100     11.74         -50.11          4.39          16.13         50000       10.28     
101     13.09         -48.76          6.53          19.62         50000       10.28     
102     13.37         -48.23          6.55          19.93         50000       11.00     
103     13.46         -48.14          5.83          19.30         50000       11.00     
104     10.94         -50.66          6.24          17.18         50000       11.00     
105     11.97         -50.08          5.65          17.61         50000       10.70     
106     11.26         -50.79          4.77          16.03         50000       10.70     
107     11.24         -50.81          7.27          18.50         50000       10.70     
108     11.30         -50.64          6.11          17.41         50000       9.94      
109     11.53         -50.40          5.63          17.16         50000       9.94      
110     11.94         -49.99          6.58          18.53         50000       9.94      
111     8.63          -51.29          4.67          13.30         50000       13.56     
112     8.79          -51.12          4.78          13.58         50000       13.56     
113     8.82          -51.10          5.17          13.99         50000       13.56     
114     9.69          -51.23          6.22          15.91         50000       12.59     
115     11.06         -49.85          4.40          15.46         50000       12.59     
116     10.50         -50.42          5.08          15.58         50000       12.59     
117     10.20         -51.64          4.98          15.18         50000       10.95     
118     12.19         -49.64          4.94          17.13         50000       10.95     
119     11.57         -50.26          4.46          16.03         50000       10.95     
120     10.54         -51.50          5.03          15.57         50000       10.39     
121     12.18         -49.86          7.53          19.71         50000       10.39     
122     10.70         -51.34          5.00          15.70         50000       10.39     
123     10.65         -50.67          7.01          17.66         50000       11.65     
124     10.88         -50.44          4.94          15.82         50000       11.65     
125     11.91         -49.41          6.53          18.44         50000       11.65     
126     11.17         -50.61          4.57          15.75         50000       10.01     
127     16.40         -45.38          10.62         27.03         50000       10.01     
128     12.16         -49.62          4.23          16.40         50000       10.01     
129     14.08         -49.93          7.83          21.92         50000       20.61     
130     13.25         -50.76          5.53          18.78         50000       20.61     
131     15.10         -48.91          6.23          21.34         50000       20.61     
132     11.81         -50.20          6.08          17.89         50000       9.88      
133     10.90         -51.10          5.96          16.86         50000       9.88      
134     11.64         -50.37          6.76          18.40         50000       9.88      
135     11.17         -50.88          10.25         21.42         50000       9.85      
136     11.70         -50.34          6.27          17.97         50000       9.85      
137     11.18         -50.86          5.71          16.89         50000       9.85      
138     11.48         -50.53          6.17          17.65         50000       10.30     
139     11.96         -50.05          4.59          16.55         50000       10.30     
140     11.49         -50.52          4.94          16.43         50000       10.30     
141     11.55         -50.40          5.38          16.94         50000       10.53     
142     12.78         -49.18          13.06         25.83         50000       10.53     
143     12.24         -49.71          6.76          19.01         50000       10.53     
144     12.62         -49.78          7.31          19.93         50000       15.37     
145     11.84         -50.56          5.62          17.46         50000       15.37     
146     11.84         -50.56          5.48          17.31         50000       15.37     
147     12.77         -49.22          5.85          18.62         50000       10.03     
148     11.66         -50.33          5.29          16.95         50000       10.03     
149     12.89         -49.11          37.22         50.10         50000       10.03     
150     21.21         -41.60          5.79          27.00         50000       11.77     
151     11.23         -51.58          5.96          17.19         50000       11.77     
152     11.88         -50.93          5.40          17.28         50000       11.77     
153     11.32         -50.64          7.12          18.44         50000       9.84      
154     10.69         -51.26          5.94          16.63         50000       9.84      
155     12.17         -49.79          3.88          16.04         50000       9.84      
156     10.72         -51.15          6.72          17.44         50000       9.72      
157     11.79         -50.08          6.52          18.31         50000       9.72      
158     16.10         -45.76          6.45          22.55         50000       9.72      
159     12.39         -50.85          6.44          18.83         50000       12.16     
160     22.08         -41.16          5.90          27.98         50000       12.16     
161     12.32         -50.92          5.12          17.44         50000       12.16     
162     13.81         -50.24          6.59          20.40         50000       14.25     
163     13.08         -50.96          4.81          17.89         50000       14.25     
164     12.84         -51.21          4.75          17.59         50000       14.25     
165     14.18         -49.04          7.23          21.41         50000       12.20     
166     12.61         -50.61          4.02          16.63         50000       12.20     
167     14.56         -48.66          5.08          19.64         50000       12.20     
168     15.64         -50.17          6.87          22.52         50000       17.75     
169     15.35         -50.46          6.36          21.71         50000       17.75     
170     19.01         -46.81          0.78          19.79         50000       17.75     
171     13.59         -49.10          5.86          19.45         50000       11.55     
172     14.01         -48.68          5.70          19.71         50000       11.55     
173     11.70         -50.99          6.03          17.72         50000       11.55     
174     17.19         -45.78          0.91          18.10         50000       12.62     
175     12.42         -50.55          7.41          19.83         50000       12.62     
176     11.94         -51.03          4.94          16.89         50000       12.62     
177     11.62         -50.27          4.23          15.85         50000       10.14     
178     11.45         -50.45          8.07          19.52         50000       10.14     
179     11.58         -50.32          6.54          18.12         50000       10.14     
180     14.57         -45.57          1.08          15.65         50000       13.08     
181     11.20         -48.94          5.72          16.92         50000       13.08     
182     11.18         -48.96          7.96          19.14         50000       13.08     
183     10.91         -50.86          5.55          16.46         50000       10.76     
184     11.38         -50.39          6.07          17.44         50000       10.76     
185     10.66         -51.11          5.49          16.15         50000       10.76     
186     15.97         -45.75          1.07          17.04         50000       10.65     
187     11.32         -50.40          5.02          16.34         50000       10.65     
188     11.42         -50.30          3.42          14.84         50000       10.65     
189     10.37         -50.03          3.83          14.20         50000       20.16     
190     10.12         -50.27          2.66          12.78         50000       20.16     
191     10.09         -50.30          7.76          17.84         50000       20.16     
192     12.41         -49.30          3.85          16.26         50000       9.36      
193     13.08         -48.63          2.75          15.83         50000       9.36      
194     10.74         -50.97          4.64          15.38         50000       9.36      
195     11.63         -50.30          9.52          21.16         50000       10.16     
196     11.98         -49.96          4.12          16.10         50000       10.16     
197     11.76         -50.18          4.92          16.67         50000       10.16     
198     11.44         -51.35          4.33          15.77         50000       12.26     
199     12.34         -50.46          4.74          17.07         50000       12.26     
200     17.83         -44.97          10.53         28.35         50000       12.26     
201     11.48         -49.87          5.78          17.27         50000       11.77     
202     11.46         -49.89          4.64          16.11         50000       11.77     
203     13.88         -47.48          0.97          14.85         50000       11.77     
204     11.53         -50.53          4.09          15.63         50000       10.43     
205     10.70         -51.37          3.14          13.84         50000       10.43     
206     12.18         -49.89          8.53          20.70         50000       10.43     
207     12.31         -51.16          4.76          17.07         50000       12.87     
208     12.71         -50.76          4.87          17.58         50000       12.87     
209     15.20         -48.28          4.42          19.62         50000       12.87     
210     12.80         -50.62          5.77          18.57         50000       13.08     
211     12.59         -50.83          4.52          17.11         50000       13.08     
212     13.33         -50.09          7.32          20.64         50000       13.08     
213     17.07         -45.28          1.64          18.71         50000       13.36     
214     12.01         -50.34          3.98          15.99         50000       13.36     
215     12.03         -50.32          5.02          17.04         50000       13.36     
216     17.87         -43.85          10.33         28.20         50000       9.99      
217     16.08         -45.64          2.90          18.97         50000       9.99      
218     16.70         -45.01          3.05          19.75         50000       9.99      
219     11.42         -50.41          8.27          19.69         50000       10.16     
220     10.90         -50.92          5.46          16.36         50000       10.16     
221     21.21         -40.61          4.65          25.86         50000       10.16     
222     11.05         -50.89          4.80          15.85         50000       10.18     
223     11.21         -50.73          6.37          17.58         50000       10.18     
224     13.35         -48.59          6.09          19.44         50000       10.18     
225     10.99         -50.84          5.28          16.27         50000       10.63     
226     12.51         -49.33          6.38          18.89         50000       10.63     
227     15.01         -46.83          3.33          18.34         50000       10.63     
228     13.55         -48.15          2.22          15.77         50000       9.79      
229     11.45         -50.25          6.52          17.96         50000       9.79      
230     12.95         -48.75          5.96          18.91         50000       9.79      
231     11.46         -50.54          5.06          16.53         50000       10.34     
232     11.85         -50.15          5.35          17.19         50000       10.34     
233     16.40         -45.60          1.15          17.55         50000       10.34     
234     13.50         -48.45          6.80          20.30         50000       14.79     
235     11.06         -50.89          5.26          16.32         50000       14.79     
236     17.41         -44.54          7.97          25.39         50000       14.79     
237     17.37         -45.95          1.14          18.51         50000       12.78     
238     12.52         -50.80          5.54          18.06         50000       12.78     
239     14.49         -48.83          9.21          23.71         50000       12.78     
240     12.57         -49.33          6.29          18.86         50000       10.13     
241     11.95         -49.95          14.47         26.42         50000       10.13     
242     11.31         -50.59          5.01          16.33         50000       10.13     
243     13.06         -49.86          6.88          19.94         50000       11.82     
244     12.24         -50.68          5.50          17.74         50000       11.82     
245     13.83         -49.09          6.87          20.70         50000       11.82     
246     12.29         -49.67          4.44          16.72         50000       10.10     
247     11.15         -50.81          6.70          17.85         50000       10.10     
248     11.55         -50.40          7.24          18.79         50000       10.10     
249     11.46         -50.43          4.20          15.66         50000       10.20     
250     10.92         -50.98          5.91          16.83         50000       10.20     
251     11.60         -50.29          4.71          16.31         50000       10.20     
252     14.10         -49.72          6.30          20.41         50000       13.36     
253     13.84         -49.98          6.62          20.46         50000       13.36     
254     12.52         -51.31          4.86          17.37         50000       13.36     
255     14.50         -47.32          5.23          19.73         50000       10.27     
256     11.74         -50.09          5.71          17.45         50000       10.27     
257     12.26         -49.57          5.67          17.93         50000       10.27     
258     11.31         -50.42          4.43          15.74         50000       9.55      
259     11.13         -50.60          5.85          16.98         50000       9.55      
260     11.29         -50.44          5.76          17.05         50000       9.55      
261     19.85         -40.99          5.82          25.67         50000       12.34     
262     9.51          -51.34          4.87          14.37         50000       12.34     
263     11.94         -48.90          7.78          19.71         50000       12.34     
264     13.35         -50.23          5.70          19.06         50000       12.96     
265     12.38         -51.20          4.73          17.11         50000       12.96     
266     15.03         -48.56          4.95          19.97         50000       12.96     
267     10.43         -51.16          10.81         21.24         50000       9.80      
268     12.02         -49.57          6.43          18.45         50000       9.80      
269     11.83         -49.76          6.50          18.33         50000       9.80      
270     9.95          -50.71          6.89          16.84         50000       12.23     
271     19.98         -40.68          5.15          25.13         50000       12.23     
272     15.25         -45.41          11.76         27.01         50000       12.23     
273     12.47         -50.90          5.71          18.18         50000       12.80     
274     12.62         -50.75          4.73          17.35         50000       12.80     
275     22.44         -40.93          7.23          29.67         50000       12.80     
276     12.62         -51.07          6.71          19.33         50000       13.74     
277     12.79         -50.90          6.27          19.06         50000       13.74     
278     12.87         -50.83          11.40         24.27         50000       13.74     
279     14.44         -49.78          4.97          19.41         50000       14.73     
280     14.17         -50.06          6.75          20.91         50000       14.73     
281     13.52         -50.70          4.38          17.90         50000       14.73     
282     12.87         -50.07          5.91          18.79         50000       12.21     
283     13.24         -49.70          4.72          17.96         50000       12.21     
284     15.17         -47.77          2.39          17.56         50000       12.21     
285     13.60         -49.99          5.22          18.82         50000       13.47     
286     13.81         -49.78          5.39          19.20         50000       13.47     
287     13.44         -50.14          6.36          19.80         50000       13.47     
288     11.92         -50.13          4.14          16.06         50000       9.95      
289     12.60         -49.45          6.76          19.36         50000       9.95      
290     15.48         -46.57          1.09          16.57         50000       9.95      
291     12.94         -50.67          4.60          17.54         50000       13.41     
292     13.94         -49.66          4.85          18.79         50000       13.41     
293     12.95         -50.66          5.45          18.40         50000       13.41     
294     13.23         -49.50          6.36          19.59         50000       11.76     
295     14.18         -48.55          3.98          18.16         50000       11.76     
296     13.31         -49.61          6.45          19.76         50000       12.23     
297     11.96         -50.95          5.86          17.82         50000       12.23     
298     12.04         -50.87          4.72          16.76         50000       12.23     
299     22.70         -40.88          8.52          31.22         50000       13.36     
300     13.77         -49.81          7.61          21.37         50000       13.36     
301     12.39         -51.19          6.04          18.43         50000       13.36     
302     10.68         -51.30          6.00          16.69         50000       10.32     
303     11.56         -50.43          5.72          17.28         50000       10.32     
304     19.90         -42.09          5.41          25.31         50000       10.32     
305     10.73         -51.26          5.68          16.41         50000       10.77     
306     13.66         -48.33          17.50         31.15         50000       10.77     
307     10.54         -51.45          5.41          15.95         50000       10.77     
308     10.12         -50.42          6.05          16.17         50000       13.52     
309     10.62         -49.92          8.57          19.18         50000       13.52     
310     11.75         -48.79          6.64          18.39         50000       13.52     
311     10.33         -51.44          10.18         20.51         50000       10.12     
312     10.89         -50.88          5.47          16.36         50000       10.12     
313     11.75         -50.02          6.78          18.53         50000       10.12     
314     10.88         -51.21          4.86          15.74         50000       10.70     
315     12.74         -49.35          8.60          21.34         50000       10.70     
316     11.48         -50.61          5.45          16.93         50000       10.70     
317     12.08         -49.76          4.40          16.48         50000       10.52     
318     15.95         -45.89          0.99          16.94         50000       10.52     
319     11.75         -50.09          5.40          17.15         50000       10.52     
320     13.71         -49.17          4.43          18.14         50000       12.50     
321     12.14         -50.74          7.87          20.01         50000       12.50     
322     14.06         -48.82          12.72         26.78         50000       12.50     
323     11.66         -50.25          11.32         22.98         50000       10.80     
324     11.95         -49.96          4.92          16.87         50000       10.80     
325     11.83         -50.08          5.69          17.52         50000       10.80     
326     10.39         -51.44          6.37          16.76         50000       10.58     
327     11.00         -50.83          5.80          16.80         50000       10.58     
328     11.18         -50.65          5.30          16.48         50000       10.58     
329     16.48         -45.57          10.65         27.13         50000       10.60     
330     11.15         -50.90          6.27          17.42         50000       10.60     
331     12.30         -49.75          4.48          16.78         50000       10.60     
332     11.66         -50.15          4.51          16.17         50000       10.80     
333     16.00         -45.81          5.73          21.73         50000       10.80     
334     11.16         -50.65          6.51          17.66         50000       10.80     
335     10.81         -50.98          11.86         22.67         50000       9.98      
336     10.37         -51.42          11.16         21.53         50000       9.98      
337     11.08         -50.71          6.14          17.21         50000       9.98      
338     16.52         -45.58          11.53         28.05         50000       11.52     
339     10.80         -51.29          4.89          15.70         50000       11.52     
340     11.58         -50.51          5.27          16.85         50000       11.52     
341     9.85          -51.48          6.39          16.24         50000       10.36     
342     9.95          -51.38          6.26          16.20         50000       10.36     
343     12.39         -48.93          6.96          19.35         50000       10.36     
344     20.34         -40.97          5.80          26.14         50000       12.67     
345     10.63         -50.69          6.09          16.72         50000       12.67     
346     11.00         -50.31          5.01          16.02         50000       12.67     
347     11.32         -50.70          10.48         21.79         50000       10.55     
348     11.97         -50.05          5.54          17.51         50000       10.55     
349     11.36         -50.66          6.85          18.21         50000       10.55     
350     21.27         -40.53          6.40          27.67         50000       10.92     
351     11.48         -50.32          4.79          16.27         50000       10.92     
352     11.86         -49.94          6.68          18.53         50000       10.92     
353     11.17         -50.35          7.44          18.60         50000       11.05     
354     11.40         -50.12          5.09          16.49         50000       11.05     
355     11.42         -50.10          6.62          18.04         50000       11.05     
356     12.52         -49.42          4.51          17.03         50000       9.99      
357     16.53         -45.41          10.24         26.78         50000       9.99      
358     11.78         -50.17          5.70          17.47         50000       9.99      
359     11.22         -50.41          5.81          17.03         50000       11.23     
360     10.93         -50.70          6.28          17.21         50000       11.23     
361     16.50         -45.13          11.93         28.43         50000       11.23     
362     10.86         -50.90          5.80          16.66         50000       10.91     
363     11.19         -50.57          6.17          17.36         50000       10.91     
364     10.66         -51.11          6.41          17.06         50000       10.91     
365     10.38         -50.18          9.76          20.14         50000       14.58     
366     10.40         -50.15          15.10         25.50         50000       14.58     
367     9.59          -50.97          10.91         20.50         50000       14.58     
368     11.10         -50.62          4.59          15.69         50000       10.55     
369     12.68         -49.04          4.76          17.44         50000       10.55     
370     12.91         -48.81          8.61          21.52         50000       10.55     
371     22.74         -40.81          0.71          23.45         50000       12.73     
372     18.30         -45.25          3.69          21.99         50000       12.73     
373     22.75         -40.80          3.90          26.66         50000       12.73     
374     12.98         -50.60          5.59          18.58         50000       13.32     
375     12.89         -50.70          6.49          19.38         50000       13.32     
376     13.32         -50.27          5.88          19.21         50000       13.32     
377     12.69         -49.27          5.60          18.29         50000       10.32     
378     12.94         -49.02          4.46          17.40         50000       10.32     
379     12.53         -49.42          4.04          16.57         50000       10.32     
380     11.80         -50.68          5.23          17.03         50000       13.04     
381     12.17         -50.31          4.92          17.09         50000       13.04     
382     13.28         -49.20          4.52          17.80         50000       13.04     
383     13.60         -50.12          7.03          20.64         50000       13.42     
384     13.97         -49.76          9.42          23.39         50000       13.42     
385     18.66         -45.06          2.49          21.15         50000       13.42     
386     13.12         -48.86          4.81          17.92         50000       9.96      
387     12.20         -49.78          5.74          17.93         50000       9.96      
388     12.68         -49.29          5.28          17.96         50000       9.96      
389     13.24         -50.13          6.79          20.03         50000       14.01     
390     12.04         -51.33          5.80          17.84         50000       14.01     
391     12.95         -50.42          8.33          21.28         50000       14.01     
392     12.79         -50.04          3.81          16.60         50000       11.96     
393     12.28         -50.56          3.45          15.73         50000       11.96     
394     14.59         -48.25          1.11          15.70         50000       11.96     
395     15.54         -48.02          1.11          16.66         50000       13.19     
396     13.45         -50.11          7.59          21.04         50000       13.19     
397     13.20         -50.36          7.07          20.27         50000       13.19     
398     13.21         -50.40          3.46          16.67         50000       13.53     
399     12.95         -50.66          4.47          17.42         50000       13.53     
