index   dl_delay_ms   time_diff_ms    duration_ms   total_ms      packet_size  sync_rtt_ms
63      21.46         -40.82          0.12          21.58         5000        10.01     
64      20.51         -41.63          0.05          20.56         5000        10.08     
65      20.41         -41.73          0.34          20.75         5000        10.08     
66      10.80         -51.34          3.78          14.58         5000        10.08     
67      11.40         -50.97          0.05          11.45         5000        10.12     
68      14.43         -47.94          0.14          14.57         5000        10.12     
69      12.06         -50.31          0.08          12.14         5000        10.12     
70      11.95         -50.44          0.06          12.01         5000        10.61     
71      16.81         -45.58          0.15          16.96         5000        10.61     
72      16.64         -45.75          0.06          16.70         5000        10.61     
73      11.46         -50.81          0.05          11.51         5000        10.86     
74      20.41         -41.85          0.05          20.46         5000        10.86     
75      11.79         -50.48          0.05          11.83         5000        10.86     
76      14.68         -47.53          0.04          14.72         5000        10.13     
77      11.27         -50.94          0.05          11.32         5000        10.13     
78      11.79         -50.43          0.10          11.89         5000        10.13     
79      12.18         -50.24          8.03          20.21         5000        10.34     
80      13.15         -49.27          0.06          13.21         5000        10.34     
81      11.36         -51.06          0.03          11.39         5000        10.34     
82      11.63         -50.69          0.07          11.70         5000        10.33     
83      12.10         -50.22          0.09          12.19         5000        10.33     
84      11.34         -50.98          3.92          15.26         5000        10.33     
85      13.35         -46.07          0.03          13.37         5000        15.83     
86      10.04         -49.38          0.03          10.07         5000        15.83     
87      8.17          -51.25          4.87          13.03         5000        15.83     
88      11.44         -50.72          0.07          11.51         5000        10.23     
89      11.50         -50.66          0.05          11.55         5000        10.23     
90      10.96         -51.20          6.60          17.56         5000        10.23     
91      11.52         -50.85          0.10          11.62         5000        10.81     
92      12.06         -50.31          0.16          12.22         5000        10.81     
93      12.97         -49.40          0.06          13.03         5000        10.81     
94      11.77         -50.60          0.06          11.83         5000        10.03     
95      12.14         -50.23          0.07          12.21         5000        10.03     
96      11.71         -50.66          0.08          11.79         5000        10.03     
97      11.63         -50.64          0.06          11.69         5000        10.65     
98      16.72         -45.54          0.07          16.79         5000        10.65     
99      10.78         -51.48          5.17          15.95         5000        10.65     
100     12.07         -50.33          6.12          18.20         5000        9.85      
101     13.16         -49.24          0.06          13.22         5000        9.85      
102     10.88         -51.52          4.99          15.88         5000        9.85      
103     11.15         -50.99          0.11          11.27         5000        9.57      
104     11.86         -50.29          0.05          11.91         5000        9.57      
105     11.41         -50.74          0.16          11.57         5000        9.57      
106     11.17         -50.99          0.03          11.20         5000        9.37      
107     10.75         -51.41          0.08          10.83         5000        9.37      
108     11.25         -50.91          7.85          19.10         5000        9.37      
109     12.78         -50.03          0.04          12.82         5000        11.13     
110     12.25         -50.55          0.06          12.30         5000        11.13     
111     18.12         -44.68          2.65          20.76         5000        11.13     
112     13.20         -49.88          5.89          19.10         5000        12.11     
113     12.78         -50.30          0.27          13.05         5000        12.11     
114     16.71         -46.37          0.09          16.81         5000        12.11     
115     17.22         -45.38          0.07          17.29         5000        12.05     
116     12.08         -50.52          0.24          12.32         5000        12.05     
117     11.47         -51.13          4.01          15.48         5000        12.05     
118     11.63         -50.63          0.07          11.70         5000        10.17     
119     12.88         -49.39          0.04          12.92         5000        10.17     
120     11.34         -50.92          5.80          17.14         5000        10.17     
121     12.82         -50.31          0.08          12.91         5000        11.66     
122     17.69         -45.43          0.04          17.74         5000        11.66     
123     12.57         -50.56          0.07          12.64         5000        11.66     
124     12.89         -50.24          0.07          12.96         5000        11.66     
125     10.52         -50.91          0.04          10.56         5000        11.60     
126     10.33         -51.10          5.00          15.34         5000        11.60     
127     10.85         -50.59          5.63          16.47         5000        11.60     
128     12.13         -50.21          0.09          12.22         5000        10.03     
129     11.49         -50.84          0.04          11.53         5000        10.03     
130     15.91         -46.42          0.03          15.94         5000        10.03     
131     13.49         -50.39          0.18          13.67         5000        12.97     
132     13.40         -50.47          0.03          13.43         5000        12.97     
133     14.50         -49.37          2.47          16.98         5000        12.97     
134     16.22         -47.01          0.05          16.28         5000        12.04     
135     12.36         -50.87          0.05          12.41         5000        12.04     
136     12.09         -51.14          5.35          17.44         5000        12.04     
137     11.74         -51.76          7.80          19.54         5000        12.07     
138     13.23         -50.27          4.09          17.32         5000        12.07     
139     13.73         -49.77          5.93          19.66         5000        12.07     
140     18.41         -45.50          0.11          18.51         5000        13.58     
141     17.85         -46.06          0.05          17.91         5000        13.58     
142     17.63         -46.28          0.05          17.68         5000        13.58     
143     11.97         -50.31          0.07          12.04         5000        10.02     
144     12.42         -49.86          0.08          12.50         5000        10.02     
145     11.59         -50.68          0.11          11.70         5000        10.02     
146     13.36         -50.66          0.10          13.46         5000        13.35     
147     13.01         -51.00          4.48          17.49         5000        13.35     
148     12.79         -51.23          5.29          18.07         5000        13.35     
149     13.41         -50.54          4.22          17.63         5000        12.90     
150     13.03         -50.93          3.65          16.67         5000        12.90     
151     12.69         -51.26          4.92          17.61         5000        12.90     
152     12.49         -50.79          5.27          17.76         5000        11.70     
153     12.39         -50.89          4.71          17.10         5000        11.70     
154     13.77         -49.51          0.07          13.85         5000        11.70     
155     12.90         -49.41          0.05          12.95         5000        10.03     
156     12.75         -49.56          0.14          12.89         5000        10.03     
157     11.90         -50.41          5.16          17.06         5000        10.03     
158     14.96         -47.37          0.04          15.01         5000        10.47     
159     15.35         -46.98          0.05          15.40         5000        10.47     
160     12.29         -50.04          0.12          12.41         5000        10.47     
161     12.57         -51.39          4.51          17.07         5000        13.13     
162     13.63         -50.33          0.10          13.73         5000        13.13     
163     13.69         -50.27          0.08          13.77         5000        13.13     
164     13.74         -48.61          1.65          15.40         5000        10.32     
165     15.36         -47.00          0.04          15.39         5000        10.32     
166     11.82         -50.53          0.05          11.88         5000        10.32     
167     13.71         -49.62          0.06          13.76         5000        12.03     
168     16.24         -47.10          0.18          16.41         5000        12.03     
169     12.54         -50.79          0.10          12.64         5000        12.03     
170     13.52         -50.60          0.04          13.56         5000        13.99     
171     15.61         -48.52          0.08          15.69         5000        13.99     
172     13.21         -50.92          0.04          13.25         5000        13.99     
173     11.47         -50.82          2.56          14.04         5000        10.63     
174     11.15         -51.13          2.75          13.90         5000        10.63     
175     11.23         -51.06          1.62          12.85         5000        10.63     
176     11.60         -50.76          0.07          11.67         5000        10.39     
177     11.72         -50.64          0.08          11.80         5000        10.39     
178     11.57         -50.80          0.07          11.64         5000        10.39     
179     12.14         -50.39          0.11          12.25         5000        10.48     
180     11.85         -50.67          0.07          11.93         5000        10.48     
181     17.29         -45.24          0.06          17.34         5000        10.48     
182     16.76         -45.22          0.07          16.83         5000        9.82      
183     12.72         -49.26          0.12          12.84         5000        9.82      
184     11.49         -50.49          0.11          11.60         5000        9.82      
185     11.87         -50.45          0.08          11.95         5000        10.35     
186     11.54         -50.77          0.06          11.60         5000        10.35     
187     13.02         -49.29          0.11          13.14         5000        10.35     
188     14.79         -47.31          0.18          14.97         5000        10.17     
189     11.04         -51.07          0.03          11.07         5000        10.17     
190     11.66         -50.45          0.09          11.76         5000        10.17     
191     13.16         -49.16          5.74          18.90         5000        10.21     
192     11.44         -50.88          3.56          15.00         5000        10.21     
193     17.85         -44.47          0.21          18.05         5000        10.21     
194     12.43         -50.48          0.04          12.48         5000        11.05     
195     17.06         -45.85          0.07          17.13         5000        11.05     
196     13.57         -49.34          0.04          13.61         5000        11.05     
197     11.98         -50.32          0.06          12.04         5000        9.90      
198     11.37         -50.93          0.08          11.46         5000        9.90      
199     11.29         -51.01          3.76          15.05         5000        9.90      
200     16.81         -45.58          0.07          16.88         5000        10.33     
201     11.38         -51.01          3.79          15.16         5000        10.33     
202     16.46         -45.93          0.04          16.50         5000        10.33     
203     11.21         -50.93          4.77          15.99         5000        10.30     
204     11.54         -50.60          5.53          17.07         5000        10.30     
205     11.36         -50.79          3.74          15.10         5000        10.30     
206     11.48         -50.82          0.14          11.62         5000        10.98     
207     11.82         -50.49          4.14          15.96         5000        10.98     
208     11.39         -50.92          4.79          16.18         5000        10.98     
209     11.25         -51.10          4.01          15.26         5000        10.49     
210     11.66         -50.70          0.04          11.70         5000        10.49     
211     11.36         -51.00          3.77          15.13         5000        10.49     
212     13.25         -48.93          0.12          13.38         5000        10.78     
213     10.89         -51.29          0.07          10.96         5000        10.78     
214     11.45         -50.73          0.04          11.49         5000        10.78     
215     11.56         -50.85          5.74          17.30         5000        10.35     
216     14.69         -47.72          0.10          14.79         5000        10.35     
217     11.15         -51.26          1.97          13.12         5000        10.35     
218     10.45         -51.85          3.71          14.16         5000        10.35     
219     11.01         -51.29          0.05          11.06         5000        10.35     
220     11.55         -50.75          1.48          13.03         5000        10.35     
221     11.45         -50.93          2.63          14.08         5000        10.02     
222     12.82         -49.55          0.07          12.90         5000        10.02     
223     11.64         -50.73          0.17          11.81         5000        10.02     
224     12.13         -50.34          0.15          12.27         5000        10.96     
225     11.22         -51.25          0.09          11.31         5000        10.96     
226     11.77         -50.70          2.59          14.36         5000        10.96     
227     13.54         -48.40          0.14          13.68         5000        10.12     
228     11.17         -50.77          0.05          11.22         5000        10.12     
229     11.34         -50.60          0.05          11.39         5000        10.12     
230     11.57         -50.79          0.06          11.63         5000        10.35     
231     11.63         -50.73          2.86          14.49         5000        10.35     
232     11.53         -50.83          0.06          11.58         5000        10.35     
233     12.76         -51.12          5.27          18.03         5000        13.61     
234     14.67         -49.22          0.07          14.74         5000        13.61     
235     13.93         -49.96          5.12          19.05         5000        13.61     
236     11.60         -50.64          0.08          11.68         5000        10.71     
237     11.60         -50.64          0.07          11.67         5000        10.71     
238     11.46         -50.79          3.67          15.12         5000        10.71     
239     20.00         -46.47          0.05          20.04         5000        18.54     
240     15.60         -50.87          0.06          15.66         5000        18.54     
241     15.37         -51.09          3.77          19.14         5000        18.54     
242     14.13         -48.99          3.00          17.13         5000        11.92     
243     12.80         -50.31          0.06          12.87         5000        11.92     
244     12.34         -50.78          0.04          12.38         5000        11.92     
245     12.54         -50.58          0.05          12.59         5000        11.92     
246     14.48         -49.46          5.50          19.98         5000        13.60     
247     13.54         -50.41          0.16          13.71         5000        13.60     
248     13.66         -50.29          0.06          13.72         5000        13.60     
249     12.57         -51.35          4.43          17.00         5000        13.16     
250     16.67         -47.25          0.05          16.72         5000        13.16     
251     13.64         -50.28          0.07          13.70         5000        13.16     
252     12.85         -50.13          0.09          12.94         5000        12.28     
253     14.03         -48.95          0.06          14.09         5000        12.28     
254     13.28         -49.69          3.77          17.05         5000        12.28     
255     138.19        -51.28          4.07          142.26        5000        265.01    
256     139.03        -50.44          0.06          139.09        5000        265.01    
257     139.10        -50.37          0.28          139.37        5000        265.01    
258     142.95        -46.52          0.04          142.99        5000        265.01    
259     92.08         -50.74          0.05          92.13         5000        171.01    
260     92.97         -49.85          3.11          96.08         5000        171.01    
261     92.21         -50.60          0.17          92.38         5000        171.01    
262     28.56         -50.92          0.15          28.71         5000        46.85     
263     29.16         -50.32          0.12          29.28         5000        46.85     
264     28.70         -50.78          4.82          33.52         5000        46.85     
265     12.05         -50.06          0.17          12.22         5000        9.39      
266     17.18         -44.93          0.08          17.26         5000        9.39      
267     11.43         -50.68          0.07          11.49         5000        9.39      
268     10.67         -50.00          0.05          10.73         5000        13.39     
269     11.25         -49.42          0.06          11.31         5000        13.39     
270     9.19          -51.48          5.31          14.50         5000        13.39     
271     11.07         -51.22          5.10          16.16         5000        10.01     
272     12.33         -49.96          0.23          12.56         5000        10.01     
273     13.39         -48.89          0.06          13.45         5000        10.01     
274     10.90         -50.25          0.05          10.95         5000        11.69     
275     10.01         -51.14          2.49          12.50         5000        11.69     
276     11.77         -49.38          0.07          11.84         5000        11.69     
277     9.84          -50.73          6.25          16.09         5000        13.89     
278     10.46         -50.11          0.07          10.53         5000        13.89     
279     9.12          -51.45          4.13          13.25         5000        13.89     
280     11.40         -50.77          0.09          11.49         5000        10.54     
281     11.46         -50.70          6.44          17.90         5000        10.54     
282     11.11         -51.05          0.03          11.14         5000        10.54     
283     22.22         -40.15          0.11          22.34         5000        10.73     
284     11.43         -50.94          0.06          11.49         5000        10.73     
285     11.70         -50.67          0.10          11.80         5000        10.73     
286     11.56         -50.83          5.06          16.62         5000        10.60     
287     11.68         -50.70          3.44          15.12         5000        10.60     
288     11.27         -51.11          5.21          16.48         5000        10.60     
289     11.29         -50.60          5.93          17.22         5000        10.78     
290     14.37         -47.52          0.06          14.43         5000        10.78     
291     11.49         -50.41          0.03          11.51         5000        10.78     
292     14.85         -47.37          0.30          15.16         5000        10.54     
293     16.24         -45.99          0.14          16.38         5000        10.54     
294     11.48         -50.74          0.07          11.55         5000        10.54     
295     12.02         -50.18          4.41          16.42         5000        10.94     
296     11.55         -50.65          5.73          17.27         5000        10.94     
297     11.75         -50.45          0.05          11.79         5000        10.94     
298     12.76         -49.51          3.54          16.30         5000        10.96     
299     16.52         -45.75          0.10          16.62         5000        10.96     
300     11.91         -50.36          0.04          11.95         5000        10.96     
301     10.85         -50.99          0.06          10.91         5000        11.00     
302     11.31         -50.53          0.05          11.37         5000        11.00     
303     11.02         -50.82          0.12          11.14         5000        11.00     
304     12.70         -49.53          0.11          12.81         5000        10.76     
305     12.40         -49.83          0.11          12.51         5000        10.76     
306     11.32         -50.91          0.03          11.35         5000        10.76     
307     11.58         -50.61          0.06          11.64         5000        10.65     
308     11.49         -50.70          5.82          17.32         5000        10.65     
309     11.39         -50.81          3.78          15.16         5000        10.65     
310     12.47         -49.69          0.04          12.51         5000        10.61     
311     11.63         -50.53          5.35          16.98         5000        10.61     
312     12.39         -49.77          5.56          17.95         5000        10.61     
313     16.92         -45.25          0.10          17.02         5000        9.95      
314     11.87         -50.30          0.09          11.96         5000        9.95      
315     11.51         -50.66          0.04          11.55         5000        9.95      
316     11.46         -50.82          3.65          15.11         5000        10.74     
317     10.83         -51.45          0.09          10.91         5000        10.74     
318     11.30         -50.98          0.08          11.38         5000        10.74     
319     14.30         -47.95          0.08          14.38         5000        10.95     
320     11.54         -50.70          0.08          11.63         5000        10.95     
321     17.59         -44.65          0.06          17.65         5000        10.95     
322     14.90         -48.22          0.15          15.05         5000        12.46     
323     12.72         -50.40          0.09          12.81         5000        12.46     
324     12.97         -50.14          3.97          16.95         5000        12.46     
325     13.05         -50.72          4.83          17.89         5000        13.41     
326     13.86         -49.91          0.07          13.93         5000        13.41     
327     13.01         -50.76          0.07          13.08         5000        13.41     
328     11.31         -50.72          1.81          13.11         5000        11.16     
329     10.70         -51.33          3.22          13.93         5000        11.16     
330     10.84         -51.19          3.06          13.89         5000        11.16     
331     11.66         -50.37          0.16          11.82         5000        11.16     
332     11.25         -50.70          3.15          14.40         5000        10.85     
333     11.50         -50.45          0.07          11.58         5000        10.85     
334     11.02         -50.93          2.87          13.89         5000        10.85     
335     10.40         -50.75          0.06          10.45         5000        12.32     
336     11.76         -49.39          0.04          11.80         5000        12.32     
337     10.60         -50.55          0.08          10.68         5000        12.32     
338     11.48         -49.62          0.17          11.65         5000        12.23     
339     9.65          -51.44          2.57          12.23         5000        12.23     
340     11.46         -49.64          1.83          13.29         5000        12.23     
341     16.87         -45.61          0.19          17.06         5000        10.56     
342     11.71         -50.77          10.92         22.63         5000        10.56     
343     13.08         -49.40          0.14          13.22         5000        10.56     
344     11.09         -49.88          0.32          11.40         5000        11.98     
345     10.95         -50.01          5.88          16.83         5000        11.98     
346     10.48         -50.48          0.11          10.60         5000        11.98     
347     14.78         -47.53          0.05          14.83         5000        10.70     
348     11.20         -51.10          3.93          15.13         5000        10.70     
349     11.59         -50.72          5.85          17.43         5000        10.70     
350     11.48         -50.83          0.08          11.56         5000        10.42     
351     12.26         -50.06          0.20          12.46         5000        10.42     
352     11.66         -50.66          0.07          11.72         5000        10.42     
353     12.98         -50.56          0.17          13.15         5000        12.15     
354     13.13         -50.41          3.57          16.69         5000        12.15     
355     14.40         -49.14          0.08          14.47         5000        12.15     
356     13.47         -50.46          0.18          13.65         5000        13.26     
357     13.07         -50.87          3.82          16.88         5000        13.26     
358     13.62         -50.31          0.14          13.75         5000        13.26     
359     10.88         -51.57          5.39          16.27         5000        13.53     
360     13.00         -49.45          0.06          13.06         5000        13.53     
361     12.68         -49.78          0.09          12.77         5000        13.53     
362     11.44         -50.93          0.09          11.52         5000        10.41     
363     12.20         -50.16          0.06          12.26         5000        10.41     
364     19.85         -42.52          0.11          19.96         5000        10.41     
365     11.27         -50.83          0.14          11.41         5000        9.95      
366     11.20         -50.89          0.06          11.26         5000        9.95      
367     11.30         -50.79          0.07          11.37         5000        9.95      
368     11.22         -51.01          0.07          11.29         5000        10.14     
369     21.54         -40.68          0.18          21.72         5000        10.14     
370     11.37         -50.85          0.10          11.47         5000        10.14     
371     20.32         -40.47          0.08          20.40         5000        17.69     
372     9.77          -51.02          4.79          14.56         5000        17.69     
373     9.60          -51.19          0.10          9.71          5000        17.69     
374     20.00         -42.04          0.13          20.13         5000        10.37     
375     11.20         -50.84          0.14          11.34         5000        10.37     
376     11.22         -50.82          0.08          11.29         5000        10.37     
377     21.25         -41.59          0.07          21.32         5000        12.05     
378     11.87         -50.98          0.11          11.98         5000        12.05     
379     11.92         -50.93          0.27          12.18         5000        12.05     
380     20.48         -41.40          0.07          20.54         5000        10.58     
381     11.35         -50.53          0.23          11.59         5000        10.58     
382     11.57         -50.31          1.71          13.28         5000        10.58     
383     12.02         -50.03          0.12          12.14         5000        10.20     
384     11.24         -50.81          0.08          11.32         5000        10.20     
385     11.75         -50.30          0.18          11.92         5000        10.20     
386     11.61         -50.75          0.27          11.88         5000        10.53     
387     12.38         -49.98          0.09          12.46         5000        10.53     
388     11.29         -51.07          1.76          13.05         5000        10.53     
389     14.16         -47.97          0.06          14.22         5000        10.51     
390     11.66         -50.47          0.16          11.82         5000        10.51     
391     11.17         -50.96          4.89          16.06         5000        10.51     
392     10.71         -51.16          5.41          16.12         5000        11.46     
393     11.57         -50.30          5.50          17.06         5000        11.46     
394     10.67         -51.19          4.33          15.00         5000        11.46     
395     11.44         -50.77          5.76          17.19         5000        10.43     
396     12.01         -50.20          3.02          15.03         5000        10.43     
397     11.60         -50.60          0.07          11.67         5000        10.43     
398     11.72         -50.19          0.12          11.84         5000        9.81      
399     10.85         -51.07          0.09          10.94         5000        9.81      
