Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         21.6562             14.0997             35.7874             
2         11.8070             12.6771             48.4567             
3         13.9437             12.0089             60.4981             
4         11.6839             9.4304              69.9591             
5         14.0696             7.4890              81.1148             
6         12.3340             12.4558             98.3854             
7         5.0933              12.3037             110.9635            
8         7.3453              12.2672             123.2426            
9         6.4715              13.6862             136.9542            
10        6.4195              8.4474              145.4291            
11        6.7932              12.4973             161.5940            
12        6.3733              10.8015             172.4260            
13        5.7460              14.8128             188.0859            
14        6.9564              12.4979             203.2032            
15        7.1711              10.6307             213.8666            
16        10.6427             11.1015             228.7102            
17        7.5482              9.6769              238.4019            
18        5.9262              10.8374             249.2414            
19        11.2701             6.0532              255.2956            
20        6.2234              6.1056              261.4096            
21        11.5490             6.1870              267.5906            
22        8.7834              6.4727              274.0638            
23        6.8477              5.9216              279.9265            
24        12.0388             6.4197              286.2975            
25        8.8203              6.6071              292.8460            
26        7.6276              6.2378              299.0453            
27        7.7820              6.0931              305.0953            
28        2.6392              11.7519             14.4273             
30        6.0894              10.2914             24.7370             
31        7.7503              10.9813             35.7354             
32        8.6221              12.7692             48.4921             
33        6.2988              8.4273              56.9057             
34        7.2554              12.1348             69.2886             
35        7.7179              13.4884             82.7358             
36        5.9225              12.4078             95.1079             
37        7.0004              16.5032             111.6116            
38        6.6571              8.9924              120.5982            
39        6.1694              11.2877             131.8672            
40        6.0189              13.3399             145.1621            
41        10.2658             9.7625              154.8449            
42        8.2494              9.0082              167.7006            
43        5.8856              10.8266             178.5078            
44        5.8384              10.1523             188.8982            
45        7.6819              11.5186             202.7177            
46        8.2965              12.7270             215.4261            
47        8.3830              12.5325             231.8457            
48        7.1900              10.2177             242.0502            
49        6.2828              12.1863             256.1014            
50        8.6657              10.2607             266.3314            
51        13.4317             14.2294             280.5068            
52        6.5423              11.0792             294.3968            
53        6.0974              10.9187             305.3324            
54        6.8129              11.1112             319.2523            
55        11.3741             9.0828              328.3402            
56        7.6867              9.5066              337.8485            
