Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         25.9046             17.0648             43.0224             
2         17.0849             9.6920              52.6609             
3         16.7928             7.7461              67.3808             
4         17.0558             7.7642              84.3612             
5         17.4952             8.1341              102.1158            
6         16.9972             13.4627             124.3589            
7         6.8447              13.2597             137.5922            
8         7.0893              12.7851             150.3166            
9         6.4501              11.7843             162.0224            
10        7.4484              11.1698             173.1382            
11        7.6568              13.0856             174.8643            
12        6.8713              11.2857             186.0897            
13        5.0777              12.0030             175.8697            
14        6.3684              12.3603             185.2677            
15        7.8958              14.1190             167.3201            
16        13.5051             10.3315             172.7499            
17        7.5101              13.9813             154.4368            
18        7.6133              9.7054              160.7566            
19        14.7995             10.0645             152.9012            
20        6.7955              11.2560             157.4687            
21        7.7527              8.7203              133.5330            
22        15.3882             8.9318              142.2819            
23        7.4509              7.9295              134.5542            
24        6.3344              7.3764              126.6115            
25        15.3125             13.5988             113.8566            
26        7.0227              8.3991              102.6786            
27        7.6416              7.5163              105.5549            
28        7.8300              11.0155             89.3513             
29        9.1625              9.9478              91.6730             
30        8.2571              7.2184              84.4641             
31        6.7682              10.2683             65.9372             
32        8.2609              11.1735             74.6010             
33        7.9589              8.0411              54.3047             
34        6.6055              7.4586              53.6997             
35        7.8259              7.3815              37.0106             
36        8.2067              11.6192             41.7263             
37        7.6133              9.2865              16.9327             
38        7.4984              7.3347              14.8654             
39        6.3357              10.9995             17.3624             
40        7.7503              7.5257              24.6862             
41        8.3006              9.8547              18.1827             
42        6.7618              7.7427              18.9888             
43        6.7792              10.4799             17.2873             
44        6.7355              7.8801              16.1839             
45        6.5894              12.3575             18.9760             
46        6.5999              8.5854              23.5466             
47        8.8349              7.5178              22.3743             
48        6.7485              14.4938             21.2749             
49        7.1810              13.4967             34.6302             
50        7.9471              13.7455             48.2023             
51        8.7924              10.5842             58.5106             
52        6.9410              11.8926             70.2183             
53        8.1537              12.9164             82.9922             
54        7.2758              12.8007             95.5714             
55        8.2318              12.9646             108.3296            
56        6.9317              11.8317             119.9339            
57        7.4656              10.7993             113.6470            
58        8.2791              10.2595             121.9794            
59        7.9103              9.4013              104.1418            
