Frame        Inference_Time_ms    Objects_Detected
0                       173.10                  13
1                        29.74                  12
2                        28.27                  12
3                        28.17                  13
4                        28.13                  15
5                        28.05                  15
6                        19.87                  11
7                        19.87                  14
8                        19.87                  13
9                        20.04                  14
10                       19.93                  14
11                       19.88                  14
12                       20.14                  15
13                       20.01                  15
14                       19.86                  14
15                       19.61                  15
16                       15.77                  16
17                       15.37                  17
18                       15.41                  17
19                       15.20                  14
20                       15.07                  14
21                       14.66                  18
22                       14.20                  14
23                       14.37                  15
24                       14.04                  16
25                       14.36                  16
26                       14.04                  14
27                       14.53                  14
28                       14.11                  14
29                       14.13                  17
30                       14.22                  13
31                       14.08                  14
32                       14.03                  14
33                       13.96                  15
34                       13.97                  16
35                       13.96                  15
36                       13.94                  16
37                       14.09                  14
38                       14.21                  15
39                       14.51                  15
40                       14.09                  16
41                       15.08                  14
42                       14.11                  13
43                       14.89                  14
44                       14.78                  14
45                       14.23                  15
46                       14.11                  14
47                       14.06                  13
48                       14.27                  14
49                       14.01                  12
50                       14.12                  14
51                       14.06                  14
52                       14.06                  13
53                       14.70                  15
54                       13.99                  15
55                       14.68                  15
56                       14.87                  15
57                       14.42                  13
58                       14.21                  16
59                       14.12                  16
60                       14.12                  16
61                       14.27                  15
62                       14.38                  16
63                       14.15                  18
64                       14.14                  15
65                       14.01                  16
66                       13.95                  14
67                       13.95                  13
68                       13.95                  14
69                       14.00                  14
70                       14.03                  10
71                       13.97                  10
72                       13.95                  11
73                       14.21                  14
74                       14.13                  14
75                       14.06                  15
76                       14.03                  13
77                       14.03                  15
78                       14.01                  16
79                       14.17                  18
80                       14.03                  14
81                       14.19                  16
82                       14.03                  16
83                       14.48                  18
84                       14.21                  17
85                       14.10                  17
86                       14.03                  15
87                       14.04                  15
88                       13.97                  14
89                       13.99                  18
90                       13.96                  16
91                       13.96                  15
92                       14.47                  16
93                       14.11                  16
94                       14.04                  15
95                       14.04                  17
96                       13.94                  15
97                       14.01                  15
98                       14.03                  15
99                       13.97                  17
100                      14.06                  15
101                      14.04                  16
102                      15.42                  15
103                      14.60                  15
104                      14.38                  16
105                      14.17                  16
106                      16.11                  19
107                      34.55                  21
108                      29.98                  19
109                      15.77                  18
110                      15.54                  16
111                      29.90                  17
112                      15.58                  18
113                      29.41                  13
114                      28.97                  12
115                      15.52                  15
116                      15.67                  14
117                      36.06                  15
118                      39.86                  19
119                      21.85                  17
120                      15.52                  17
121                      15.41                  16
122                      35.52                  16
123                      27.40                  15
124                      15.28                  15
125                      14.80                  15
126                      31.21                  12
127                      24.63                  14
128                      15.69                  15
129                      15.60                  14
130                      39.77                  13
131                      15.37                  15
132                      26.12                  13
133                      33.67                  15
134                      15.57                  15
135                      15.14                  16
136                      37.85                  13
137                      16.15                  14
138                      15.61                  13
139                      28.70                  14
140                      14.87                  13
141                      14.41                  14
142                      29.12                  16
143                      15.76                  15
144                      15.21                  12
145                      37.36                  13
146                      15.48                  16
147                      15.14                  13
148                      14.50                  12
149                      39.00                  12
150                      15.48                  12
151                      15.46                  12
152                      15.04                  15
153                      34.70                  14
154                      19.00                  14
155                      15.21                  14
156                      14.90                  16
157                      35.02                  14
158                      15.12                  12
159                      15.71                  14
160                      14.68                  14
161                      29.15                  14
162                      25.24                  14
163                      15.61                  15
164                      15.74                  14
165                      15.43                  14
166                      32.65                  11
167                      25.79                  13
168                      15.45                  14
169                      15.18                  14
170                      28.17                  15
171                      23.50                  13
172                      15.17                  15
173                      15.32                  14
174                      14.64                  14
175                      28.55                  16
176                      15.42                  14
177                      16.00                  14
178                      15.19                  15
179                      33.46                  15
180                      21.47                  14
181                      15.47                  15
182                      15.40                  15
183                      28.50                  15
184                      15.23                  14
185                      14.75                  15
186                      37.34                  14
