index   dl_delay_ms   time_diff_ms    duration_ms   total_ms      packet_size  sync_rtt_ms
79      5.53          -61.00          0.32          5.85          5000        6.84      
80      6.05          -60.48          0.16          6.21          5000        6.84      
81      6.48          -60.05          0.30          6.78          5000        6.84      
82      5.55          -61.04          0.31          5.86          5000        6.80      
83      5.85          -60.75          3.21          9.05          5000        6.80      
84      6.20          -60.39          3.13          9.33          5000        6.80      
85      6.88          -59.72          0.26          7.14          5000        6.80      
86      6.40          -60.23          0.11          6.52          5000        6.84      
87      6.60          -60.04          0.26          6.86          5000        6.84      
88      6.85          -59.79          0.32          7.17          5000        6.84      
89      5.78          -60.86          0.39          6.16          5000        6.84      
90      5.49          -61.15          0.34          5.83          5000        6.84      
91      5.49          -60.92          0.32          5.81          5000        7.29      
92      6.41          -60.00          0.32          6.72          5000        7.29      
93      5.70          -60.71          3.17          8.87          5000        7.29      
94      6.53          -59.88          0.68          7.22          5000        7.29      
95      5.66          -61.04          4.06          9.72          5000        6.87      
96      5.97          -60.73          0.34          6.31          5000        6.87      
97      5.86          -60.84          0.38          6.24          5000        6.87      
98      5.49          -61.21          0.20          5.69          5000        6.87      
99      6.38          -60.32          0.20          6.58          5000        6.87      
100     5.62          -60.94          0.28          5.91          5000        6.83      
101     5.62          -60.95          1.20          6.82          5000        6.83      
102     6.21          -60.36          0.31          6.52          5000        6.83      
103     5.93          -60.64          0.35          6.28          5000        6.83      
104     6.99          -59.65          1.72          8.71          5000        6.77      
105     5.87          -60.77          0.49          6.36          5000        6.77      
106     6.39          -60.25          0.31          6.70          5000        6.77      
107     5.78          -60.86          0.32          6.10          5000        6.77      
108     5.82          -60.82          0.30          6.12          5000        6.77      
109     5.79          -60.76          0.31          6.10          5000        6.90      
110     6.50          -60.05          0.26          6.75          5000        6.90      
111     6.06          -60.49          0.33          6.40          5000        6.90      
112     6.50          -60.05          0.22          6.73          5000        6.90      
113     5.47          -61.22          0.05          5.52          5000        6.64      
114     5.45          -61.24          0.29          5.74          5000        6.64      
115     5.74          -60.94          0.32          6.06          5000        6.64      
116     6.16          -60.52          0.29          6.46          5000        6.64      
117     6.30          -60.39          0.24          6.54          5000        6.64      
118     6.21          -60.29          0.33          6.55          5000        7.08      
119     5.77          -60.73          0.35          6.12          5000        7.08      
120     5.27          -61.23          0.30          5.57          5000        7.08      
121     6.46          -60.05          0.32          6.77          5000        7.08      
122     5.62          -60.92          3.54          9.16          5000        6.88      
123     5.63          -60.90          0.33          5.96          5000        6.88      
124     5.27          -61.26          2.36          7.63          5000        6.88      
125     5.62          -60.91          0.31          5.93          5000        6.88      
126     5.23          -61.30          3.05          8.29          5000        6.88      
127     5.26          -61.27          0.12          5.38          5000        6.94      
128     5.35          -61.18          0.18          5.53          5000        6.94      
129     5.59          -60.93          0.19          5.78          5000        6.94      
130     6.04          -60.48          0.36          6.40          5000        6.94      
131     5.73          -60.96          0.05          5.78          5000        6.81      
132     6.63          -60.06          0.35          6.98          5000        6.81      
133     8.09          -58.60          0.27          8.36          5000        6.81      
134     6.26          -60.43          5.39          11.65         5000        6.81      
135     5.46          -61.23          0.33          5.79          5000        6.81      
136     5.73          -60.81          3.46          9.19          5000        7.06      
137     5.33          -61.21          0.40          5.73          5000        7.06      
138     6.34          -60.20          0.17          6.51          5000        7.06      
139     6.41          -60.13          0.31          6.73          5000        7.06      
140     6.56          -59.95          0.31          6.88          5000        7.11      
141     5.26          -61.26          0.28          5.54          5000        7.11      
142     7.15          -59.36          0.30          7.46          5000        7.11      
143     5.54          -60.97          0.33          5.87          5000        7.11      
144     5.86          -60.66          0.35          6.21          5000        7.11      
145     5.48          -60.98          0.30          5.78          5000        7.10      
146     5.66          -60.80          0.36          6.02          5000        7.10      
147     5.44          -61.02          0.16          5.59          5000        7.10      
148     5.46          -61.00          0.31          5.77          5000        7.10      
149     5.09          -61.55          1.01          6.10          5000        6.84      
150     6.72          -59.91          0.31          7.04          5000        6.84      
151     6.06          -60.58          0.34          6.40          5000        6.84      
152     6.10          -60.54          0.46          6.55          5000        6.84      
153     5.87          -60.77          0.35          6.22          5000        6.84      
154     5.43          -60.99          0.30          5.74          5000        7.08      
155     5.99          -60.43          0.38          6.37          5000        7.08      
156     5.06          -61.36          0.23          5.28          5000        7.08      
157     4.62          -61.80          1.84          6.47          5000        7.08      
158     5.37          -61.18          1.66          7.04          5000        6.95      
159     6.10          -60.45          0.41          6.51          5000        6.95      
160     5.47          -61.08          0.27          5.74          5000        6.95      
161     5.40          -61.15          0.33          5.73          5000        6.95      
162     6.50          -60.05          0.20          6.71          5000        6.95      
163     6.48          -59.99          0.18          6.66          5000        6.83      
164     5.27          -61.20          0.34          5.61          5000        6.83      
165     5.82          -60.65          1.42          7.23          5000        6.83      
166     5.68          -60.79          2.41          8.09          5000        6.83      
167     6.09          -60.50          0.06          6.15          5000        7.01      
168     6.73          -59.86          0.25          6.99          5000        7.01      
169     5.62          -60.97          0.25          5.87          5000        7.01      
170     6.52          -60.08          0.25          6.77          5000        7.01      
171     5.87          -60.72          0.35          6.22          5000        7.01      
172     5.85          -60.58          0.45          6.30          5000        6.98      
173     5.40          -61.03          0.26          5.66          5000        6.98      
174     5.51          -60.92          0.30          5.81          5000        6.98      
175     6.28          -60.15          0.36          6.64          5000        6.98      
176     6.02          -60.43          0.34          6.36          5000        7.29      
177     5.15          -61.29          0.18          5.34          5000        7.29      
178     6.56          -59.89          0.42          6.97          5000        7.29      
179     5.66          -60.78          0.33          5.99          5000        7.29      
180     5.26          -61.18          0.19          5.45          5000        7.29      
181     5.69          -60.56          0.20          5.88          5000        7.45      
182     5.74          -60.50          0.34          6.08          5000        7.45      
183     6.22          -60.02          0.32          6.54          5000        7.45      
184     5.51          -60.74          0.29          5.80          5000        7.45      
185     5.00          -60.69          0.07          5.06          5000        8.58      
186     5.94          -59.75          2.10          8.04          5000        8.58      
187     4.77          -60.91          0.33          5.11          5000        8.58      
188     6.04          -59.65          0.39          6.43          5000        8.58      
189     4.01          -61.68          2.94          6.95          5000        8.58      
190     5.73          -60.53          0.24          5.97          5000        7.03      
191     5.11          -61.15          0.31          5.42          5000        7.03      
192     6.37          -59.89          0.27          6.64          5000        7.03      
193     6.06          -60.19          0.40          6.46          5000        7.03      
194     6.75          -59.77          0.32          7.07          5000        7.00      
195     5.51          -61.01          0.32          5.82          5000        7.00      
196     5.98          -60.54          0.16          6.14          5000        7.00      
197     6.11          -60.41          0.41          6.51          5000        7.00      
198     5.66          -60.86          0.33          5.99          5000        7.00      
199     5.59          -60.86          0.17          5.76          5000        7.17      
200     6.34          -60.10          0.82          7.16          5000        7.17      
201     5.90          -60.55          0.31          6.21          5000        7.17      
202     5.47          -60.98          0.29          5.75          5000        7.17      
203     5.55          -60.95          0.17          5.71          5000        6.98      
204     5.49          -61.01          0.34          5.84          5000        6.98      
205     6.14          -60.36          0.22          6.36          5000        6.98      
206     6.20          -60.30          0.31          6.51          5000        6.98      
207     5.64          -60.86          0.45          6.09          5000        6.98      
208     5.72          -60.71          0.21          5.93          5000        6.88      
209     6.30          -60.13          0.31          6.62          5000        6.88      
210     5.41          -61.02          0.32          5.72          5000        6.88      
211     4.79          -61.64          0.33          5.12          5000        6.88      
212     6.03          -60.29          0.32          6.35          5000        7.16      
213     5.49          -60.83          0.29          5.77          5000        7.16      
214     6.02          -60.30          0.25          6.27          5000        7.16      
215     5.54          -60.78          0.34          5.88          5000        7.16      
216     5.91          -60.41          0.33          6.23          5000        7.16      
217     5.33          -61.15          1.84          7.17          5000        7.00      
218     6.79          -59.68          0.35          7.14          5000        7.00      
219     6.19          -60.29          0.40          6.59          5000        7.00      
220     6.33          -60.14          0.31          6.65          5000        7.00      
221     5.37          -61.08          0.07          5.44          5000        6.96      
222     5.40          -61.04          0.31          5.71          5000        6.96      
223     5.07          -61.37          0.41          5.49          5000        6.96      
224     6.51          -59.93          0.26          6.77          5000        6.96      
225     5.72          -60.73          0.32          6.03          5000        6.96      
226     6.19          -60.48          0.17          6.36          5000        6.99      
227     5.53          -61.14          0.34          5.87          5000        6.99      
228     7.02          -59.65          0.35          7.36          5000        6.99      
229     7.28          -59.39          0.32          7.60          5000        6.99      
230     5.15          -61.07          0.23          5.39          5000        7.31      
231     6.22          -60.01          0.38          6.60          5000        7.31      
232     5.10          -61.13          0.32          5.41          5000        7.31      
233     5.73          -60.50          0.22          5.95          5000        7.31      
234     5.48          -60.74          0.30          5.78          5000        7.31      
235     5.70          -60.83          0.22          5.92          5000        6.80      
236     5.51          -61.03          0.34          5.84          5000        6.80      
237     6.50          -60.03          0.33          6.83          5000        6.80      
238     5.60          -60.93          1.58          7.18          5000        6.80      
239     6.57          -59.96          0.61          7.17          5000        6.93      
240     4.93          -61.60          1.01          5.94          5000        6.93      
241     5.81          -60.72          0.35          6.16          5000        6.93      
242     12.68         -53.85          0.33          13.00         5000        6.93      
243     5.72          -60.81          0.31          6.03          5000        6.93      
244     6.34          -60.15          0.15          6.49          5000        7.02      
245     6.11          -60.39          0.22          6.33          5000        7.02      
246     5.72          -60.77          0.28          6.00          5000        7.02      
247     5.47          -61.02          0.10          5.58          5000        7.02      
248     5.55          -60.99          0.28          5.83          5000        7.01      
249     8.19          -58.35          0.25          8.44          5000        7.01      
250     5.98          -60.56          0.34          6.32          5000        7.01      
251     6.45          -60.09          0.31          6.76          5000        7.01      
252     6.05          -60.49          0.31          6.36          5000        7.01      
253     6.81          -59.66          0.19          7.00          5000        7.06      
254     6.58          -59.90          0.30          6.87          5000        7.06      
255     5.35          -61.13          2.69          8.04          5000        7.06      
256     6.42          -60.06          0.28          6.69          5000        7.06      
257     5.35          -61.05          0.07          5.42          5000        6.96      
258     6.04          -60.36          0.32          6.35          5000        6.96      
259     6.89          -59.51          0.31          7.20          5000        6.96      
260     5.56          -60.84          0.29          5.86          5000        6.96      
261     6.05          -60.35          0.31          6.37          5000        6.96      
262     6.28          -60.26          0.28          6.55          5000        6.87      
263     6.02          -60.51          0.25          6.27          5000        6.87      
264     6.19          -60.35          0.33          6.52          5000        6.87      
265     5.86          -60.68          0.29          6.14          5000        6.87      
266     6.55          -59.84          0.36          6.91          5000        7.04      
267     5.49          -60.90          0.74          6.23          5000        7.04      
268     5.37          -61.02          0.31          5.67          5000        7.04      
269     5.31          -61.08          0.25          5.56          5000        7.04      
270     6.08          -60.31          0.39          6.47          5000        7.04      
271     6.53          -59.97          0.14          6.67          5000        6.83      
272     12.92         -53.58          1.72          14.64         5000        6.83      
273     11.35         -55.16          0.34          11.69         5000        6.83      
274     5.78          -60.72          0.30          6.08          5000        6.83      
275     6.46          -59.96          0.06          6.52          5000        6.93      
276     6.49          -59.92          0.28          6.77          5000        6.93      
277     6.17          -60.24          0.32          6.49          5000        6.93      
278     6.40          -60.01          0.29          6.69          5000        6.93      
279     5.33          -61.09          0.31          5.64          5000        6.93      
280     5.90          -60.46          0.28          6.17          5000        6.99      
281     5.47          -60.89          0.39          5.86          5000        6.99      
282     5.04          -61.32          3.51          8.55          5000        6.99      
283     5.61          -60.75          0.27          5.88          5000        6.99      
284     5.67          -60.67          0.16          5.83          5000        7.22      
285     5.07          -61.27          0.39          5.46          5000        7.22      
286     5.93          -60.41          0.28          6.21          5000        7.22      
287     5.80          -60.54          0.32          6.12          5000        7.22      
288     5.58          -60.76          0.30          5.88          5000        7.22      
289     5.81          -60.58          3.27          9.08          5000        6.93      
290     6.24          -60.15          0.27          6.51          5000        6.93      
291     6.23          -60.16          0.31          6.54          5000        6.93      
292     5.31          -61.08          2.55          7.86          5000        6.93      
293     6.04          -60.77          0.85          6.89          5000        7.40      
294     5.98          -60.83          0.22          6.20          5000        7.40      
295     5.70          -61.11          0.30          6.00          5000        7.40      
296     6.16          -60.65          0.26          6.42          5000        7.40      
297     5.66          -60.82          0.06          5.71          5000        6.72      
298     5.60          -60.88          0.24          5.84          5000        6.72      
299     5.87          -60.61          0.57          6.44          5000        6.72      
300     6.59          -59.89          0.35          6.94          5000        6.72      
301     5.24          -61.24          0.26          5.50          5000        6.72      
302     6.27          -60.32          0.32          6.58          5000        6.90      
303     6.79          -59.80          0.25          7.03          5000        6.90      
304     5.71          -60.88          0.47          6.18          5000        6.90      
305     6.65          -59.94          0.30          6.95          5000        6.90      
306     5.76          -60.64          0.23          5.99          5000        6.88      
307     6.28          -60.12          3.24          9.52          5000        6.88      
308     5.46          -60.95          0.29          5.74          5000        6.88      
309     5.39          -61.01          0.26          5.65          5000        6.88      
310     5.17          -61.24          0.58          5.75          5000        6.88      
311     4.71          -61.65          0.06          4.77          5000        7.00      
312     5.50          -60.86          3.41          8.91          5000        7.00      
313     5.17          -61.19          0.26          5.43          5000        7.00      
314     6.16          -60.21          0.22          6.37          5000        7.00      
315     5.95          -60.41          0.32          6.27          5000        7.00      
316     5.49          -60.89          0.32          5.81          5000        6.93      
317     6.06          -60.32          3.30          9.36          5000        6.93      
318     6.08          -60.30          0.30          6.38          5000        6.93      
319     5.32          -61.07          0.32          5.63          5000        6.93      
320     6.67          -59.84          0.32          7.00          5000        6.93      
321     5.44          -61.08          1.09          6.53          5000        6.93      
322     5.70          -60.82          3.40          9.10          5000        6.93      
323     6.30          -60.22          0.38          6.69          5000        6.93      
324     6.44          -60.08          0.57          7.00          5000        6.93      
325     5.26          -61.17          0.31          5.57          5000        7.15      
326     5.36          -61.07          0.32          5.68          5000        7.15      
327     6.47          -59.96          0.27          6.73          5000        7.15      
328     5.93          -60.50          0.31          6.23          5000        7.15      
329     5.46          -60.97          0.06          5.51          5000        6.86      
330     5.25          -61.17          0.33          5.58          5000        6.86      
331     5.86          -60.56          0.32          6.19          5000        6.86      
332     5.77          -60.65          0.28          6.05          5000        6.86      
333     5.17          -61.24          2.72          7.88          5000        7.06      
334     6.46          -59.94          0.17          6.63          5000        7.06      
335     6.05          -60.36          0.33          6.38          5000        7.06      
336     6.98          -59.43          0.31          7.28          5000        7.06      
337     5.75          -60.65          0.29          6.04          5000        7.06      
338     5.53          -60.88          0.25          5.77          5000        6.85      
339     5.85          -60.56          0.33          6.17          5000        6.85      
340     5.57          -60.83          0.26          5.83          5000        6.85      
341     6.20          -60.21          0.30          6.49          5000        6.85      
342     5.18          -61.09          0.27          5.45          5000        7.08      
343     5.44          -60.83          4.47          9.91          5000        7.08      
344     5.36          -60.90          0.64          6.01          5000        7.08      
345     5.66          -60.61          0.33          5.98          5000        7.08      
346     5.82          -60.45          0.33          6.15          5000        7.08      
347     5.06          -61.17          0.80          5.86          5000        7.07      
348     5.43          -60.80          0.31          5.74          5000        7.07      
349     5.18          -61.05          0.52          5.70          5000        7.07      
350     5.52          -60.71          0.32          5.84          5000        7.07      
351     5.65          -60.77          0.29          5.94          5000        6.81      
352     6.06          -60.36          0.15          6.21          5000        6.81      
353     6.00          -60.42          0.33          6.33          5000        6.81      
354     5.83          -60.59          0.21          6.04          5000        6.81      
355     5.36          -61.06          0.32          5.68          5000        6.81      
356     5.29          -61.30          0.39          5.69          5000        7.21      
357     5.68          -60.91          0.31          5.99          5000        7.21      
358     6.58          -60.01          0.32          6.90          5000        7.21      
359     6.01          -60.58          0.29          6.30          5000        7.21      
360     5.39          -61.02          0.21          5.60          5000        7.14      
361     6.26          -60.15          0.19          6.45          5000        7.14      
362     6.27          -60.14          0.13          6.40          5000        7.14      
363     6.35          -60.06          0.36          6.71          5000        7.14      
364     5.31          -61.10          0.49          5.80          5000        7.14      
365     6.12          -60.28          0.05          6.17          5000        7.06      
366     5.60          -60.80          3.38          8.98          5000        7.06      
367     6.02          -60.38          0.38          6.40          5000        7.06      
368     5.49          -60.91          0.27          5.76          5000        7.06      
369     5.68          -60.75          0.34          6.02          5000        6.96      
370     6.59          -59.84          0.31          6.90          5000        6.96      
371     5.92          -60.51          0.27          6.19          5000        6.96      
372     5.42          -61.01          0.31          5.73          5000        6.96      
373     11.69         -54.74          1.72          13.41         5000        6.96      
374     5.85          -60.56          0.36          6.21          5000        6.93      
375     6.41          -59.99          0.27          6.68          5000        6.93      
376     5.31          -61.10          0.41          5.71          5000        6.93      
377     6.51          -59.89          0.29          6.80          5000        6.93      
378     5.48          -60.86          0.33          5.82          5000        6.94      
379     5.51          -60.83          0.11          5.62          5000        6.94      
380     5.79          -60.55          0.41          6.20          5000        6.94      
381     6.74          -59.60          0.38          7.12          5000        6.94      
382     5.75          -60.59          0.24          5.98          5000        6.94      
383     4.85          -61.60          1.06          5.91          5000        6.68      
384     6.20          -60.24          0.35          6.54          5000        6.68      
385     6.74          -59.71          0.29          7.02          5000        6.68      
386     6.83          -59.61          0.32          7.15          5000        6.68      
387     6.72          -59.58          0.28          7.00          5000        7.03      
388     5.74          -60.56          0.33          6.06          5000        7.03      
389     5.84          -60.45          0.32          6.16          5000        7.03      
390     6.43          -59.86          0.30          6.73          5000        7.03      
391     5.47          -60.83          0.30          5.77          5000        7.03      
392     6.25          -60.24          0.16          6.41          5000        7.23      
393     7.51          -58.98          0.29          7.80          5000        7.23      
394     6.34          -60.15          0.35          6.69          5000        7.23      
395     5.94          -60.55          0.30          6.24          5000        7.23      
396     6.04          -60.63          0.23          6.27          5000        7.45      
397     6.14          -60.53          0.28          6.41          5000        7.45      
398     6.25          -60.41          0.32          6.57          5000        7.45      
399     5.29          -61.37          1.79          7.08          5000        7.45      
400     6.92          -59.74          0.26          7.18          5000        7.45      
