Frame     Decode Time (ms)    Encode Time (ms)    Transcode Time (ms) 
1         20.8801             13.2999             34.2191             
2         12.4731             14.8590             49.1142             
3         14.5381             13.5369             62.6640             
4         14.0659             9.7935              72.4739             
5         12.8030             8.2889              82.9264             
6         11.7185             11.5310             97.8564             
7         5.3986              10.3555             108.2535            
8         7.1954              11.4861             119.7817            
9         7.5363              14.7617             134.5652            
10        6.7176              11.7197             146.3199            
11        7.7990              12.0621             161.2414            
12        6.0221              9.5068              170.7670            
13        4.8922              10.8838             184.5142            
14        6.4203              10.8969             195.7009            
15        6.5073              10.9244             210.0091            
16        9.6904              10.8765             220.9205            
17        7.9884              10.9441             233.3932            
18        6.6652              10.9840             244.3736            
19        10.9288             12.3146             260.4897            
20        6.7189              11.3398             271.8460            
21        7.7509              11.0612             283.0996            
22        10.1381             11.2360             294.3516            
23        6.8048              8.5548              307.1596            
24        6.0651              10.3420             317.8271            
25        11.0113             10.6603             328.4816            
26        8.4245              12.5346             345.0527            
27        7.0867              10.1166             355.1920            
28        10.2051             12.1361             369.8862            
29        6.8444              12.3707             382.2877            
30        6.8777              10.8292             394.9819            
31        12.1434             11.5519             406.5398            
32        7.0325              12.9009             421.7965            
33        7.5848              11.5386             433.3299            
34        12.4328             14.8629             448.3403            
35        6.1446              9.8125              458.1006            
36        7.8804              10.8106             471.7532            
37        7.5526              10.4286             482.2021            
38        10.1512             10.0891             496.2656            
39        6.8525              9.0506              493.5273            
40        7.6870              9.6661              489.4069            
41        13.2248             10.1156             471.5284            
42        6.1508              10.6324             475.4751            
43        7.7865              10.8514             479.7268            
44        10.5676             10.3307             469.9744            
45        7.6704              10.6961             463.8001            
46        6.4552              9.3336              462.4848            
47        11.0843             12.0081             435.7109            
48        7.3699              8.8961              435.8577            
49        5.2707              9.6894              429.1831            
50        12.0091             8.8915              421.5527            
51        10.0979             11.2749             409.5222            
52        6.2169              9.3525              407.9841            
53        10.9770             11.6732             417.2723            
54        7.3095              11.1653             418.9501            
55        7.5771              13.3388             414.1973            
56        10.2809             10.9340             405.1735            
57        7.7920              9.8651              405.4072            
58        8.5035              7.0672              381.9208            
59        8.0131              6.1287              382.9693            
60        6.1576              10.1554             373.3758            
61        15.2971             9.5205              344.9935            
62        6.3815              7.0290              342.0674            
63        8.1819              6.5424              338.5019            
64        8.2826              7.7861              329.8394            
65        9.2582              5.9889              333.7482            
66        13.7786             6.1512              327.3307            
67        7.8422              6.0022              313.1045            
68        7.9907              10.9508             308.2242            
69        8.0017              6.0328              292.1303            
70        8.2598              8.8623              286.7441            
71        6.7529              6.5475              274.0197            
72        10.7453             8.4377              266.1395            
73        6.9578              6.4719              259.6873            
74        6.6133              10.4704             249.0080            
75        9.9913              9.4882              242.2606            
76        8.2276              7.0861              240.3278            
77        6.3077              6.9577              220.4135            
78        12.4461             10.9010             213.1793            
79        7.7648              10.4530             206.8598            
80        8.2153              6.6052              200.5799            
81        6.0960              10.3099             198.2148            
82        8.2908              6.3819              185.3465            
83        7.5491              9.9356              181.1480            
84        8.5129              8.7249              172.2498            
85        7.7298              7.6513              151.3225            
86        5.8271              9.6051              145.0149            
87        7.7344              5.9693              136.0088            
88        7.6080              10.0259             129.7876            
89        8.3644              7.2230              123.3919            
90        7.3866              6.5955              108.6728            
91        7.1751              11.1403             107.1644            
92        8.0120              7.3085              98.1206             
93        7.6624              11.4367             95.1032             
94        7.2505              8.2179              89.4774             
95        7.7904              7.1557              82.1545             
96        6.4387              9.4170              74.3495             
97        7.8885              6.4430              59.1045             
98        7.9308              6.4763              45.4801             
99        6.6596              10.3728             42.9464             
100       7.1694              7.7632              37.4444             
101       9.6796              8.0678              22.5579             
102       7.5868              6.3036              13.9086             
103       5.4623              8.5166              14.0002             
104       6.5383              6.6293              13.1884             
105       6.1157              6.7291              12.8683             
106       5.5245              6.2942              11.8361             
107       5.3859              6.8280              12.2316             
108       5.8022              6.1898              12.0165             
109       7.5121              9.0709              16.6102             
110       5.2626              7.3838              15.5039             
111       7.2703              8.1018              15.3890             
112       6.9754              7.9249              14.9131             
113       6.4749              6.6582              13.1558             
114       5.9374              9.7577              15.7167             
115       6.8263              7.6060              14.4494             
116       5.5093              6.2606              11.7870             
117       5.2312              6.8352              12.0908             
118       5.6904              6.6624              12.3712             
119       5.4037              9.3794              14.8050             
120       6.0539              6.7268              12.8019             
121       5.8865              8.7443              14.6550             
122       5.9259              6.1918              12.1474             
123       5.1813              6.4716              11.6735             
124       5.8728              6.9897              12.8838             
125       5.5647              7.3856              12.9691             
126       5.4187              6.5417              12.0196             
127       5.7446              6.6757              12.4376             
128       6.1964              6.9841              13.2038             
129       5.8075              6.3036              12.1354             
130       5.7501              7.0479              12.8164             
131       5.9594              6.5634              12.5401             
132       5.8858              7.2279              13.1338             
133       6.0243              6.9462              12.9916             
134       5.7949              7.3384              13.1530             
135       5.5387              6.9464              12.5201             
136       5.7237              7.1719              12.9193             
137       6.2362              6.4462              12.7010             
138       6.0840              6.3930              12.4966             
139       5.4962              6.1677              11.6831             
140       5.8802              7.0079              12.9143             
141       5.3036              7.0463              12.3698             
142       5.6084              6.7540              12.3870             
143       5.1276              6.5785              11.7260             
144       5.4687              6.6367              12.1269             
145       5.7157              6.1861              11.9208             
146       4.7800              6.8084              11.6056             
147       5.7538              6.3319              12.1060             
148       5.0775              6.5348              11.6338             
149       5.0260              7.0661              12.1175             
150       5.7581              6.7993              12.5835             
151       5.0781              7.0362              12.1372             
152       4.6326              6.3237              10.9752             
153       6.1724              6.2475              12.4465             
154       5.4669              6.5390              12.0295             
155       5.0545              6.2598              11.3714             
156       4.3915              6.7880              11.1985             
157       7.1965              6.5890              13.8169             
158       5.3437              7.4116              12.7730             
159       5.3774              6.6977              12.0949             
160       6.3193              6.7081              13.0626             
161       4.6481              6.2592              10.9251             
162       4.6552              6.3110              10.9920             
163       6.0698              6.5415              12.6384             
164       4.9853              6.6305              11.6378             
165       4.7521              8.0828              12.8522             
166       5.4712              6.4344              11.9229             
167       5.1525              6.6606              11.8309             
168       5.6386              6.6267              12.3252             
169       5.7845              6.4428              12.2515             
170       5.7287              6.4261              12.1781             
171       5.1128              6.2101              11.3388             
172       4.9435              6.6989              11.6594             
173       5.6366              6.1465              11.8059             
174       4.8712              6.8590              11.7839             
175       5.7114              6.2845              12.0125             
176       5.7677              6.4120              12.2018             
177       5.1008              6.3588              11.4780             
178       5.0121              6.3564              11.3863             
179       5.4626              6.0634              11.5434             
180       4.9303              6.4689              11.4472             
181       6.9456              6.0889              13.0618             
182       5.3431              6.6981              12.0615             
183       5.7265              6.3861              12.1310             
184       5.4766              6.1870              11.6816             
185       5.7613              6.2077              11.9896             
186       6.6034              6.4054              13.0330             
187       6.3358              6.4905              12.8517             
188       7.5191              6.3814              13.9218             
189       5.5375              6.0527              11.6173             
190       5.1917              6.1981              11.4099             
191       6.0501              7.0466              13.1213             
192       7.2674              6.3366              13.6449             
193       6.2474              6.2343              12.5130             
194       6.3562              6.1355              12.5148             
195       5.8490              6.2462              12.1173             
196       5.6879              6.2607              11.9668             
197       6.2138              6.1200              12.3593             
198       6.6320              5.9940              12.6597             
199       5.7196              6.7583              12.4970             
200       5.2880              6.1244              11.4313             
201       5.5049              6.1767              11.6999             
202       6.4597              6.5928              13.0759             
203       5.3796              6.1095              11.5065             
204       4.8704              6.4742              11.3683             
205       7.4527              6.5106              13.9882             
206       5.3882              6.4659              11.8714             
207       5.3025              6.4532              11.7724             
208       4.7821              7.2601              12.0586             
209       5.7896              6.9766              12.7887             
210       5.2446              6.6643              11.9384             
211       5.3616              6.4518              11.8322             
212       5.1003              7.0300              12.1498             
213       5.3611              6.5948              11.9730             
214       5.2839              6.0801              11.3822             
215       5.6878              8.9312              14.6446             
216       6.1855              6.6152              12.8236             
217       5.8323              6.4393              12.2982             
218       5.9718              8.1790              14.1694             
219       5.4379              6.2179              11.6745             
220       5.1524              6.0246              11.1955             
221       5.3231              6.4267              11.8008             
222       5.8339              6.3553              12.2093             
223       5.2467              6.6925              11.9596             
224       5.3800              6.3434              11.7427             
225       5.6519              6.1168              11.7874             
226       5.4797              6.6879              12.1860             
227       5.2907              6.3747              11.6900             
228       5.1405              6.1147              11.2743             
229       6.4190              6.5713              13.0151             
230       5.3953              6.1857              11.5989             
231       5.5606              6.1913              11.7727             
232       5.5356              6.0009              11.5509             
233       5.3924              5.9983              11.4150             
234       5.4304              6.0009              11.4484             
235       5.5478              6.2444              11.8091             
